period,company,sector,ticker,revenues,cogs,net_income,ebit,ebitda,chg_wc,r_and_d,assets,debt,equity,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,dividends,cash_and_eq,curr_assets,curr_liab,sg_a,op_exp,net_interest_paid,pretax_income,taxes
9/30/12,CULP INC,,CFI,270,220,18,22,27,-3,0,151,825,99,18.30%,8.00%,6.70%,18.30%,11.90%,96.60%,269.70%,53.30%,4.70%,-8,28,105,39,28,28,0,20,2
9/30/12,CUMMINS INC,Industrial Products,CMI,"18,048","13,459","1,848","2,144","2,469",-15,629,"11,668",7,"5,831",25.40%,11.90%,10.80%,33.40%,16.70%,57.30%,193.90%,100.10%,6.70%,-255,"1,761","7,091","3,657","1,837","2,445",10,"2,671",725
9/30/12,CUMULUS MEDIA INC,Entertainment,CMLS,238,143,46,64,,,0,,801,,39.80%,27.00%,19.20%,,,,,,,,,,,23,30,28,42,4
9/30/12,CURIS INC,Biotechnology,CRIS,15,0,-10,-7,-7,0,14,48,0,40,100.00%,-48.80%,-66.80%,-24.70%,-20.50%,68.80%,1016.90%,20.80%,0.00%,0,38,39,4,8,22,0,-10,0
9/30/12,"CV Sciences, Inc.",,CVSI,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,122.80%,-6219.00%,70.20%,1.90%,-102.00%,0.00%,0,0,0,0,0,0,0,0,0
9/30/12,CVS HEALTH Corp,Health Care Plans,CVS,"116,483","95,187","3,675","6,653","6,653",0,0,"65,589",0,"37,913",18.30%,5.70%,3.10%,9.70%,5.60%,62.60%,146.90%,73.00%,14.30%,-753,"1,828","19,299","13,136",0,"14,643",565,"6,088","2,379"
9/30/12,CYANOTECH CORP,Consumer Packaged Goods,CYAN,19,12,2,1,,0,0,14,"9,413",12,35.90%,7.00%,9.60%,15.60%,12.70%,,415.40%,22.80%,5.20%,0,3,9,2,5,5,0,1,-1
9/30/12,"Cyclacel Pharmaceuticals, Inc.",Biotechnology,CYCC,0,0,-16,-16,-16,1,9,26,1,20,0.00%,0.00%,0.00%,-78.20%,-58.60%,93.10%,437.80%,33.30%,0.00%,0,24,26,6,7,16,0,-15,-1
9/30/12,Cynk Technology Corp.,,CYNK,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,CYPRESS SEMICONDUCTOR CORP /DE/,Semiconductors,CY,947,438,93,87,139,12,190,762,0,302,53.80%,9.20%,9.70%,30.50%,12.10%,105.00%,97.30%,152.30%,0.00%,-43,109,360,370,230,423,0,82,-10
9/30/12,Cyrela Brazil Realty,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,"CytomX Therapeutics, Inc.",Biotechnology,CTMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/12,CYTTA CORP.,,CYCA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,D. R. Horton,Homebuilding & Construction,DHI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,DAILY JOURNAL CORP,Publishing,DJCO,32,0,6,9,10,1,0,118,0,84,100.00%,28.20%,18.20%,7.00%,5.00%,132.80%,942.80%,40.10%,0.00%,0,98,106,11,3,23,-2,8,2
9/30/12,Daimler AG,Autos,DAI.DE,"144,654","109,949","6,966","11,367",0,"-13,251","5,371","197,399",0,"55,571",24.00%,7.90%,5.20%,13.50%,3.80%,-106.70%,116.90%,255.20%,0.00%,"-2,745","13,686","83,460","71,405","18,759","25,063",429,"10,910","3,412"
9/30/12,DANAHER CORP /DE/,Medical Diagnostics & Research,DHR,"17,115","8,451","2,356","2,701","3,434",94,"1,073","30,421",0,"17,891",50.60%,15.80%,13.80%,13.20%,7.70%,109.10%,167.20%,70.00%,16.20%,-65,"1,043","6,543","3,913","4,889","5,963",147,"2,587",549
9/30/12,Danone,,,,,,,,,,,"4,926",,,,,,,,,,,,,,,,,,,
9/30/12,DARDEN RESTAURANTS INC,Restaurants,DRI,"7,924","6,109",462,720,"1,060",-95,0,"5,927",,"1,776",22.90%,9.10%,5.80%,26.00%,7.80%,36.30%,42.40%,233.70%,36.20%,-212,89,805,"1,898",755,"1,096",96,624,161
9/30/12,"Daseke, Inc.",,HCACU,,,,,,,,,"2,145",,,,,,,,,,,,,,,,,,,
9/30/12,"Dave & Buster's Entertainment, Inc.",Restaurants,PLAY,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,DAVITA INC.,Health Care Providers,DVA,"7,019","4,769",524,"1,230","1,512",143,0,"9,157",0,"2,906",32.10%,17.50%,8.90%,21.40%,6.80%,136.20%,191.20%,215.10%,49.00%,0,458,"2,374","1,242",739,"1,020",244,"1,000",358
9/30/12,DEAN FOODS CO,Consumer Packaged Goods,DF,"9,716","7,618","-1,576",176,367,136,0,"5,755","4,492",-99,21.60%,1.80%,-16.40%,1613.90%,-27.70%,-53.60%,146.90%,-5933.90%,65.00%,0,116,"2,239","1,524","1,930","1,921",177,"-2,252",-524
9/30/12,"Deciphera Pharmaceuticals, Inc.",Biotechnology,DCPH,,,,,,,,,"3,744",,,,,,,,,,,,,,,,,,,
9/30/12,DEERE & CO,Farm & Construction Machinery,DE,"34,977","24,093","3,047","5,432","6,412","-3,510","1,379","53,199",0,"7,415",31.10%,15.50%,8.70%,41.20%,5.70%,27.70%,164.90%,617.50%,58.70%,-687,"4,943","40,612","24,627","3,329","5,453",763,"4,669","1,617"
9/30/12,Defama Deutsche Fachmarkt AG,,,,,,,,,,,"31,226",,,,,,,,,,,,,,,,,,,
9/30/12,"Del Taco Restaurants, Inc.",Restaurants,TACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/12,"Delek US Holdings, Inc.",Oil & Gas - Refining & Marketing,DK,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,DELL INC,,DELL,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,Delphi Technologies PLC,,DLPH,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,DELTA AIR LINES INC /DE/,Airlines,DAL,"36,360","28,810",930,"2,374","3,897",94,0,"44,720",0,"-1,135",20.80%,6.50%,2.60%,-81.90%,2.10%,368.30%,57.60%,-4040.10%,29.10%,0,"3,498","8,457","14,693","1,646","5,176",875,926,-4
9/30/12,DELUXE CORP,Business Services,DLX,"1,418",493,145,284,357,-21,0,"1,389","13,000",303,65.20%,20.00%,10.20%,47.80%,10.40%,159.10%,64.10%,358.80%,53.40%,-51,29,193,300,640,640,48,216,71
9/30/12,Denali Holding Inc.,Application Software,DVMT,,,,,,,,,742,,,,,,,,,,,,,,,,,,,
9/30/12,DENBURY RESOURCES INC,,DNR,,,,,,-69,,"10,342",0,"4,928",,,,,,,125.00%,109.80%,26.50%,0,77,758,607,,,,,
9/30/12,Dentsply Sirona,Medical Instruments & Equipment,XRAY,"2,837","1,378",235,333,450,19,0,"4,871","2,737","1,989",51.40%,11.80%,8.40%,12.00%,4.90%,158.60%,147.70%,144.90%,35.40%,-30,53,"1,105",748,"1,125","1,125",54,238,-1
9/30/12,Despegar,,,,,,,,,,,"1,725",,,,,,,,,,,,,,,,,,,
9/30/12,Destination Maternity Corp,Retail - Apparel & Specialty,DEST,550,257,19,35,48,6,0,201,,96,53.30%,6.40%,3.50%,20.10%,9.70%,168.80%,167.00%,108.30%,12.90%,-9,28,138,82,258,258,2,32,12
9/30/12,"DESTINATION XL GROUP, INC.",Retail - Apparel & Specialty,DXLG,396,211,16,20,33,-6,0,200,26,124,46.70%,5.20%,4.10%,13.20%,8.20%,98.70%,245.70%,61.00%,0.70%,0,18,126,51,152,164,1,20,1
9/30/12,"DETERMINE, INC.",Application Software,DTRM,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
9/30/12,Deutsche Bank,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,Deutsche BÃ¶rse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/12,Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/12,Deutsche Telekom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/12,DEVON ENERGY CORP/DE,Oil & Gas - E&P,DVN,"11,795",0,"4,681","5,112","7,534",-426,"1,941","42,605",,"21,956",100.00%,43.30%,39.70%,21.30%,11.00%,-58.10%,145.00%,94.00%,25.40%,-290,"7,110","9,078","6,262","2,331","6,683",337,"4,321","2,162"
9/30/12,DEXCOM INC,Medical Diagnostics & Research,DXCM,82,42,-47,-48,-44,-4,33,118,"10,839",100,48.90%,-58.80%,-57.10%,-47.20%,-39.80%,117.10%,577.40%,18.50%,0.00%,0,70,93,16,56,89,0,-48,-1
9/30/12,DGT Holdings Corp.,,DGTC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,"DHI GROUP, INC.",Employment Services,DHX,190,14,40,61,74,0,13,335,0,190,92.70%,32.10%,20.80%,20.80%,11.80%,128.60%,90.30%,75.60%,12.60%,0,50,75,83,89,115,2,59,19
9/30/12,Dialogic Inc.,,C649,,,,,,,,,42,,,,,,,,,,,,,,,,,,,
9/30/12,"Diamondback Energy, Inc.",Oil & Gas - E&P,FANG,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,DiamondRock Hospitality Co,,DRH,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,DICKS SPORTING GOODS INC,Retail - Apparel & Specialty,DKS,"5,380","3,721",284,463,580,-30,0,"3,055",,"1,596",30.80%,8.60%,5.30%,17.80%,9.30%,55.90%,160.20%,91.40%,5.00%,-76,521,"1,857","1,159","1,181","1,196",14,464,181
9/30/12,"DIEBOLD NIXDORF, Inc",Application Software,DBD,"3,001","2,214",190,209,289,17,78,"2,569",153,883,26.20%,7.00%,6.60%,22.30%,7.60%,112.10%,214.30%,191.10%,26.90%,-72,591,"1,801",840,500,578,-10,219,22
9/30/12,Digimarc CORP,Application Software,DMRC,36,7,6,6,7,0,7,46,692,42,80.80%,17.70%,15.70%,13.60%,12.30%,128.80%,843.60%,9.80%,0.00%,0,26,30,4,15,23,0,4,-2
9/30/12,DIGIRAD CORP,Medical Devices,DRAD,53,38,-4,-4,-1,0,3,49,0,40,28.40%,-7.90%,-8.00%,-10.50%,-8.60%,53.30%,497.20%,22.00%,0.00%,0,29,43,9,16,19,0,-4,0
9/30/12,"Digital Domain Media Group, Inc.",,DDMG,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,"Digital Realty Trust, Inc.",REITs,DLR,,,,,,,,"6,099",0,"2,580",,,,,,,33.60%,136.30%,49.60%,,41,131,391,,,,,
9/30/12,"Digital Turbine, Inc.",Application Software,APPS,,,,,,,,,"3,026",,,,,,,,,,,,,,,,,,,
9/30/12,"DILLARD'S, INC.",,DDS,"6,542","4,130",496,475,475,-212,0,"4,261",0,"2,021",36.90%,7.30%,7.60%,24.50%,11.60%,35.70%,107.50%,110.80%,17.00%,-10,163,"1,603","1,490","1,638","1,937",70,452,-42
9/30/12,"DineEquity, Inc",Restaurants,DIN,"1,075",668,71,240,290,-7,0,"2,614",725,155,37.90%,22.30%,7.00%,48.40%,2.90%,455.30%,107.50%,1584.20%,59.90%,0,61,277,258,156,168,133,105,30
9/30/12,"Diplomat Pharmacy, Inc.",Drug Manufacturers,DPLO,,,,,,,,,"1,567",,,,,,,,,,,,,,,,,,,
9/30/12,Discover Financial Services,Credit Services,DFS,"7,135",,"2,387","3,838","4,144",-95,,"70,486",0,"8,829",,53.80%,33.80%,27.30%,3.40%,103.60%,,698.40%,26.60%,-152,"6,315",,,,,,"3,838","1,426"
9/30/12,"Discovery Communications, Inc.",Entertainment,DISCA,"4,361","1,209","1,087","1,815","1,935",-255,0,"12,810","18,754","6,473",72.30%,41.60%,25.00%,16.80%,8.50%,114.00%,424.60%,97.90%,40.80%,0,"1,698","3,214",757,"1,220","1,337",226,"1,567",384
9/30/12,DISH Network CORP,Communication Services,DISH,"13,074","1,505","1,516","2,612","3,524",-540,0,"11,470","5,226",-419,88.50%,20.00%,11.60%,-361.70%,13.20%,87.90%,116.40%,-2837.50%,65.30%,-893,"2,041","3,748","3,221",637,"8,957",524,"2,413",891
9/30/12,"DLD Group, Inc.",,EWRX,,,,,,,,,"7,494",,,,,,,,,,,,,,,,,,,
9/30/12,DOCUSIGN INC,Application Software,DOCU,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,"Dolby Laboratories, Inc.",Entertainment,DLB,957,91,292,403,444,22,135,"1,954",0,"1,751",90.50%,42.10%,30.60%,16.70%,15.00%,95.60%,766.90%,11.60%,0.00%,0,993,"1,169",152,324,463,-9,413,120
9/30/12,DOLLAR GENERAL CORP,Retail - Defensive,DG,"14,807","10,109",767,"1,491","1,766",-98,0,"9,689",0,"4,675",31.70%,10.10%,5.20%,16.40%,7.90%,90.70%,150.70%,107.30%,27.00%,0,126,"2,275","1,510","3,207","3,207",205,"1,225",459
9/30/12,Dollar Tree,Retail - Defensive,DLTR,"6,970","4,473",528,839,"1,009",-21,0,"2,500","2,618","1,523",35.80%,12.00%,7.60%,34.60%,21.10%,77.60%,227.60%,64.10%,10.60%,0,380,"1,322",581,"1,658","1,658",3,838,310
9/30/12,DOMAIN MEDIA CORP,,DMDW,,,,,,,,,264,,,,,,,,,,,,,,,,,,,
9/30/12,"Dominion Energy Midstream Partners, LP",Oil & Gas - Midstream,DM,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,DOMINION RESOURCES INC /VA/,Utilities - Regulated,D,"13,765","6,160","1,408","2,880","4,168",-566,0,"45,614",0,"11,760",55.20%,20.90%,10.40%,12.10%,3.10%,-58.10%,78.00%,287.90%,45.40%,"-1,129",102,"5,430","6,962",0,"4,725",796,"2,262",778
9/30/12,DOMINOS PIZZA INC,Restaurants,DPZ,"1,648","1,174",99,261,285,5,0,601,"20,687","-1,366",28.70%,15.80%,6.00%,-7.20%,16.50%,210.70%,115.90%,-144.00%,262.60%,0,215,428,369,213,213,102,159,60
9/30/12,"DOMO, INC.",Application Software,DOMO,,,,,,,,,"1,579",,,,,,,,,,,,,,,,,,,
9/30/12,Domtar CORP,Forest Products,UFS,"5,612","4,171",365,729,"1,105",27,0,"5,869",0,"2,923",25.70%,13.00%,6.50%,12.50%,6.20%,246.30%,270.10%,100.80%,15.30%,-49,444,"1,934",716,340,712,87,505,133
9/30/12,DONALDSON CO INC,Industrial Products,DCI,"2,493","1,619",264,363,424,-46,60,"1,730",897,910,35.00%,14.60%,10.60%,29.00%,15.30%,73.80%,243.40%,90.10%,17.40%,-48,318,"1,038",426,451,511,11,371,106
9/30/12,"Dorman Products, Inc.",Autos,DORM,513,324,53,88,95,-24,0,377,301,317,36.90%,17.10%,10.40%,16.80%,14.10%,40.30%,657.70%,18.80%,0.00%,0,50,293,45,102,102,0,88,31
9/30/12,DOVER Corp,Industrial Products,DOV,"7,369","4,524",895,"1,124","1,414",-125,0,"9,501",0,"4,931",38.60%,15.20%,12.20%,18.20%,9.40%,89.20%,263.80%,92.70%,23.00%,-219,"1,207","3,735","1,416","1,721","1,721",116,"1,010",237
9/30/12,DOVER DOWNS GAMING & ENTERTAINMENT INC,Travel & Leisure,DDE,240,193,5,12,24,-2,0,216,"2,187",113,19.40%,5.00%,2.20%,4.80%,2.50%,299.80%,41.10%,92.20%,0.00%,-4,19,39,95,6,34,3,9,4
9/30/12,Dow Chemical,Chemicals,DOW,"59,985","51,029","2,402","4,026","6,909","-1,120","1,646","69,224",0,"23,438",14.90%,6.70%,4.60%,11.90%,4.00%,81.00%,171.80%,195.30%,31.20%,"-1,258","5,446","23,422","13,634","2,788","4,930","1,301","3,601",817
9/30/12,DowDuPont Inc.,Chemicals,DWDP,,,,,,,,,"20,402",,,,,,,,,,,,,,,,,,,
9/30/12,Dr Pepper Snapple Group,Beverages - Non-Alcoholic,DPS,"5,934","2,522",594,"1,014","1,214",-15,0,"8,784",0,"2,260",57.50%,17.10%,10.00%,26.30%,6.80%,108.60%,89.30%,288.70%,30.70%,-263,192,"1,261","1,412","2,263","2,398",117,910,317
9/30/12,DRIL-QUIP INC,Oil & Gas - Services,DRQ,641,389,102,175,198,-69,0,"1,126","2,699",965,39.30%,27.30%,16.00%,10.60%,9.10%,41.30%,547.40%,16.70%,0.00%,0,285,829,152,73,77,0,139,37
9/30/12,Drive Shack Inc.,Travel & Leisure,DS,,,,,,-2,,103,0,603,,,,,,,0.00%,595.80%,0.00%,-66,103,103,0,,,,,
9/30/12,"DROPBOX, INC.",Application Software,DBX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,DSW Inc.,Retail - Apparel & Specialty,DSW,,,,,,-19,,"1,308",0,901,,,,,,,347.80%,45.10%,0.00%,-115,381,917,264,,,,,
9/30/12,DTE Energy Co.,Utilities - Regulated,DTE,"8,614","3,176",679,"1,351","2,341",364,0,"25,909",0,"7,431",63.10%,15.70%,8.00%,9.30%,2.70%,345.50%,118.20%,248.70%,29.10%,-400,59,"2,730","2,309","2,790","4,087",443,"1,034",339
9/30/12,DTHERA SCIENCES,,SDDL,,,,,,,,,"7,549",,,,,,,,,,,,,,,,,,,
9/30/12,Duke Energy CORP,Utilities - Regulated,DUK,"14,529","8,915","1,706","3,104","5,130",-422,0,"62,526",0,"22,865",38.60%,21.40%,11.80%,7.50%,2.70%,-23.80%,124.50%,173.50%,33.60%,"-1,329","2,300","6,880","5,528",0,"2,510",859,"2,465",752
9/30/12,Duke Realty Corp,REITs,DRE,"1,136",125,-53,147,411,-101,0,"6,872","21,000","2,685",89.00%,12.90%,1.20%,0.50%,0.20%,-3918.10%,,,,-227,15,72,370,452,865,214,-85,0
9/30/12,DULUTH HOLDINGS INC.,Retail - Apparel & Specialty,DLTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/12,DUN & BRADSTREET CORP/NW,Business Services,DNB,"1,742",580,259,453,533,-88,0,"1,776",0,-558,66.70%,26.00%,14.80%,-46.20%,14.50%,110.30%,65.50%,-418.20%,50.30%,-71,90,569,868,628,709,37,367,111
9/30/12,"DUNKIN' BRANDS GROUP, INC.",Restaurants,DNKN,641,127,62,218,270,4,0,"3,158",893,749,80.30%,34.00%,9.70%,8.30%,2.00%,342.20%,138.70%,321.40%,46.50%,-18,206,355,256,227,297,87,105,43
9/30/12,DUPONT E I DE NEMOURS & CO,Agriculture,DD,,,,,,,,"48,492","1,469","9,062",,,,,,,161.50%,435.10%,25.90%,,"4,019","18,058","11,185",,,,,
9/30/12,Dupont Fabros Technology Inc,REITs,DFT,,,,,,,,,"12,553",,,,,,,,,,,,,,,,,,,
9/30/12,Duratex,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,DXC Technology Co,,DXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/12,DXP ENTERPRISES INC,Industrial Distribution,DXPE,,,,,,-5,,423,0,169,,,,,,,207.30%,150.60%,31.60%,0,4,255,123,,,,,
9/30/12,DYCOM INDUSTRIES INC,Engineering & Construction,DY,"1,143",922,31,59,122,-38,0,732,133,376,19.40%,5.20%,2.70%,8.20%,4.20%,-16.20%,337.00%,94.80%,25.60%,0,86,335,99,100,162,17,52,21
9/30/12,DYNATRONICS CORP,Medical Devices,DYNT,32,20,0,0,0,0,1,15,188,6,38.00%,0.10%,-0.20%,-1.10%,-0.50%,366.90%,151.20%,147.40%,15.60%,0,0,11,7,11,12,0,0,0
9/30/12,DYNAVAX TECHNOLOGIES CORP,Biotechnology,DVAX,22,0,-47,-45,-44,1,49,121,2,88,100.00%,-204.80%,-209.90%,-52.80%,-38.60%,96.20%,426.60%,36.50%,11.10%,0,107,110,26,19,68,2,-47,0
9/30/12,DYNEGY INC.,Utilities - Independent Power Producers,DYN,"2,323","1,181",-234,137,,192,0,"10,013",13,"2,746",49.20%,5.90%,-10.10%,-8.50%,-2.30%,,135.80%,264.60%,45.70%,0,291,"2,126","1,565",613,"1,005",363,-432,-197
9/30/12,DYNEX CAPITAL INC,,DX,,,,,,,,,"4,574",,,,,,,,,,,,,,,,,,,
9/30/12,E*Trade,Brokers & Exchanges,ETFC,"2,037",,157,369,709,237,,"47,940",,"4,928",,18.10%,7.70%,3.20%,0.30%,529.00%,,872.80%,0.00%,0,"3,375",,,,,,185,29
9/30/12,E.W. SCRIPPS Co,Entertainment,SSP,789,371,-3,36,80,17,0,958,0,511,53.00%,4.50%,-0.40%,-0.70%,-0.40%,-2472.50%,260.80%,87.50%,21.30%,0,167,335,129,0,383,7,-9,-6
9/30/12,EAGLE MATERIALS INC,Building Materials,EXP,454,435,2,2,51,-17,0,990,204,461,4.10%,0.30%,0.30%,0.30%,0.10%,995.60%,248.90%,114.60%,28.80%,-18,11,193,77,17,17,17,1,-1
9/30/12,EARTHSTONE ENERGY INC,Oil & Gas - E&P,ESTE,,,,,,,,19,285,19,,,,,,,228.70%,41.80%,0.00%,,5,8,3,,,,,
9/30/12,EAST WEST BANCORP INC,Banks,EWBC,923,,250,393,465,-406,,"21,750",0,"2,283",,42.60%,27.90%,11.30%,1.20%,-34.70%,,852.60%,8.20%,-44,"1,636",,,,,,405,147
9/30/12,"Easterly Government Properties, Inc.",,DEA,,,,,,,,,"1,782",,,,,,,,,,,,,,,,,,,
9/30/12,EASTGROUP PROPERTIES INC,REITs,EGP,,,,,,1,,"1,299",,458,,,,,,,0.10%,183.70%,60.80%,-59,1,1,665,,,,,
9/30/12,EASTMAN CHEMICAL CO,Chemicals,EMN,"7,178","5,609",646,929,"1,202",-280,159,"6,184",790,"1,901",21.90%,12.90%,9.00%,34.00%,10.50%,130.10%,206.60%,225.30%,25.80%,-136,777,"2,302","1,114",481,640,76,881,274
9/30/12,"Eastside Distilling, Inc.",Beverages - Alcoholic,ESDI,,,,,,0,,0,"1,598",0,,,,,,,8.30%,-111.10%,735.30%,0,0,0,0,,,,,
9/30/12,Eaton Corp plc,Industrial Products,ETN,"16,049","11,261","1,350","1,633","2,189",105,417,"17,873",0,"7,498",29.80%,10.20%,8.40%,18.00%,7.60%,112.80%,160.20%,138.40%,21.10%,-462,"1,084","5,826","3,637","2,738","3,155",118,"1,553",201
9/30/12,EATON VANCE CORP,Asset Management,EV,"1,236",0,225,420,445,-222,0,"1,835","3,773",596,100.00%,34.00%,18.90%,39.10%,12.70%,24.40%,809.70%,207.90%,27.30%,-86,492,492,61,502,816,57,387,158
9/30/12,EBAY INC,Retail - Apparel & Specialty,EBAY,"13,459","4,031","3,838","3,326","4,481",-737,"1,501","32,502",500,"19,913",70.00%,24.70%,28.50%,19.30%,11.80%,44.00%,246.60%,63.20%,13.90%,0,"9,135","17,410","7,061","4,265","6,102","-1,501","4,642",804
9/30/12,EBIX INC,Application Software,EBIX,178,36,68,71,78,6,20,489,"4,518",341,80.00%,39.60%,38.00%,19.90%,13.80%,108.90%,119.50%,43.70%,16.50%,-5,27,69,57,44,72,0,76,8
9/30/12,EchoStar CORP,Communication Equipment,SATS,,,,,,,,,81,,,,,,,,,,,,,,,,,,,
9/30/12,Ecolab Inc.,Chemicals,ECL,"6,799","3,476",463,885,"1,281",-226,0,"18,185",0,"5,741",48.90%,13.00%,6.80%,8.10%,2.50%,107.70%,170.40%,216.80%,42.00%,-163,"1,844","5,396","3,166","2,438","2,438",74,680,216
9/30/12,ECOLOGY & ENVIRONMENT INC,Waste Management,EEI,168,96,5,9,11,-11,0,94,"7,636",54,42.70%,5.40%,3.70%,11.50%,6.60%,-113.90%,205.90%,72.90%,7.90%,-2,13,79,38,61,63,0,9,3
9/30/12,EcoRodovias,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
9/30/12,Edison Int'l,Utilities - Regulated,EIX,"10,221","3,282",-144,"2,026","3,424",-14,0,"49,384",,"11,607",67.90%,19.80%,-0.80%,-0.70%,-0.20%,1702.50%,128.30%,325.50%,29.40%,-419,"1,483","4,715","3,675",0,"4,913",415,"1,674",594
9/30/12,Edwards Lifesciences Corp,Medical Devices,EW,"1,679",490,237,300,358,-36,246,"1,981","14,535","1,338",70.80%,17.90%,14.10%,17.70%,11.90%,82.30%,348.60%,48.00%,7.60%,0,451,"1,169",335,642,889,0,284,47
9/30/12,EFACTOR GROUP CORP.,,EFCT,,,,,,,,,150,,,,,,,,,,,,,,,,,,,
9/30/12,EGAIN Corp,Application Software,EGAN,45,12,1,2,3,-4,6,26,0,5,72.60%,5.30%,2.30%,20.60%,4.00%,-238.10%,91.80%,414.00%,7.90%,0,11,17,19,25,31,1,1,0
9/30/12,Egalet Corp,Biotechnology,EGLT,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
9/30/12,EL PASO ELECTRIC CO /TX/,Utilities - Regulated,EE,,,,,,-42,,"2,371",0,760,,,,,,,83.50%,215.30%,35.80%,-27,8,155,185,,,,,
9/30/12,"Elah Holdings, Inc.",Waste Management,RELY,,,,,,22,,136,850,79,,,,,,,134.70%,70.70%,28.80%,0,73,76,56,,,,,
9/30/12,Elastic N.V.,,ESTC,,,,,,,,,39,,,,,,,,,,,,,,,,,,,
9/30/12,"Electromed, Inc.",Medical Devices,ELMD,20,5,1,1,2,-3,1,21,0,15,73.00%,6.00%,2.70%,3.50%,2.50%,-479.90%,382.40%,36.80%,8.40%,0,1,15,4,12,13,0,1,0
9/30/12,ELECTRONIC ARTS INC.,Application Software,EA,"4,095","1,576",15,29,263,148,"1,165","5,191",2,"2,154",61.50%,0.70%,0.40%,0.70%,0.30%,1813.30%,114.00%,141.00%,10.60%,0,"1,315","2,332","2,046","1,294","2,490",0,10,-5
9/30/12,EletrobrÃ¡s,,,,,,,,,,,549,,,,,,,,,,,,,,,,,,,
9/30/12,Eletropaulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/12,ELIZABETH ARDEN INC,,RDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/12,Ellie Mae Inc,Application Software,ELLI,55,16,4,2,5,-1,13,100,0,79,71.60%,3.10%,6.50%,4.60%,3.60%,56.20%,234.00%,26.50%,0.00%,0,26,35,15,25,38,0,2,-2
9/30/12,Ellington Financial LLC,Banks,EFC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,Embraer,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,EMC CORP,,EMC,"14,140","6,429","1,063","1,625","1,625","-11,148","1,626",,,,54.50%,11.50%,7.80%,,,-954.90%,,,,0,,,,"4,460","6,086",179,"1,286",176
9/30/12,Emcor Group Inc,Engineering & Construction,EME,"5,613","4,880",131,216,270,-44,0,"3,014",0,"1,245",13.10%,3.80%,2.40%,10.70%,4.40%,90.60%,145.50%,142.10%,5.10%,-3,511,"1,937","1,331",518,518,9,201,77
9/30/12,EMERITUS CORPWA,,ESC,,,,,,,,,155,,,,,,,,,,,,,,,,,,,
9/30/12,EMERSON ELECTRIC CO,Industrial Products,EMR,"24,257","14,648","2,447","4,219","5,053",-448,0,"24,326",0,"10,665",39.60%,17.40%,10.30%,23.40%,10.30%,111.70%,135.20%,128.10%,24.00%,"-1,139","2,292","10,003","7,396","5,390","5,390",216,"3,615","1,143"
9/30/12,EMMIS COMMUNICATIONS CORP,Entertainment,EMMS,,,,,,-8,,,"5,849",,,,,,,,,,,0,,,,,,,,
9/30/12,EMPIRE RESOURCES INC /NEW/,,ERS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,"Empire State Realty Trust, Inc.",,ESRT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/12,EMTEC INC/NJ,,ETEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/12,ENBRIDGE ENERGY PARTNERS LP,Oil & Gas - Midstream,EEP,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
