period,company,sector,ticker,revenues,cogs,net_income,ebit,ebitda,chg_wc,r_and_d,assets,debt,equity,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,dividends,cash_and_eq,curr_assets,curr_liab,sg_a,op_exp,net_interest_paid,pretax_income,taxes
9/30/17,"A-Mark Precious Metals, Inc.",Brokers & Exchanges,AMRK,"7,398","7,365",7,9,11,-86,0,523,213,72,0.40%,0.10%,0.10%,9.80%,1.40%,-1170.10%,110.40%,624.50%,40.70%,-2,6,495,448,24,24,-2,12,5
9/30/17,A. H. Belo Corp,Publishing,AHC,258,251,-23,-4,7,3,0,,0,,2.90%,-1.60%,-8.90%,,,-49.80%,,,,-7,,,,0,11,0,-24,-1
9/30/17,"AAC Holdings, Inc.",,AAC,294,171,-25,-12,,,0,407,213,155,41.80%,-4.20%,-10.40%,-19.70%,-7.50%,,281.20%,162.90%,52.40%,,11,112,40,16,135,10,-28,2
9/30/17,AAON INC,Industrial Products,AAON,,,,,,,,265,0,212,,,,,,,342.70%,25.20%,0.00%,,39,146,43,,,,,
9/30/17,AAR CORP,Aerospace & Defense,AIR,"1,584","1,320",58,83,116,-151,0,"1,532",191,925,16.60%,5.20%,3.60%,6.20%,3.80%,-132.80%,289.90%,65.60%,12.50%,-10,15,905,312,181,181,6,77,24
9/30/17,AARON'S INC,Consulting & Outsourcing,AAN,"3,208","1,599",139,263,"1,650","-1,226",0,"2,551",496,"1,457",50.10%,8.20%,4.30%,,,220.00%,273.10%,75.10%,19.40%,-7,319,"1,461",535,0,"1,345",21,218,79
9/30/17,ABAXIS INC,Medical Diagnostics & Research,ABAX,219,96,32,46,53,-22,18,271,0,236,56.30%,21.20%,14.40%,13.40%,11.70%,32.10%,727.40%,14.80%,0.10%,-10,130,212,29,59,77,-1,47,16
9/30/17,ABBOTT LABORATORIES,Medical Devices,ABT,"22,303","9,946","1,503","2,419","4,199",-184,"1,596","70,887","23,974","31,547",55.40%,10.80%,6.70%,4.80%,2.10%,140.50%,290.80%,124.70%,33.80%,"-1,614","8,860","19,329","6,646","7,414","9,938",511,"2,147",754
9/30/17,AbbVie Inc.,Drug Manufacturers,ABBV,"26,710","6,204","6,615","9,923","11,308","-2,266","4,667","66,994","37,237","6,009",76.80%,37.10%,24.80%,110.10%,9.90%,102.20%,138.40%,1014.90%,55.60%,"-3,917","7,205","16,962","12,259","5,916","10,583","1,040","8,451","1,836"
9/30/17,ABERCROMBIE & FITCH CO /DE/,Retail - Apparel & Specialty,ANF,"3,278","1,262",6,40,230,-20,0,"2,344",448,"1,255",61.50%,1.20%,0.30%,0.80%,0.40%,648.00%,229.20%,86.80%,19.10%,-54,491,"1,095",478,"2,002","1,976",18,17,7
9/30/17,Abiomed Inc,Medical Devices,ABMD,505,82,92,119,128,2,69,695,16,605,83.80%,23.60%,18.30%,15.20%,13.30%,46.80%,584.20%,14.80%,2.30%,0,263,370,63,235,304,0,121,29
9/30/17,ABM INDUSTRIES INC /DE/,Business Services,ABM,"5,256","4,694",13,133,190,-85,0,"2,394",278,938,10.70%,2.50%,0.20%,1.40%,0.50%,322.00%,143.40%,155.40%,11.60%,-37,56,"1,061",740,406,429,12,99,10
9/30/17,"Acacia Communications, Inc.",Communication Equipment,ACIA,478,257,95,118,127,-50,76,517,0,435,46.20%,24.60%,27.50%,30.30%,25.40%,58.30%,573.20%,18.90%,0.00%,0,310,462,81,28,103,0,115,-17
9/30/17,Acadia Healthcare Company Inc,Health Care Providers,ACHC,"2,873","1,962",15,444,585,-36,0,"6,066","3,281","2,254",31.70%,15.50%,0.50%,0.60%,0.20%,1810.60%,126.20%,169.20%,54.10%,0,43,424,336,0,467,186,49,35
9/30/17,Acadia Pharmaceuticals Inc,Biotechnology,ACAD,33,5,-309,-311,-309,11,112,503,0,458,83.60%,-954.40%,-948.90%,-67.60%,-61.50%,99.90%,1082.00%,9.90%,0.00%,0,469,490,45,225,339,-3,-308,1
9/30/17,ACADIA REALTY TRUST,REITs,AKR,238,0,60,28,128,11,0,"4,093","1,614","2,170",100.00%,11.60%,30.90%,3.40%,1.80%,-466.50%,120.30%,88.60%,39.40%,-97,48,371,309,35,211,69,61,1
9/30/17,Accelerize Inc.,,ACLZ,24,8,-4,0,1,-1,4,7,5,-4,65.70%,-0.30%,-15.10%,87.10%,-53.90%,70.90%,61.40%,-261.70%,72.70%,0,0,3,5,12,16,1,-4,0
9/30/17,Accenture plc,Application Software,ACN,"36,765","25,735","3,445","5,142","5,944",-444,0,"22,690",25,"9,710",30.00%,14.00%,9.90%,37.40%,16.00%,110.40%,123.10%,133.70%,0.10%,"-1,568","4,130","12,097","9,824","5,888","5,888",-22,"4,616",981
9/30/17,ACCO BRANDS Corp,Industrial Products,ACCO,"1,557","1,042",96,165,217,-9,0,"2,065",633,709,33.10%,10.60%,6.10%,13.50%,4.60%,167.40%,165.00%,191.30%,30.60%,0,43,671,406,329,350,43,125,30
9/30/17,ACCURAY INC,Medical Devices,ARAY,366,231,-32,-16,3,-11,51,417,170,45,37.00%,-4.30%,-8.60%,-69.40%,-7.60%,45.10%,104.80%,817.00%,40.80%,0,84,310,296,100,151,0,-31,1
9/30/17,ACCURIDE CORP,,ACW,677,609,4,27,69,-6,0,622,331,67,10.10%,4.00%,0.70%,6.60%,0.70%,441.30%,161.80%,825.70%,53.20%,0,22,165,102,41,41,34,-9,-14
9/30/17,ACELRX PHARMACEUTICALS INC,Medical Devices,ACRX,17,12,-43,-32,-30,-2,21,100,22,-5,29.00%,-184.10%,-248.60%,808.60%,-43.20%,83.10%,873.80%,-1973.60%,21.60%,0,80,89,10,16,37,3,-43,0
9/30/17,ACETO CORP,Drug Manufacturers,ACET,547,413,21,39,52,-10,6,"1,045",383,396,24.50%,7.00%,3.80%,5.30%,2.00%,121.60%,221.20%,163.60%,36.60%,-7,70,459,208,89,95,7,32,11
9/30/17,ACHILLION PHARMACEUTICALS INC,,ACHN,15,0,-64,-67,,,59,393,1,382,100.00%,-447.30%,-425.40%,-16.70%,-16.20%,,3606.70%,2.90%,0.10%,,379,383,11,23,82,-3,-64,0
9/30/17,"Actavis, Inc.",,ACT,"3,993","2,183",184,479,830,9,327,"6,364","1,154","3,488",45.30%,12.00%,4.60%,5.20%,2.90%,309.40%,180.90%,82.50%,18.10%,0,173,"1,840","1,017",748,"1,330",89,332,150
9/30/17,"Active Health Foods, Inc.",,AHFD,0,0,-4,-4,,,0,0,0,4,35.10%,-6924.10%,-6924.10%,-101.70%,-3836.20%,,21.00%,-97.40%,28.40%,,0,0,1,1,5,0,-4,0
9/30/17,ACTIVE POWER INC,,ACPW,49,36,-13,-12,-11,3,7,36,0,19,25.80%,-24.50%,-26.10%,-68.20%,-35.50%,66.90%,204.60%,92.10%,0.00%,0,15,34,16,18,25,0,-13,0
9/30/17,Activision Blizzard,Application Software,ATVI,"6,939","2,451","1,121","1,550","2,488",-674,"1,012","16,808","4,387","9,715",64.70%,22.30%,16.20%,11.50%,6.70%,137.60%,246.60%,73.00%,26.10%,-226,"3,278","4,352","1,765","1,926","2,938",182,"1,276",155
9/30/17,ACTUANT CORP,Industrial Products,ATU,"1,096",716,-66,82,125,-8,0,"1,517",562,501,34.60%,7.50%,-6.00%,-13.20%,-4.40%,-159.80%,170.70%,203.10%,37.00%,-2,230,647,379,277,298,30,-83,-16
9/30/17,ACUITY BRANDS INC,Computer Hardware,AYI,"3,505","2,024",322,530,605,-77,0,"2,900",365,"1,666",42.30%,15.10%,9.20%,19.30%,11.10%,91.70%,207.30%,74.10%,12.60%,-23,311,"1,246",601,951,951,33,493,171
9/30/17,Acushnet Holdings Corp.,Travel & Leisure,Golf,"1,566",766,38,151,192,-167,50,"1,845",630,801,51.10%,9.60%,4.10%,8.00%,3.50%,-60.70%,176.80%,130.40%,34.20%,-17,0,790,447,593,649,39,109,45
9/30/17,"ADAMS RESOURCES & ENERGY, INC.",Oil & Gas - Integrated,AE,"1,152",48,0,2,20,4,0,264,0,150,95.80%,0.20%,0.00%,0.10%,0.10%,9049.30%,202.30%,76.70%,0.00%,-4,98,213,105,"1,084","1,101",-1,1,1
9/30/17,"Adaptive Medias, Inc.",,ADTM,,,,,,1,,7,0,2,,,,,,,53.50%,101.80%,0.00%,0,0,1,2,,,,,
9/30/17,addyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/17,Adeptus Health Inc.,,ADPT,174,0,-4,-6,7,-42,0,273,105,104,100.00%,-3.50%,-10.20%,-17.10%,-6.50%,497.00%,180.70%,163.40%,38.30%,-60,15,62,34,146,180,11,-17,0
9/30/17,ADESTO TECHNOLOGIES Corp,Semiconductors,IOTS,44,23,-12,-12,-10,3,15,46,16,16,48.60%,-27.90%,-26.40%,-71.00%,-25.10%,86.20%,183.40%,182.20%,35.20%,0,20,32,17,17,34,1,-12,0
9/30/17,"ADIAL PHARMACEUTICALS, INC.",Biotechnology,ADIL,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/17,adidas Group,Retail - Apparel & Specialty,ADS.DE,"22,026","11,165","1,080","1,935","2,390",-143,0,"15,440","2,684","6,198",49.30%,8.80%,4.90%,17.50%,7.00%,87.30%,133.30%,149.10%,16.00%,-441,"1,343","9,729","7,298",0,"9,180",64,"1,871",538
9/30/17,Adient plc,Autos,ADNT,"16,131","14,666",-357,499,851,154,0,"12,060","3,399","4,096",9.10%,3.10%,-1.70%,-6.50%,-2.20%,159.40%,108.90%,194.40%,28.20%,-26,669,"4,171","3,832",966,966,113,650,916
9/30/17,ADOBE SYSTEMS INC,Application Software,ADBE,"6,153",859,"1,313","1,655","1,986",462,"1,024","13,045","1,884","7,589",86.00%,26.90%,21.30%,17.30%,10.10%,149.90%,194.80%,71.90%,14.40%,0,"4,648","5,756","2,954","2,536","3,639",70,"1,603",291
9/30/17,"ADOMANI, INC.",Autos,ADOM,0,0,-11,-10,,,0,3,6,-3,26.50%,-14020.60%,-15713.20%,394.70%,-313.70%,,44.90%,-225.80%,169.40%,,1,3,6,10,10,1,-11,0
9/30/17,ADT Corp,Computer Hardware,ADT,"3,355","1,428",349,725,"1,717",38,0,"10,147","4,715","3,122",57.40%,21.60%,10.40%,11.20%,3.40%,98.90%,104.40%,225.00%,46.50%,-116,332,764,732,"1,202","1,202",156,552,203
9/30/17,"ADURO BIOTECH, INC.",Biotechnology,ADRO,51,0,-91,-72,-69,-2,88,439,0,227,100.00%,-141.80%,-179.80%,-40.10%,-20.80%,128.50%,1158.20%,93.00%,0.00%,0,347,355,31,34,123,-2,-70,21
9/30/17,ADVANCE AUTO PARTS INC,Retail - Apparel & Specialty,AAP,"9,486","5,327",371,626,881,-76,0,"8,437","1,044","3,128",43.90%,6.60%,3.90%,11.90%,4.40%,96.10%,148.00%,169.70%,12.40%,-18,257,"5,326","3,598","3,533","3,533",59,577,206
9/30/17,"Advanced Emissions Solutions, Inc.",Industrial Products,ADES,37,28,102,-15,-14,-23,-1,105,0,85,24.10%,-39.40%,272.60%,119.60%,97.30%,18.90%,283.90%,22.90%,0.00%,0,28,42,15,15,24,4,46,-56
9/30/17,ADVANCED ENERGY INDUSTRIES INC,Computer Hardware,AEIS,484,231,127,127,135,-8,44,572,0,392,52.30%,26.20%,26.40%,32.50%,22.30%,85.40%,461.20%,45.80%,0.00%,0,287,438,95,78,126,0,128,11
9/30/17,ADVANCED MICRO DEVICES INC,Semiconductors,AMD,"4,665","3,553",-422,-409,-275,-188,"1,037","3,299","1,408",409,23.80%,-8.80%,-9.00%,-103.20%,-12.80%,137.70%,182.10%,706.60%,42.70%,0,943,"2,498","1,372",484,"1,521",148,-367,43
9/30/17,AdvanSource Biomaterials Corp,,ASNB,2,1,-1,0,0,0,0,2,2,-1,62.60%,-6.20%,-22.30%,84.70%,-20.90%,-19.70%,51.90%,-504.70%,81.70%,0,0,0,1,1,2,0,-1,0
9/30/17,"Adverum Biotechnologies, Inc.",Biotechnology,ADVM,2,0,-114,-56,-54,5,33,222,0,201,100.00%,-3368.60%,-6928.20%,-56.80%,-51.60%,44.50%,1777.00%,10.20%,0.00%,0,210,213,12,,,,,
9/30/17,Aecom Technology Corp,Engineering & Construction,ACM,"17,517","16,860",224,537,857,70,0,"13,641","4,204","3,728",3.80%,3.10%,1.60%,7.50%,2.00%,302.10%,121.80%,265.90%,30.80%,0,620,"6,166","5,064",24,57,0,-115,-1
9/30/17,"Aeglea BioTherapeutics, Inc.",Biotechnology,AGLE,5,0,-25,-25,-25,1,21,67,0,63,100.00%,-512.50%,-506.40%,-39.30%,-36.60%,98.10%,1498.50%,7.20%,0.00%,0,63,66,4,119,119,251,219,-60
9/30/17,AEHR TEST SYSTEMS,Semiconductors,AEHR,21,13,-5,-4,-4,-6,5,32,6,17,36.50%,-20.40%,-23.80%,-28.20%,-15.50%,217.60%,375.80%,82.50%,19.30%,0,14,30,8,9,30,0,-25,0
9/30/17,AEP INDUSTRIES INC,,AEPI,"1,193","1,071",-6,8,40,-6,0,447,256,60,10.20%,0.70%,-0.50%,-9.20%,-1.20%,-204.40%,191.30%,648.70%,57.40%,0,1,216,113,7,12,1,-5,0
9/30/17,AEROCENTURY CORP,Consulting & Outsourcing,ACY,27,0,1,12,21,2,0,222,0,41,100.00%,44.00%,5.30%,3.50%,0.60%,-2032.10%,22.00%,446.80%,0.00%,0,3,36,164,114,114,20,-9,-4
9/30/17,"AEROJET ROCKETDYNE HOLDINGS, INC.",Aerospace & Defense,AJRD,"1,761","1,477",18,165,229,-5,0,"2,250",664,35,16.10%,9.30%,1.00%,52.20%,0.80%,923.30%,146.40%,6420.30%,29.50%,0,410,855,584,2,15,6,2,1
9/30/17,AEROPOSTALE INC,,ARO,"1,977","1,669",-237,-228,-168,55,0,635,0,153,15.60%,-11.60%,-12.00%,-155.10%,-37.30%,57.00%,169.40%,316.20%,0.00%,0,152,418,247,35,119,32,29,11
9/30/17,AeroVironment Inc,Aerospace & Defense,AVAV,194,119,-13,-4,0,-4,32,387,0,347,38.60%,-2.20%,-6.50%,-3.60%,-3.30%,129.50%,813.70%,11.60%,0.10%,0,194,309,38,536,536,3,-269,-33
9/30/17,AES CORP,Utilities - Regulated,AES,"9,591","7,160","-1,279","2,231","3,408",516,0,"36,508","20,334","6,903",25.40%,23.30%,-7.80%,-10.90%,-2.10%,-231.30%,122.10%,428.90%,55.70%,-296,"2,222","6,401","5,243",47,79,-2,-3,3
9/30/17,AETNA INC /PA/,Health Care Plans,AET,"62,476",,"2,453","4,699","5,382","2,375",,"71,883","20,662","18,345",,7.50%,3.90%,13.40%,3.40%,229.90%,,291.80%,28.70%,-350,"19,066",,,200,200,888,171,3
9/30/17,"AFFILIATED MANAGERS GROUP, INC.",Asset Management,AMG,"2,195",932,473,705,725,21,0,"8,749","2,110","5,100",57.50%,32.10%,33.70%,14.50%,8.50%,66.30%,32.80%,71.50%,24.10%,0,431,814,"2,479",,,,"4,301","1,851"
9/30/17,"Affinion Group Holdings, Inc.",,AGHI,,,,,,-19,,739,"1,864","-1,573",,,,,,,82.20%,-147.00%,252.20%,0,38,323,393,398,557,93,975,236
9/30/17,"Affinion Group, Inc.",Metals & Mining,AGI,"1,224",408,-364,79,188,-9,0,"1,051","2,057","-1,646",66.70%,6.40%,-29.70%,22.10%,-34.50%,-60.30%,69.60%,-163.90%,195.60%,0,33,404,581,,,,,
9/30/17,AFLAC INC,Insurance - Life,AFL,"22,559",,"2,659","4,335","4,335","2,974",,"53,117","5,360","20,482",,19.20%,11.80%,13.00%,5.00%,221.90%,,533.80%,10.10%,-658,"4,859",,,629,738,181,-404,-41
9/30/17,AGCO CORP /DE,Farm & Construction Machinery,AGCO,"7,479","5,948",142,300,576,5,298,"7,395","1,889","2,876",20.50%,4.00%,1.90%,4.90%,1.90%,181.50%,155.20%,157.10%,25.60%,-43,290,"3,360","2,165",,,,"4,067","1,408"
9/30/17,AGILENT TECHNOLOGIES INC,Medical Diagnostics & Research,A,"4,324","2,028",582,736,961,-102,333,"8,016","2,043","4,375",53.10%,17.00%,13.50%,13.30%,7.30%,106.70%,320.10%,83.20%,25.50%,-160,"2,389","3,800","1,187",879,"1,231",52,199,104
9/30/17,AGILYSYS INC,Application Software,AGYS,129,63,-8,-6,-4,0,27,172,0,118,51.10%,-4.60%,-6.20%,-6.80%,-4.60%,120.30%,168.80%,45.90%,0.10%,0,53,79,47,"1,227","1,560",61,669,87
9/30/17,AGIOS PHARMACEUTICALS INC,Biotechnology,AGIO,70,0,-198,-201,-195,188,220,619,0,359,100.00%,-287.60%,-284.00%,-55.40%,-32.10%,8.40%,633.10%,72.70%,0.00%,0,541,560,88,42,75,0,-13,0
9/30/17,AGL RESOURCES INC,Utilities - Regulated,GAS,"22,647","7,251",613,"5,521","8,821",414,0,"108,684","50,190","25,410",68.00%,24.40%,3.10%,2.70%,0.60%,269.40%,69.30%,327.70%,46.20%,"-2,215","1,433","8,837","12,751",51,271,-3,-198,0
9/30/17,AGREE REALTY CORP,,ADC,,,,,,,,,,,,,,,,,,,,,,,,0,"9,875","1,618",897,200
9/30/17,AIA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/17,AILERON THERAPEUTICS INC,Biotechnology,ALRN,0,0,-19,-19,,,11,,0,,,,,,,,,,,,,,,,,,,
9/30/17,AIR INDUSTRIES GROUP,Aerospace & Defense,AIRI,50,47,-18,-10,-6,4,0,76,34,24,5.80%,-20.50%,-34.10%,-70.60%,-22.50%,29.70%,105.60%,213.70%,45.20%,0,0,50,48,8,19,0,-19,0
9/30/17,AIR LEASE CORP,Consulting & Outsourcing,AL,"1,436",0,367,882,"1,350",-36,0,"14,477","9,103","3,459",100.00%,61.40%,25.60%,10.60%,2.50%,-249.90%,53.40%,318.50%,62.90%,-23,156,174,326,0,13,3,-14,3
9/30/17,AIR PRODUCTS & CHEMICALS INC /DE/,Chemicals,APD,"7,930","5,555","2,926","1,592","2,440",115,62,"17,854","3,926","9,510",29.90%,20.10%,37.20%,31.00%,16.50%,40.10%,219.70%,87.70%,22.00%,-767,"3,349","5,347","2,433",86,554,294,570,203
9/30/17,Aircastle LTD,Consulting & Outsourcing,AYR,773,0,151,406,711,-1,0,"7,245","4,506","1,834",100.00%,52.50%,19.60%,8.30%,2.10%,81.20%,408.80%,294.90%,62.20%,-77,456,776,190,700,783,122,"1,328",359
9/30/17,"Airgas, Inc.",,ARG,"5,073","2,248",351,631,936,64,0,"5,793","2,495","1,841",55.70%,12.40%,6.90%,19.10%,6.00%,131.00%,105.10%,214.70%,43.10%,-141,70,"1,399","1,331",62,367,256,157,12
9/30/17,AK STEEL HOLDING CORP,Steel,AKS,"5,883","5,100",-17,287,522,-46,0,"4,036","1,817",91,13.30%,4.90%,0.80%,54.20%,1.20%,742.50%,210.80%,4349.80%,45.00%,0,173,"1,824",865,"1,889","2,194",74,552,201
9/30/17,AKAMAI TECHNOLOGIES INC,Application Software,AKAM,"2,373",820,316,454,794,-46,179,"4,450",646,"3,259",65.40%,19.10%,13.30%,9.70%,7.10%,135.80%,366.20%,36.60%,14.50%,0,845,"1,398",382,279,496,164,32,-17
9/30/17,"Akers Biosciences, Inc.",Medical Instruments & Equipment,AKER,3,1,-3,-4,-4,-1,1,6,0,5,61.60%,-142.30%,-98.20%,-59.50%,-45.40%,157.30%,315.40%,30.90%,0.00%,0,1,5,2,892,"1,098",3,452,136
9/30/17,AKORN INC,Drug Manufacturers,AKRX,"1,102",442,183,355,442,-20,44,"2,026",811,870,59.90%,32.20%,16.60%,21.10%,9.00%,136.50%,420.90%,132.70%,40.10%,0,309,736,175,5,6,0,-3,0
9/30/17,ALAMO GROUP INC,Farm & Construction Machinery,ALG,849,640,44,71,92,11,0,635,128,403,24.60%,8.40%,5.10%,10.80%,6.90%,162.90%,464.10%,57.70%,20.10%,-4,71,414,89,196,305,41,270,87
9/30/17,"Alarm.com Holdings, Inc.",Application Software,ALRM,276,105,11,14,22,2,49,336,74,198,62.00%,5.20%,4.10%,5.70%,3.40%,88.80%,290.90%,69.20%,22.00%,0,63,119,41,138,138,6,67,23
9/30/17,"ALASKA AIR GROUP, INC.",Airlines,ALK,"5,931","3,417",814,"1,466","1,829",69,0,"9,962","2,964","2,931",42.40%,24.70%,13.70%,27.80%,8.20%,84.60%,80.90%,239.90%,29.80%,-136,"1,580","2,050","2,535",100,157,0,15,3
9/30/17,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,Communication Services,ALSK,227,102,2,20,55,-7,0,442,180,159,,,,,,804.40%,133.40%,178.40%,40.60%,0,21,59,44,340,"1,323",67,"1,264",505
9/30/17,ALBEMARLE CORP,Chemicals,ALB,"2,742","1,759",467,491,702,165,85,"7,366","1,713","3,784",35.90%,17.90%,18.50%,13.40%,6.90%,116.60%,197.90%,94.70%,23.20%,-137,"1,255","2,390","1,208",70,105,15,4,1
9/30/17,Alcoa Corp,Metals & Mining,AA,"9,318","7,877",-400,334,"1,052",-851,33,"16,741","1,445","7,697",15.50%,3.60%,-3.70%,-4.50%,-2.10%,111.90%,112.80%,117.50%,8.60%,0,853,"3,181","2,821",407,492,119,341,83
9/30/17,ALCOA INC.,Industrial Products,ARNC,"12,394","9,811",-941,974,"2,106","-1,102",132,"20,038","8,084","5,138",20.80%,7.90%,-7.10%,-17.10%,-4.40%,181.90%,214.30%,290.00%,40.30%,-228,"1,863","5,892","2,749",356,"1,107",243,-162,184
9/30/17,ALERE INC.,Medical Diagnostics & Research,ALR,"2,541","1,354",221,229,,,124,"6,651","3,599","2,163",46.70%,9.00%,9.60%,11.20%,3.60%,,170.30%,207.50%,54.10%,,465,"1,938","1,138",942,"1,609",499,414,"1,476"
9/30/17,"Aleris International, Inc.",,ARS,,,,,,,,,0,,,,,,,,,,,,,,,834,958,211,-43,75
9/30/17,"Alexander & Baldwin, Inc.",REITs,ALEX,388,269,-10,67,187,42,0,"2,156",515,"1,224",30.70%,17.30%,-2.20%,-0.70%,-0.40%,-2396.40%,83.80%,76.20%,23.90%,-12,2,138,165,,,,,
9/30/17,ALEXANDERS INC,REITs,ALX,227,0,86,105,142,5,0,"1,451",0,353,100.00%,46.50%,38.10%,24.50%,6.00%,169.90%,34.40%,311.30%,0.00%,-82,289,378,"1,098",52,52,28,32,-1
9/30/17,Alexandria Real Estate Equities Inc,REITs,ARE,922,278,-151,266,579,-59,0,"10,355","4,164","5,382",69.80%,28.90%,-5.40%,-0.90%,-0.50%,357.40%,8.30%,92.40%,40.20%,-263,125,151,"1,820",5,121,22,87,0
9/30/17,ALEXION PHARMACEUTICALS INC,Biotechnology,ALXN,"3,084",258,399,793,"1,190",-137,757,"13,253","3,289","8,694",91.60%,25.70%,13.00%,4.60%,3.00%,136.10%,313.30%,52.40%,24.80%,0,"1,293","2,578",823,74,478,124,168,0
9/30/17,ALICO INC,Consumer Packaged Goods,ALCO,130,97,6,18,33,1,0,447,189,185,25.20%,14.00%,4.80%,3.30%,1.40%,264.40%,513.60%,141.20%,42.30%,-2,10,67,13,"1,056","2,196",98,563,56
9/30/17,Align Technology Inc,Medical Devices,ALGN,"1,080",265,190,249,273,-17,76,"1,396",0,995,,,,19.10%,13.60%,70.90%,268.90%,40.30%,0.00%,0,640,953,354,15,15,9,11,5
9/30/17,ALJ REGIONAL HOLDINGS INC,Business Services,ALJJ,313,239,11,14,30,-4,0,227,95,81,23.50%,4.60%,3.40%,13.20%,4.70%,230.50%,154.00%,181.20%,41.60%,0,2,68,44,491,566,0,241,51
9/30/17,Alkermes PLC,Biotechnology,ALKS,746,132,-208,-209,-114,-24,387,"1,726",284,"1,209",82.30%,-28.00%,-28.00%,-17.20%,-12.10%,84.50%,373.00%,42.70%,16.40%,0,497,791,212,59,59,9,5,-5
9/30/17,Alleghany Corp,Insurance - Property & Casualty,Y,"6,185",0,452,726,,132,0,"23,939","1,471","8,258",100.00%,11.70%,7.40%,5.50%,1.90%,,,189.90%,6.20%,0,"2,840","3,768","11,995",374,822,11,-214,-6
9/30/17,Allegheny Technologies Inc.,Industrial Products,ATI,"3,135","2,972",-641,-612,-442,142,0,"5,170","1,877","1,445",5.20%,-19.50%,-20.00%,-43.40%,-12.10%,63.10%,249.30%,257.80%,36.30%,-26,230,"1,767",709,50,"5,459",82,643,188
9/30/17,Allegiant Travel CO,Airlines,ALGT,"1,379",257,221,373,478,-26,0,"1,672",808,474,81.30%,27.00%,16.00%,46.60%,13.20%,56.40%,107.40%,252.90%,48.40%,-68,334,422,393,248,775,124,-734,-107
9/30/17,Allegion plc,Consulting & Outsourcing,ALLE,"2,238","1,248",229,434,501,-6,0,"2,247","1,464",116,44.20%,19.40%,10.30%,198.60%,10.30%,168.30%,234.50%,1830.80%,65.10%,-46,312,817,349,327,749,26,348,127
9/30/17,Allergan Inc.,Drug Manufacturers,AGN_old,"5,647",751,"1,099","1,633","1,890",171,977,"9,179","1,561","5,863",86.70%,28.90%,19.50%,18.80%,12.00%,134.70%,450.50%,56.60%,17.00%,-60,"2,962","4,935","1,096",555,555,64,295,64
