period,company,sector,ticker,revenues,cogs,net_income,ebit,ebitda,chg_wc,r_and_d,assets,debt,equity,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,dividends,cash_and_eq,curr_assets,curr_liab,sg_a,op_exp,net_interest_paid,pretax_income,taxes
9/30/11,"A-Mark Precious Metals, Inc.",Brokers & Exchanges,AMRK,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,A. H. Belo Corp,Publishing,AHC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"AAC Holdings, Inc.",,AAC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AAON INC,Industrial Products,AAON,255,201,20,31,,,0,,0,,21.10%,12.00%,8.00%,,,,,,,,,,,23,23,0,30,10
9/30/11,AAR CORP,Aerospace & Defense,AIR,"1,886","1,573",73,128,189,-119,0,"1,752",494,849,16.60%,6.80%,3.90%,8.60%,4.20%,-129.70%,269.70%,106.40%,28.20%,-6,36,944,350,185,185,30,107,35
9/30/11,AARON'S INC,Consulting & Outsourcing,AAN,"1,876",858,118,193,743,-711,0,"1,403",42,968,54.30%,10.30%,6.30%,,,-63.50%,247.40%,45.00%,3.00%,-3,100,891,360,0,825,3,191,72
9/30/11,ABAXIS INC,Medical Diagnostics & Research,ABAX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ABBOTT LABORATORIES,Medical Devices,ABT,"36,509","15,189","4,487","6,331","9,139","1,001","3,924","61,651","18,782","24,720",58.40%,17.30%,12.30%,18.10%,7.30%,178.40%,137.30%,149.40%,30.50%,"-2,735","6,502","23,647","17,225","11,064","14,989",483,"5,459",972
9/30/11,AbbVie Inc.,Drug Manufacturers,ABBV,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ABERCROMBIE & FITCH CO /DE/,Retail - Apparel & Specialty,ANF,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Abiomed Inc,Medical Devices,ABMD,113,23,-7,-6,-2,-7,27,132,0,111,79.80%,-5.10%,-5.80%,-5.90%,-5.00%,183.70%,563.20%,18.10%,0.00%,0,61,87,15,67,96,0,-6,1
9/30/11,ABM INDUSTRIES INC /DE/,Business Services,ABM,"3,860","3,449",65,114,160,0,0,"1,917",396,760,10.70%,3.00%,1.70%,8.60%,3.40%,150.20%,177.90%,152.20%,20.70%,-29,23,716,402,280,296,11,106,40
9/30/11,"Acacia Communications, Inc.",Communication Equipment,ACIA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Acadia Healthcare Company Inc,Health Care Providers,ACHC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Acadia Pharmaceuticals Inc,Biotechnology,ACAD,40,0,15,15,,,19,,0,,100.00%,36.40%,36.60%,,,,,,,,,,,7,26,0,15,0
9/30/11,ACADIA REALTY TRUST,REITs,AKR,,,,,,,,"3,038",877,650,,,,,,,489.00%,147.30%,28.90%,,98,392,80,,,,,
9/30/11,Accelerize Inc.,,ACLZ,,,,,,0,,1,1,-1,,,,,,,43.40%,-187.90%,173.60%,0,0,1,1,,,,,
9/30/11,Accenture plc,Application Software,ACN,"27,353","18,966","2,278","3,472","3,985",39,0,"15,732",4,"4,351",30.70%,12.70%,9.30%,58.70%,16.20%,104.50%,145.10%,261.60%,0.00%,-644,"5,706","11,471","7,907","4,915","4,915",-26,"3,512",959
9/30/11,ACCO BRANDS Corp,Industrial Products,ACCO,"1,285",902,12,109,146,-13,0,"1,150",728,-80,29.80%,8.50%,1.00%,-15.50%,1.10%,731.40%,189.30%,-1540.60%,63.30%,0,83,621,328,267,273,78,39,31
9/30/11,ACCURAY INC,Medical Devices,ARAY,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ACCURIDE CORP,,ACW,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ACELRX PHARMACEUTICALS INC,Medical Devices,ACRX,0,0,-14,-12,-12,-2,8,7,12,-10,0.00%,0.00%,0.00%,144.20%,-210.00%,93.90%,43.10%,-168.60%,175.80%,0,4,6,13,4,12,1,-14,0
9/30/11,ACETO CORP,Drug Manufacturers,ACET,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ACHILLION PHARMACEUTICALS INC,,ACHN,2,0,-30,-30,,,25,,0,,100.00%,-1231.70%,-1235.20%,,,,,,,,,,,8,32,0,-30,0
9/30/11,"Actavis, Inc.",,ACT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"Active Health Foods, Inc.",,AHFD,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ACTIVE POWER INC,,ACPW,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Activision Blizzard,Application Software,ATVI,"4,767","2,030",656,"1,147","1,338",-97,641,"11,972",0,"10,465",57.40%,24.10%,13.80%,6.30%,5.50%,151.70%,276.30%,14.40%,0.00%,-194,"2,944","3,443","1,246",949,"1,590",-27,826,170
9/30/11,ACTUANT CORP,Industrial Products,ATU,"1,159",695,112,173,226,-25,0,"2,063",525,919,40.10%,14.90%,9.60%,12.10%,5.40%,136.20%,166.10%,124.50%,25.50%,-3,44,549,331,270,292,32,138,28
9/30/11,ACUITY BRANDS INC,Computer Hardware,AYI,"1,796","1,066",106,189,229,-5,0,"1,597",361,757,40.60%,10.50%,5.90%,13.90%,6.60%,142.30%,190.20%,111.00%,22.60%,-23,170,631,331,541,541,30,158,52
9/30/11,Acushnet Holdings Corp.,Travel & Leisure,Golf,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"ADAMS RESOURCES & ENERGY, INC.",Oil & Gas - Integrated,AE,"2,214",57,12,16,,,0,,0,,97.40%,0.70%,0.60%,,,,,,,,,,,"2,129","2,141",0,19,6
9/30/11,"Adaptive Medias, Inc.",,ADTM,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,addyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/11,Adeptus Health Inc.,,ADPT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ADESTO TECHNOLOGIES Corp,Semiconductors,IOTS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"ADIAL PHARMACEUTICALS, INC.",Biotechnology,ADIL,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,adidas Group,Retail - Apparel & Specialty,ADS.DE,,,,,,,,"13,960","3,178","6,085",,,,,,,157.20%,129.40%,16.70%,,613,"7,881","5,014",,,,,
9/30/11,Adient plc,Autos,ADNT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ADOBE SYSTEMS INC,Application Software,ADBE,"3,969",422,882,"1,130","1,421",-218,684,"8,310","1,520","5,425",89.40%,28.50%,22.20%,16.30%,10.60%,99.50%,340.00%,53.20%,18.30%,0,"2,637","3,351",986,"1,668","2,417",66,"1,063",181
9/30/11,"ADOMANI, INC.",Autos,ADOM,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ADT Corp,Computer Hardware,ADT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"ADURO BIOTECH, INC.",Biotechnology,ADRO,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ADVANCE AUTO PARTS INC,Retail - Apparel & Specialty,AAP,"6,055","3,025",358,606,777,25,0,"3,603",566,764,50.00%,10.00%,5.90%,46.90%,10.00%,93.20%,112.30%,371.50%,15.70%,-19,69,"2,342","2,086","2,423","2,423",31,575,216
9/30/11,"Advanced Emissions Solutions, Inc.",Industrial Products,ADES,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ADVANCED ENERGY INDUSTRIES INC,Computer Hardware,AEIS,459,260,71,65,76,-65,57,505,0,374,43.40%,14.20%,15.50%,19.00%,14.10%,-30.40%,353.60%,35.10%,0.00%,0,141,362,102,75,134,0,67,14
9/30/11,ADVANCED MICRO DEVICES INC,Semiconductors,AMD,"6,533","3,622",724,433,804,"-1,587","1,449","5,209","2,230","1,558",44.60%,6.60%,11.10%,46.50%,13.90%,-132.60%,248.10%,234.30%,42.80%,0,"1,745","3,411","1,375",976,"2,478",187,551,40
9/30/11,AdvanSource Biomaterials Corp,,ASNB,2,2,-3,-3,-3,0,1,4,0,3,8.60%,-185.00%,-191.20%,-94.80%,-83.90%,86.70%,251.60%,13.00%,0.00%,0,0,1,0,2,3,0,-3,0
9/30/11,"Advaxis, Inc.",,ADXS,0,0,-6,-13,-13,2,8,2,5,-4,100.00%,-5210.20%,-2009.80%,115.70%,-222.10%,213.10%,60.70%,-211.90%,246.20%,0,2,2,4,5,13,3,-5,0
9/30/11,"Adverum Biotechnologies, Inc.",Biotechnology,ADVM,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Aecom Technology Corp,Engineering & Construction,ACM,"7,336","6,892",315,337,432,-177,0,"5,665","1,169","2,436",6.10%,4.60%,4.50%,13.50%,5.80%,17.30%,169.90%,132.60%,20.60%,0,348,"2,965","1,744",108,108,26,454,125
9/30/11,"Aeglea BioTherapeutics, Inc.",Biotechnology,AGLE,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AEHR TEST SYSTEMS,Semiconductors,AEHR,16,9,-2,-4,-4,-2,5,13,0,9,40.60%,-26.70%,-11.00%,-18.40%,-13.40%,315.00%,381.10%,37.40%,0.00%,0,4,12,3,6,11,0,-2,0
9/30/11,AEP INDUSTRIES INC,,AEPI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AEROCENTURY CORP,Consulting & Outsourcing,ACY,27,0,-3,4,,,0,,0,,100.00%,15.00%,-9.50%,,,,,,,,,,,1,23,4,-4,-1
9/30/11,"AEROJET ROCKETDYNE HOLDINGS, INC.",Aerospace & Defense,AJRD,858,754,7,38,65,64,0,992,393,-200,12.10%,4.40%,0.80%,-3.40%,0.70%,1716.20%,119.80%,-595.20%,39.60%,0,208,433,361,27,67,35,2,-4
9/30/11,AEROPOSTALE INC,,ARO,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AeroVironment Inc,Aerospace & Defense,AVAV,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AES CORP,Utilities - Regulated,AES,"15,679","11,827",46,"3,446","4,636",463,0,"40,500","19,452","11,102",24.60%,22.00%,7.30%,10.30%,2.80%,193.70%,115.80%,264.80%,48.00%,0,"3,721","8,746","7,551",406,406,"1,012","2,031",622
9/30/11,AETNA INC /PA/,Health Care Plans,AET,"34,462",,"1,717","2,816","3,239",-635,,"39,151","4,617","9,997",,8.20%,5.00%,17.20%,4.40%,83.30%,,291.60%,11.80%,-17,"1,796",,,,,,"2,570",853
9/30/11,"AFFILIATED MANAGERS GROUP, INC.",Asset Management,AMG,"1,358",595,139,374,388,16,0,"5,280","1,392","2,782",56.20%,27.50%,21.10%,10.30%,5.40%,105.80%,59.20%,89.80%,26.40%,0,313,655,"1,106",285,390,91,379,92
9/30/11,"Affinion Group Holdings, Inc.",,AGHI,,,,,,5,,"1,565","2,015","-1,190",,,,,,,94.30%,-231.50%,128.80%,0,164,527,558,,,,,
9/30/11,"Affinion Group, Inc.",Metals & Mining,AGI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AFLAC INC,Insurance - Life,AFL,"20,732",,"2,328","3,710","3,710","4,336",,"45,172","3,038","11,056",,17.90%,11.20%,21.10%,5.10%,292.60%,,813.90%,6.70%,-535,"2,121",,,,,,"3,561","1,233"
9/30/11,AGCO CORP /DE,Farm & Construction Machinery,AGCO,"7,366","5,976",290,427,,,225,,0,,18.90%,5.80%,4.00%,,,,,,,,,,,720,964,29,374,131
9/30/11,AGILENT TECHNOLOGIES INC,Medical Diagnostics & Research,A,"6,156","2,881",890,795,"1,049",-47,637,"8,649","2,144","3,961",53.20%,12.90%,14.50%,22.50%,10.30%,91.50%,320.10%,118.30%,24.80%,0,"2,975","5,096","1,592","1,843","2,480",73,928,38
9/30/11,AGILYSYS INC,Application Software,AGYS,127,64,-42,-16,-11,1,43,215,2,145,49.80%,-12.30%,-33.40%,-29.10%,-19.70%,14.40%,260.70%,48.10%,0.70%,0,94,153,59,23,79,2,-24,-6
9/30/11,AGIOS PHARMACEUTICALS INC,Biotechnology,AGIO,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AGL RESOURCES INC,Utilities - Regulated,GAS,"2,264","1,041",228,513,677,-57,0,,0,,54.00%,22.70%,10.80%,,,40.60%,,,,-138,,,,501,710,116,381,137
9/30/11,AGREE REALTY CORP,,ADC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/11,AIA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/11,AILERON THERAPEUTICS INC,Biotechnology,ALRN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AIR INDUSTRIES GROUP,Aerospace & Defense,AIRI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AIR LEASE CORP,Consulting & Outsourcing,AL,114,0,-48,43,,,0,,0,,100.00%,37.50%,-42.60%,,,,,,,,,,,34,71,63,-56,-7
9/30/11,AIR PRODUCTS & CHEMICALS INC /DE/,Chemicals,APD,"9,109","6,724","1,172","1,442","2,248",-144,118,"14,452","4,498","6,397",26.20%,15.80%,13.20%,18.80%,8.30%,50.60%,155.70%,125.90%,31.10%,-437,430,"3,277","2,104",864,943,118,"1,375",332
9/30/11,Aircastle LTD,Consulting & Outsourcing,AYR,528,0,66,261,482,24,0,"4,859","2,708","1,343",100.00%,49.50%,12.50%,4.90%,1.40%,155.10%,132.70%,261.90%,55.70%,-32,240,508,383,46,266,178,72,7
9/30/11,"Airgas, Inc.",,ARG,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AK STEEL HOLDING CORP,Steel,AKS,"5,968","5,643",-129,-76,138,-106,0,"4,189",651,641,5.50%,-1.30%,-2.20%,-20.40%,-3.10%,32.00%,166.30%,553.40%,15.60%,-22,217,"1,404",845,204,401,33,-175,-44
9/30/11,AKAMAI TECHNOLOGIES INC,Application Software,AKAM,"1,060",325,181,261,412,-6,54,"2,375",0,"2,210",69.30%,24.60%,17.10%,8.20%,7.60%,84.10%,609.10%,7.40%,0.00%,0,564,817,134,403,474,-11,268,87
9/30/11,"Akers Biosciences, Inc.",Medical Instruments & Equipment,AKER,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AKORN INC,Drug Manufacturers,AKRX,91,43,24,15,,,7,,0,,52.90%,16.70%,26.40%,,,,,,,,,,,24,33,1,25,1
9/30/11,ALAMO GROUP INC,Farm & Construction Machinery,ALG,548,427,23,34,,,0,,0,,22.00%,6.20%,4.20%,,,,,,,,,,,87,87,2,32,9
9/30/11,"Alarm.com Holdings, Inc.",Application Software,ALRM,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"ALASKA AIR GROUP, INC.",Airlines,ALK,"4,232","3,098",245,493,735,80,0,,0,,26.80%,11.60%,5.80%,,,135.90%,,,,0,,,,171,642,71,397,151
9/30/11,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,Communication Services,ALSK,342,131,-31,50,122,-8,0,621,553,-20,,,,,,-159.20%,101.80%,-3129.00%,89.10%,-38,15,79,77,89,161,35,-1,30
9/30/11,ALBEMARLE CORP,Chemicals,ALB,"2,479","1,669",359,468,562,-132,61,"3,140",768,"1,663",32.70%,18.90%,15.30%,22.80%,12.00%,62.20%,352.80%,88.80%,24.40%,-51,441,"1,346",382,281,342,29,441,103
9/30/11,Alcoa Corp,Metals & Mining,AA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ALCOA INC.,Industrial Products,ARNC,"21,013","17,174",254,"1,254","2,705",280,174,"39,293","9,165","17,086",18.30%,6.00%,1.90%,2.30%,1.00%,464.80%,131.80%,130.00%,23.30%,-125,"1,543","6,919","5,251",961,"2,585",494,548,148
9/30/11,ALERE INC.,Medical Diagnostics & Research,ALR,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"Aleris International, Inc.",,ARS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"Alexander & Baldwin, Inc.",REITs,ALEX,,,,,,5,,,0,,,,,,,,,,,0,,,,,,,,
9/30/11,ALEXANDERS INC,REITs,ALX,174,0,66,91,126,-7,0,"1,679",0,344,100.00%,52.20%,38.70%,19.60%,4.00%,180.10%,38.20%,388.50%,0.00%,-38,420,510,"1,336",7,83,45,46,-3
9/30/11,Alexandria Real Estate Equities Inc,REITs,ARE,516,146,159,188,339,-37,0,"6,456","2,659","3,431",71.60%,36.40%,37.20%,5.60%,3.00%,101.40%,9.60%,88.20%,41.20%,-126,73,108,"1,126",39,182,66,113,0
9/30/11,ALEXION PHARMACEUTICALS INC,Biotechnology,ALXN,712,85,154,212,230,-13,130,"1,305",2,"1,056",88.10%,29.80%,21.60%,14.50%,11.80%,98.10%,386.90%,23.60%,0.10%,0,445,817,211,284,415,1,200,46
9/30/11,ALICO INC,Consumer Packaged Goods,ALCO,98,75,6,15,23,1,0,180,57,111,22.90%,15.80%,5.80%,5.10%,3.20%,190.20%,246.70%,62.70%,31.80%,-1,2,29,12,7,7,6,8,3
9/30/11,Align Technology Inc,Medical Devices,ALGN,387,84,74,99,113,11,26,477,0,378,,,,19.70%,15.60%,104.50%,418.00%,26.30%,0.00%,0,303,389,93,179,205,-1,102,28
9/30/11,ALJ REGIONAL HOLDINGS INC,Business Services,ALJJ,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Alkermes PLC,Biotechnology,ALKS,178,49,-40,-43,-18,-9,95,,0,,72.30%,-24.10%,-22.20%,,,95.50%,,,,0,,,,77,172,1,-45,-5
9/30/11,Alleghany Corp,Insurance - Property & Casualty,Y,982,0,212,301,,22,0,"6,530",299,"3,052",100.00%,30.70%,21.60%,6.90%,3.20%,,67.60%,114.00%,4.60%,0,"1,664","1,808","2,676",30,680,9,293,81
9/30/11,Allegheny Technologies Inc.,Industrial Products,ATI,"4,048","3,558",71,185,327,-330,0,"4,494","1,063","2,129",12.10%,4.60%,1.90%,3.70%,1.80%,-341.60%,267.40%,111.00%,23.70%,-71,432,"2,115",791,305,305,63,126,47
9/30/11,Allegiant Travel CO,Airlines,ALGT,664,244,66,105,140,-1,0,501,28,298,63.30%,15.80%,9.90%,22.10%,13.10%,4.50%,130.00%,68.40%,5.60%,-15,149,217,167,125,315,1,103,38
9/30/11,Allegion plc,Consulting & Outsourcing,ALLE,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Allergan Inc.,Drug Manufacturers,AGN_old,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Allergan plc,Drug Manufacturers,AGN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Allete Inc,Utilities - Regulated,ALE,907,325,75,136,217,11,0,"2,609",786,985,64.20%,15.00%,8.20%,7.60%,2.90%,-86.60%,150.80%,164.90%,30.10%,-61,52,240,159,366,446,39,119,44
9/30/11,ALLIANCE DATA SYSTEMS CORP,Credit Services,ADS,"3,081","1,753",296,772,923,141,0,"8,770","5,338",146,43.10%,25.10%,9.60%,202.80%,3.40%,286.60%,148.20%,5906.20%,60.90%,0,240,"5,901","3,982",91,556,292,480,182
9/30/11,ALLIANCE RESOURCE PARTNERS LP,Coal,ARLP,"1,610","1,061",248,352,499,42,0,"1,501",722,456,34.10%,21.90%,19.90%,70.40%,21.40%,77.80%,325.60%,229.40%,48.10%,0,340,503,155,51,198,30,323,2
9/30/11,ALLIANCEBERNSTEIN HOLDING L.P.,Asset Management,AB,,,,,,-1,,"1,788",0,"1,787",,,,,,,278.80%,0.00%,0.00%,-151,0,1,0,,,,,
9/30/11,ALLIANT ENERGY CORP,Utilities - Regulated,LNT,"3,249",0,318,578,875,92,0,"9,401","2,737","3,168",100.00%,17.80%,10.40%,10.70%,3.60%,-12.80%,125.40%,196.80%,29.10%,-197,126,977,779,"1,672","2,671",158,476,135
9/30/11,Allianz SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/11,ALLIED HEALTHCARE PRODUCTS INC,Medical Devices,AHPI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ALLIED MOTION TECHNOLOGIES INC,Computer Hardware,AMOT,90,64,4,6,,,5,,0,,29.20%,6.50%,4.50%,,,,,,,,,,,15,20,0,6,2
9/30/11,Allied World Assurance Co Holdings AG,,AWH,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Allison Transmission Holdings Inc,Autos,ALSN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",Application Software,MDRX,,,,,,,,"2,419",491,"1,384",,,,,,,133.50%,74.80%,20.30%,,129,575,431,,,,,
9/30/11,ALLSTATE CORP,Insurance - Property & Casualty,ALL,"31,746",,"1,315","2,132","2,132",-62,,"130,425","5,908","19,341",,6.70%,4.10%,6.80%,1.00%,111.30%,,574.30%,4.50%,-430,641,,,,,,"1,735",420
9/30/11,Ally Financial Inc.,Banks,ALLY,,,,,,373,,,0,,,,,,,,,,,"-1,253",,,,,,,,
9/30/11,"ALNYLAM PHARMACEUTICALS, INC.",Biotechnology,ALNY,96,0,-47,-48,-43,-65,108,369,0,146,100.00%,-50.30%,-49.30%,-32.60%,-12.90%,236.70%,252.40%,153.50%,0.00%,0,245,251,99,37,145,-2,-47,0
9/30/11,"Alon USA Energy, Inc.",Oil & Gas - Refining & Marketing,ALJ,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,ALPHA & OMEGA SEMICONDUCTOR Ltd,Semiconductors,AOSL,361,256,38,38,54,-28,29,347,0,260,29.10%,10.50%,10.50%,14.50%,10.90%,-47.40%,242.60%,33.50%,0.10%,0,87,201,83,38,67,0,40,3
9/30/11,ALPHA NETWORK ALLIANCE VENTURES INC.,,ANAV,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Alphabet,Online Media,GOOG,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"Alphabet Holding Company, Inc.",,ALPX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"ALPINE IMMUNE SCIENCES, INC.",Biotechnology,ALPN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"Alta Mesa Holdings, LP",,ALTMS,260,0,-11,39,119,-12,35,647,458,38,100.00%,15.00%,-4.40%,-30.00%,-1.80%,1081.10%,81.80%,1600.20%,70.80%,0,6,65,79,28,221,35,-11,0
9/30/11,Altair Engineering Inc.,Application Software,ALTR,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Altera Corp.,,ALTR_delisted,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"Alteryx, Inc.",Application Software,AYX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,"Altimmune, Inc.",Biotechnology,ALT,26,0,-25,-18,-17,-1,22,26,0,14,100.00%,-70.50%,-96.80%,-177.80%,-95.10%,73.10%,386.90%,87.00%,0.00%,0,14,23,6,17,44,4,-25,0
9/30/11,Altisource Asset Management Corp,Asset Management,AAMC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Altisource Residential Corp,Asset Management,RESI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,Altra Industrial Motion Corp.,Industrial Products,AIMC,552,388,30,63,,,7,,0,,29.80%,11.40%,5.30%,,,,,,,,,,,94,101,20,41,12
9/30/11,"ALTRIA GROUP, INC.",Tobacco Products,MO,"23,598","14,779","3,473","6,213","6,465",938,0,"37,201","13,688","4,455",37.40%,26.30%,14.70%,78.00%,9.30%,142.30%,94.20%,735.00%,36.80%,"-3,172","3,043","6,575","6,979","2,605","2,606","1,142","5,806","2,330"
9/30/11,AMARU INC,,AMRU,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AMAZON COM INC,Retail - Apparel & Specialty,AMZN,"43,593","33,774",869,"1,076","1,970","1,714",0,"19,054",0,"7,766",22.50%,2.50%,2.00%,11.20%,4.60%,207.70%,132.60%,145.30%,0.00%,0,"6,326","11,904","8,978","8,602","8,743",-5,"1,168",290
9/30/11,AMBARELLA INC,Semiconductors,AMBA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AmBev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/11,Amc Networks Inc,Entertainment,AMCX,"1,078",366,80,278,384,-306,0,"1,854","1,235",25,66.00%,25.80%,7.40%,322.60%,4.30%,-33.50%,168.30%,7366.10%,66.60%,0,80,566,336,328,435,73,206,88
9/30/11,AMEDICA Corp,Medical Devices,AMDA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/11,AMEDISYS INC,Health Care Providers,AMED,"1,547","1,115",91,180,215,-16,0,"1,328",172,904,28.00%,11.60%,5.90%,10.20%,6.90%,68.00%,139.70%,46.80%,13.00%,0,149,318,228,191,253,9,171,67
9/30/11,Amerco,Consulting & Outsourcing,UHAL,"2,251",106,171,378,590,122,0,"4,191","1,398",993,95.30%,16.80%,8.20%,18.50%,4.40%,49.00%,52.30%,322.10%,33.40%,-12,375,795,"1,521","1,027","1,768",88,289,106
