period,company,sector,ticker,revenues,cogs,net_income,ebit,ebitda,chg_wc,r_and_d,assets,debt,equity,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,dividends,cash_and_eq,curr_assets,curr_liab,sg_a,op_exp,net_interest_paid,pretax_income,taxes
9/30/13,ABBOTT LABORATORIES,Medical Devices,ABT,"19,144","8,972","5,265","1,466","3,926","-2,382","1,443","42,687","7,102","22,683",53.10%,7.70%,27.50%,23.20%,12.30%,9.20%,183.50%,88.20%,16.60%,"-2,648","8,517","19,097","10,406","6,679","8,707",221,-129,-559
9/30/13,AbbVie Inc.,Drug Manufacturers,ABBV,"18,735","4,486","5,161","6,273","7,272",-111,"2,837","27,910","14,758","3,558",76.10%,33.50%,27.60%,145.00%,18.50%,118.50%,230.10%,684.40%,52.90%,"-1,274","8,754","15,662","6,805","5,139","7,976",228,"5,924",763
9/30/13,ABERCROMBIE & FITCH CO /DE/,Retail - Apparel & Specialty,ANF,"4,243","1,695",97,222,452,-69,0,"2,734",290,"1,693",60.10%,5.20%,2.30%,5.80%,3.60%,-41.00%,203.50%,61.50%,10.60%,-60,360,"1,110",545,"2,323","2,326",4,150,52
9/30/13,Abiomed Inc,Medical Devices,ABMD,169,35,6,7,10,-1,28,181,0,151,79.50%,4.20%,3.40%,3.80%,3.20%,74.10%,460.00%,20.10%,0.00%,0,71,111,24,99,127,0,8,2
9/30/13,ABM INDUSTRIES INC /DE/,Business Services,ABM,"4,525","4,056",73,113,170,-23,0,"2,076",384,875,10.40%,2.50%,1.60%,8.30%,3.50%,130.20%,172.40%,137.40%,18.50%,-32,38,822,476,331,356,11,106,33
9/30/13,"Acacia Communications, Inc.",Communication Equipment,ACIA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,Acadia Healthcare Company Inc,Health Care Providers,ACHC,479,334,20,84,94,-19,0,"1,085",570,437,30.20%,17.50%,4.30%,4.70%,1.90%,123.60%,300.00%,148.40%,52.50%,0,100,212,71,0,61,31,35,13
9/30/13,Acadia Pharmaceuticals Inc,Biotechnology,ACAD,5,0,-21,-21,-21,-4,18,103,0,80,100.00%,-427.10%,-425.80%,-26.10%,-20.20%,119.10%,1808.30%,29.30%,0.00%,0,101,103,6,7,26,0,-21,0
9/30/13,ACADIA REALTY TRUST,REITs,AKR,,,,,,-14,,"3,917","1,027","1,113",,,,,,,166.70%,111.10%,26.20%,-41,88,349,209,,,,,
9/30/13,Accelerize Inc.,,ACLZ,,,,,,-1,,2,0,1,,,,,,,361.50%,35.80%,11.50%,0,1,2,1,,,,,
9/30/13,Accenture plc,Application Software,ACN,"30,394","21,010","3,282","4,067","4,660",-889,0,"16,867",26,"5,428",30.90%,13.40%,11.70%,65.50%,21.10%,74.10%,145.10%,210.80%,0.10%,"-1,122","5,634","11,844","8,161","5,318","5,318",-19,"4,339",785
9/30/13,ACCO BRANDS Corp,Industrial Products,ACCO,"1,759","1,221",115,164,218,-223,0,"2,508","1,071",639,30.50%,9.30%,6.60%,18.10%,4.60%,77.60%,203.60%,292.30%,42.70%,0,50,874,429,354,374,89,-4,-121
9/30/13,ACCURAY INC,Medical Devices,ARAY,332,225,-105,-81,-53,-8,72,497,198,122,32.20%,-24.50%,-36.00%,-97.90%,-24.00%,65.90%,215.60%,307.30%,39.80%,0,182,354,164,117,188,0,-95,2
9/30/13,ACCURIDE CORP,,ACW,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,ACELRX PHARMACEUTICALS INC,Medical Devices,ACRX,2,0,-33,-30,-29,4,25,65,16,34,100.00%,-1241.10%,-1393.60%,-98.60%,-51.70%,79.20%,431.00%,90.60%,24.80%,0,60,62,14,7,32,2,-33,0
9/30/13,ACETO CORP,Drug Manufacturers,ACET,458,373,19,28,34,-12,3,315,48,179,18.60%,6.00%,4.10%,10.40%,5.90%,63.60%,268.10%,76.00%,15.10%,-8,27,209,78,55,58,0,28,9
9/30/13,ACHILLION PHARMACEUTICALS INC,,ACHN,0,0,-50,-50,,,39,206,1,195,100.00%,-42250.00%,-42139.00%,-25.50%,-24.20%,,1411.70%,5.60%,0.30%,,145,149,11,11,50,0,-50,0
9/30/13,"Actavis, Inc.",,ACT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,"Active Health Foods, Inc.",,AHFD,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,ACTIVE POWER INC,,ACPW,65,47,-4,-4,-2,1,3,40,0,21,27.70%,-5.90%,-6.00%,-18.90%,-9.90%,55.20%,205.30%,89.80%,0.00%,0,16,37,18,18,22,0,-4,0
9/30/13,Activision Blizzard,Application Software,ATVI,"4,984","1,623","1,360","1,728","1,850",-496,592,"13,411",0,"11,935",67.40%,34.70%,27.30%,11.40%,10.10%,65.90%,443.80%,12.40%,0.00%,-216,"4,546","5,294","1,193","1,041","1,633",-7,"1,735",375
9/30/13,ACTUANT CORP,Industrial Products,ATU,"1,280",773,30,190,244,-20,0,"2,119",515,"1,080",39.60%,14.90%,2.40%,2.80%,1.40%,619.70%,244.00%,96.20%,24.30%,-3,104,785,322,294,317,25,163,15
9/30/13,ACUITY BRANDS INC,Computer Hardware,AYI,"2,089","1,252",127,230,271,-48,0,"1,904",361,994,40.10%,11.00%,6.10%,12.80%,6.70%,97.30%,236.50%,91.60%,18.90%,-22,359,914,386,608,608,31,193,66
9/30/13,Acushnet Holdings Corp.,Travel & Leisure,Golf,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,"ADAMS RESOURCES & ENERGY, INC.",Oil & Gas - Integrated,AE,"3,451",66,29,45,67,-24,0,418,0,144,98.10%,1.30%,0.90%,20.30%,7.00%,-33.00%,127.20%,190.40%,0.00%,-3,33,325,256,"3,318","3,340",0,47,18
9/30/13,"Adaptive Medias, Inc.",,ADTM,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,addyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/13,Adeptus Health Inc.,,ADPT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,ADESTO TECHNOLOGIES Corp,Semiconductors,IOTS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,"ADIAL PHARMACEUTICALS, INC.",Biotechnology,ADIL,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,adidas Group,Retail - Apparel & Specialty,ADS.DE,"18,963","9,718",713,"1,567","2,270",-195,0,"14,892","2,307","7,059",48.80%,8.30%,3.80%,10.10%,4.80%,151.00%,162.70%,111.00%,12.00%,-364,"1,547","8,683","5,337",0,"7,976",75,"1,150",438
9/30/13,Adient plc,Autos,ADNT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,ADOBE SYSTEMS INC,Application Software,ADBE,"4,366",532,713,989,"1,296",159,775,"10,166","1,531","6,805",87.80%,22.70%,16.30%,10.50%,7.00%,134.10%,345.90%,49.40%,15.10%,0,"3,661","4,373","1,264","2,020","2,845",67,932,219
9/30/13,"ADOMANI, INC.",Autos,ADOM,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,ADT Corp,Computer Hardware,ADT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,"ADURO BIOTECH, INC.",Biotechnology,ADRO,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,ADVANCE AUTO PARTS INC,Retail - Apparel & Specialty,AAP,"6,352","3,176",393,662,865,-29,0,"4,852",605,"1,369",50.00%,10.40%,6.20%,28.70%,8.10%,98.50%,124.10%,254.50%,12.50%,-18,521,"3,276","2,640","2,514","2,514",35,629,236
9/30/13,"Advanced Emissions Solutions, Inc.",Industrial Products,ADES,66,56,-13,-13,,,0,,0,,16.00%,-20.00%,-17.50%,,,,,,,,,,,18,24,0,-12,0
9/30/13,ADVANCED ENERGY INDUSTRIES INC,Computer Hardware,AEIS,452,284,21,35,53,65,58,537,0,390,37.10%,7.70%,4.50%,5.30%,3.80%,484.00%,432.80%,37.90%,0.00%,0,172,371,86,69,133,0,30,10
9/30/13,ADVANCED MICRO DEVICES INC,Semiconductors,AMD,"4,925","3,272",-739,-435,-172,-301,"1,298","3,797","2,044",415,33.60%,-8.80%,-15.00%,-178.10%,-19.50%,55.20%,177.00%,814.90%,53.80%,0,"1,003","2,338","1,321",772,"2,088",169,-739,0
9/30/13,AdvanSource Biomaterials Corp,,ASNB,2,1,-1,-1,0,0,0,3,2,1,63.00%,-30.60%,-46.10%,-162.30%,-32.40%,21.50%,169.40%,401.10%,63.60%,0,0,1,0,2,2,0,-1,0
9/30/13,"Advaxis, Inc.",,ADXS,0,0,-15,-13,,,5,1,4,-7,0.00%,0.00%,0.00%,216.60%,-988.60%,,20.80%,-164.90%,242.20%,,0,1,7,8,13,1,-15,-1
9/30/13,"Adverum Biotechnologies, Inc.",Biotechnology,ADVM,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,Aecom Technology Corp,Engineering & Construction,ACM,"8,185","7,752",-64,346,446,212,0,"5,685","1,291","2,093",5.30%,4.20%,-0.80%,-2.90%,-1.10%,-878.00%,155.70%,171.70%,22.70%,0,491,"3,162","2,031",88,88,47,3,65
9/30/13,"Aeglea BioTherapeutics, Inc.",Biotechnology,AGLE,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,AEHR TEST SYSTEMS,Semiconductors,AEHR,15,9,-3,-3,-3,3,3,11,0,5,40.60%,-20.80%,-21.30%,-65.10%,-28.70%,14.80%,179.40%,126.50%,0.00%,0,2,11,6,7,9,0,-3,0
9/30/13,AEP INDUSTRIES INC,,AEPI,801,690,-1,16,36,-12,0,351,186,57,13.80%,1.90%,-0.10%,-1.00%,-0.20%,-1360.20%,172.80%,519.40%,52.90%,0,1,167,97,94,94,15,1,1
9/30/13,AEROCENTURY CORP,Consulting & Outsourcing,ACY,33,0,8,19,25,11,0,153,0,50,100.00%,56.20%,23.20%,15.40%,5.00%,509.00%,14.30%,206.80%,0.00%,0,2,12,80,2,14,5,11,4
9/30/13,"AEROJET ROCKETDYNE HOLDINGS, INC.",Aerospace & Defense,AJRD,995,870,-3,35,58,28,0,919,249,-393,12.60%,3.50%,-0.30%,0.70%,-0.30%,-1138.50%,115.50%,-334.10%,27.10%,0,162,368,319,42,90,22,13,19
9/30/13,AEROPOSTALE INC,,ARO,"2,327","1,426",248,411,464,2,0,866,0,497,38.70%,17.70%,10.70%,49.90%,28.60%,95.00%,229.40%,74.20%,0.00%,0,297,585,255,490,490,0,411,163
9/30/13,AeroVironment Inc,Aerospace & Defense,AVAV,297,172,29,36,46,-24,35,359,0,315,41.90%,12.00%,9.80%,9.20%,8.10%,8.50%,687.20%,13.90%,0.00%,0,134,267,39,54,89,-1,36,7
9/30/13,AES CORP,Utilities - Regulated,AES,"16,728","13,468","-1,171","3,019","4,382",110,0,"42,718","21,884","7,819",19.50%,18.10%,-4.00%,-8.60%,-1.60%,-313.50%,99.70%,446.30%,51.20%,-60,"3,152","9,258","9,286",241,241,"1,176",-229,500
9/30/13,AETNA INC /PA/,Health Care Plans,AET,"35,245",,"1,840","3,151","3,610",-850,,"39,838","4,686","10,897",,8.90%,5.20%,16.90%,4.60%,72.80%,,265.60%,11.80%,-235,638,,,,,,"2,864","1,021"
9/30/13,"AFFILIATED MANAGERS GROUP, INC.",Asset Management,AMG,"1,806",785,174,400,415,-46,0,"6,187","1,631","3,519",56.50%,22.20%,22.80%,11.70%,6.70%,64.40%,53.80%,75.80%,26.40%,0,430,741,"1,378",367,620,57,495,84
9/30/13,"Affinion Group Holdings, Inc.",,AGHI,,,,,,-61,,"1,497","2,246","-1,413",,,,,,,79.50%,-205.90%,150.10%,0,52,435,547,,,,,
9/30/13,"Affinion Group, Inc.",Metals & Mining,AGI,"1,400",390,-169,38,,,0,,0,,72.20%,2.70%,-12.00%,,,,,,,,,,,764,972,148,-154,14
9/30/13,AFLAC INC,Insurance - Life,AFL,"25,364",,"2,866","4,563","4,563","11,875",,"69,539","4,352","15,978",,18.00%,11.30%,17.90%,4.10%,523.40%,,720.50%,6.30%,-603,"2,041",,,,,,"4,302","1,436"
9/30/13,AGCO CORP /DE,Farm & Construction Machinery,AGCO,"10,092","7,928",520,723,960,-92,333,"7,992","1,241","3,543",21.40%,7.20%,5.10%,14.50%,6.40%,73.20%,165.50%,125.60%,15.50%,-10,552,"4,272","2,581","1,058","1,440",57,610,148
9/30/13,AGILENT TECHNOLOGIES INC,Medical Diagnostics & Research,A,"6,902","3,319","1,013",978,"1,342",-58,700,"10,587","2,356","5,308",51.90%,14.20%,14.70%,19.10%,9.60%,117.60%,252.50%,99.50%,22.20%,-145,"2,519","4,818","1,908","1,905","2,605",93,887,-126
9/30/13,AGILYSYS INC,Application Software,AGYS,96,35,23,-4,-2,-7,25,184,0,136,63.50%,-4.70%,23.60%,16.60%,12.30%,-49.60%,329.10%,35.70%,0.10%,0,100,125,38,33,65,0,-5,-2
9/30/13,AGIOS PHARMACEUTICALS INC,Biotechnology,AGIO,25,0,-27,-23,-22,-38,41,137,0,44,100.00%,-91.60%,-80.10%,-45.80%,-14.70%,292.70%,370.60%,212.10%,0.00%,0,128,130,35,7,48,0,-23,-3
9/30/13,AGL RESOURCES INC,Utilities - Regulated,GAS,"3,889","1,897",289,636,"1,029",282,0,"14,760","4,340","3,502",51.20%,16.40%,7.80%,8.70%,2.10%,132.80%,96.80%,291.40%,29.40%,-218,153,"2,272","2,348",788,"1,356",180,482,178
9/30/13,AGREE REALTY CORP,,ADC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/13,AIA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/13,AILERON THERAPEUTICS INC,Biotechnology,ALRN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,AIR INDUSTRIES GROUP,Aerospace & Defense,AIRI,62,46,2,5,8,1,0,51,20,19,24.90%,8.60%,3.10%,10.20%,3.80%,359.50%,142.70%,170.70%,39.90%,0,1,39,27,0,10,2,4,2
9/30/13,AIR LEASE CORP,Consulting & Outsourcing,AL,715,0,145,422,658,46,0,"7,956","4,861","2,375",100.00%,59.10%,20.30%,6.10%,1.80%,-1175.60%,217.30%,235.00%,61.10%,-3,218,328,151,57,293,168,224,79
9/30/13,AIR PRODUCTS & CHEMICALS INC /DE/,Chemicals,APD,"10,200","7,512",996,"1,313","2,208",-111,135,"17,491","6,130","7,063",26.40%,12.90%,10.10%,14.50%,5.90%,31.80%,103.70%,147.60%,35.00%,-552,419,"3,481","3,358","1,054","1,375",145,"1,323",300
9/30/13,Aircastle LTD,Consulting & Outsourcing,AYR,687,0,33,368,638,20,0,"5,812","3,599","1,416",100.00%,53.60%,4.80%,2.30%,0.60%,165.90%,291.10%,310.60%,61.90%,-44,618,963,331,48,318,223,41,8
9/30/13,"Airgas, Inc.",,ARG,"3,875","1,728",196,423,658,59,0,"4,496","1,510","1,796",55.40%,10.90%,5.10%,10.90%,4.40%,183.80%,149.60%,150.40%,33.60%,-63,47,711,476,"1,489","1,724",63,314,118
9/30/13,AK STEEL HOLDING CORP,Steel,AKS,"5,934","5,539","-1,027",-163,46,-75,0,"3,903","1,412",-91,6.70%,-2.80%,-16.80%,1097.40%,-25.60%,88.40%,177.60%,-4389.10%,36.20%,-11,227,"1,443",812,209,558,87,-209,790
9/30/13,AKAMAI TECHNOLOGIES INC,Application Software,AKAM,"1,423",525,232,345,546,26,79,"2,647",0,"2,385",63.10%,24.20%,16.30%,9.70%,8.80%,117.40%,392.50%,11.00%,0.00%,0,513,832,212,451,552,-6,351,119
9/30/13,"Akers Biosciences, Inc.",Medical Instruments & Equipment,AKER,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,AKORN INC,Drug Manufacturers,AKRX,278,121,43,81,93,-35,19,382,106,197,56.40%,29.10%,15.50%,21.90%,11.30%,35.00%,283.40%,93.80%,27.70%,0,46,171,60,50,76,10,69,25
9/30/13,ALAMO GROUP INC,Farm & Construction Machinery,ALG,636,492,29,45,54,8,0,427,11,312,22.50%,7.00%,4.60%,9.30%,6.80%,148.60%,366.30%,37.10%,2.50%,-3,33,331,90,98,98,1,43,14
9/30/13,"Alarm.com Holdings, Inc.",Application Software,ALRM,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,"ALASKA AIR GROUP, INC.",Airlines,ALK,"5,078","3,584",474,783,"1,055",-3,0,"5,862",893,"1,802",29.40%,15.40%,9.30%,26.30%,8.10%,39.70%,117.30%,225.30%,15.20%,-14,"1,445","1,935","1,650",174,711,39,765,291
9/30/13,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,Communication Services,ALSK,368,148,17,61,112,0,0,615,555,-35,,,,,,318.90%,98.60%,-1872.40%,90.30%,-9,19,86,87,107,159,40,23,6
9/30/13,ALBEMARLE CORP,Chemicals,ALB,"2,449","1,602",281,468,568,-28,80,"3,450",696,"1,902",34.60%,19.10%,12.30%,15.80%,8.70%,63.70%,323.20%,81.40%,20.20%,-71,435,"1,404",434,299,379,29,325,68
9/30/13,Alcoa Corp,Metals & Mining,AA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,ALCOA INC.,Industrial Products,ARNC,"23,700","20,401",191,645,"2,107",-7,197,"40,179","8,829","16,523",13.90%,2.70%,0.70%,1.00%,0.40%,417.90%,129.60%,143.20%,22.00%,-131,"1,861","7,700","5,942",997,"2,654",490,324,162
9/30/13,ALERE INC.,Medical Diagnostics & Research,ALR,"2,267","1,079","-1,039",52,,,147,,0,,52.40%,2.30%,-45.80%,,,,,,,,,,,989,"1,136",180,"-1,116",-76
9/30/13,"Aleris International, Inc.",,ARS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,"Alexander & Baldwin, Inc.",REITs,ALEX,,,,,,0,,"1,437",236,914,,,,,,,79.90%,57.20%,16.40%,0,1,56,70,,,,,
9/30/13,ALEXANDERS INC,REITs,ALX,191,0,674,96,132,2,0,"1,482",0,332,100.00%,50.00%,352.80%,203.20%,45.60%,19.90%,38.80%,346.10%,0.00%,-700,353,446,"1,150",5,96,46,50,0
9/30/13,Alexandria Real Estate Equities Inc,REITs,ARE,613,185,94,192,382,0,0,"7,358","2,871","3,981",69.80%,31.30%,20.40%,3.10%,1.70%,-87.10%,7.70%,84.80%,39.00%,-180,54,93,"1,215",48,236,68,119,0
9/30/13,ALEXION PHARMACEUTICALS INC,Biotechnology,ALXN,"1,134",126,255,400,424,-14,295,"2,614",149,"1,971",88.90%,35.30%,22.50%,12.90%,9.80%,96.30%,415.30%,32.60%,5.70%,0,990,"1,496",360,468,763,4,496,143
9/30/13,ALICO INC,Consumer Packaged Goods,ALCO,102,80,7,12,21,-3,0,183,37,132,21.50%,12.30%,7.30%,5.60%,4.10%,26.30%,323.60%,38.20%,20.00%,-1,7,39,12,9,9,1,12,4
9/30/13,Align Technology Inc,Medical Devices,ALGN,560,144,59,86,103,-6,43,756,0,581,,,,10.10%,7.80%,57.20%,311.90%,30.10%,0.00%,0,335,486,156,251,331,0,84,26
9/30/13,ALJ REGIONAL HOLDINGS INC,Business Services,ALJJ,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/13,Alkermes PLC,Biotechnology,ALKS,390,128,-114,-42,5,8,142,"1,435",444,854,67.30%,-10.90%,-29.10%,-13.30%,-7.90%,2.90%,380.40%,68.10%,31.00%,0,190,339,89,138,305,27,-114,-1
9/30/13,Alleghany Corp,Insurance - Property & Casualty,Y,"4,928",0,338,443,,-223,0,"22,805","1,807","6,625",100.00%,9.00%,6.90%,5.10%,1.50%,,27.00%,244.20%,7.90%,0,"2,580","3,410","12,648",41,"4,485",81,362,23
9/30/13,Allegheny Technologies Inc.,Industrial Products,ATI,"4,667","4,041",158,304,498,13,0,"6,248","1,480","2,587",13.40%,6.50%,3.60%,6.50%,2.70%,33.80%,288.10%,141.50%,23.70%,-77,305,"2,511",872,322,322,72,232,72
9/30/13,Allegiant Travel CO,Airlines,ALGT,909,378,79,132,190,17,0,798,151,402,58.40%,14.60%,8.60%,19.50%,9.80%,72.40%,196.90%,98.70%,18.90%,-39,329,414,211,153,398,8,125,46
9/30/13,Allegion plc,Consulting & Outsourcing,ALLE,"2,023","1,198",220,371,415,-9,0,,0,,40.80%,18.40%,11.20%,,,111.40%,,,,-5,,,,454,454,2,367,137
9/30/13,Allergan Inc.,Drug Manufacturers,AGN_old,"4,403",761,563,796,"1,060",-205,798,"6,792","1,575","4,053",82.70%,18.10%,12.80%,13.90%,8.30%,70.60%,325.80%,67.60%,23.20%,-61,"1,110","2,271",697,"1,856","2,846",52,762,198
9/30/13,Allergan plc,Drug Manufacturers,AGN,"5,915","3,394",97,316,894,-80,504,"14,115","6,433","3,856",42.60%,5.30%,1.70%,2.50%,0.70%,774.40%,139.60%,266.00%,45.60%,0,328,"3,838","2,749","1,172","2,205",109,245,147
9/30/13,Allete Inc,Utilities - Regulated,ALE,961,309,97,155,256,9,0,"3,253","1,018","1,201",67.90%,16.20%,10.10%,8.10%,3.00%,-183.10%,96.40%,170.90%,31.30%,-69,81,273,283,397,497,46,135,38
9/30/13,ALLIANCE DATA SYSTEMS CORP,Credit Services,ADS,"4,150","2,442",462,"1,066","1,274",-69,0,"11,965","6,665",711,41.20%,25.70%,11.10%,64.90%,3.90%,153.70%,260.00%,1581.80%,55.70%,0,784,"9,110","3,504",116,642,318,748,286
9/30/13,ALLIANCE RESOURCE PARTNERS LP,Coal,ARLP,"2,034","1,364",229,394,612,-41,0,"1,956",811,705,33.00%,19.30%,16.50%,47.60%,17.20%,43.80%,135.00%,177.30%,41.40%,0,28,281,208,59,277,28,334,-1
9/30/13,ALLIANCEBERNSTEIN HOLDING L.P.,Asset Management,AB,,,,,,-1,,"1,566",0,"1,560",,,,,,,0.00%,0.40%,0.00%,-88,0,0,6,,,,,
9/30/13,ALLIANT ENERGY CORP,Utilities - Regulated,LNT,"3,188",0,355,545,887,-10,0,"10,734","3,367","3,348",100.00%,17.10%,11.80%,11.30%,3.50%,-102.80%,83.90%,220.60%,31.40%,-217,53,870,"1,038","1,603","2,644",157,454,74
9/30/13,Allianz SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/13,ALLIED HEALTHCARE PRODUCTS INC,Medical Devices,AHPI,39,31,-1,-3,-1,0,0,29,0,25,21.10%,-6.70%,-3.40%,-5.20%,-4.50%,119.80%,449.00%,15.80%,0.00%,0,4,18,4,11,11,0,-2,-1
9/30/13,ALLIED MOTION TECHNOLOGIES INC,Computer Hardware,AMOT,100,71,5,7,9,-3,6,61,0,43,29.40%,7.10%,5.20%,12.10%,8.60%,30.40%,355.40%,40.50%,0.70%,-1,8,37,10,16,22,0,7,2
9/30/13,Allied World Assurance Co Holdings AG,,AWH,,,,,,-35,,"17,444",890,"2,951",,,,,,,38.80%,261.50%,5.10%,-48,"1,238","2,223","5,732",,,,,
9/30/13,Allison Transmission Holdings Inc,Autos,ALSN,"1,950","1,107",121,345,577,13,116,"4,938","2,809","1,429",43.20%,17.70%,6.20%,8.50%,2.50%,353.20%,165.90%,245.50%,56.90%,-55,227,687,414,382,498,144,197,75
9/30/13,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",Application Software,MDRX,"1,446",840,-1,24,175,37,162,"2,350",442,"1,284",41.90%,1.70%,-0.10%,-0.10%,-0.10%,-12835.90%,110.50%,82.90%,18.80%,0,104,573,518,384,582,16,-17,-16
9/30/13,ALLSTATE CORP,Insurance - Property & Casualty,ALL,"33,416",,"2,249","3,637","3,637",-168,,"126,612","6,556","20,619",,10.90%,6.70%,10.90%,1.80%,97.80%,,514.10%,5.20%,-428,820,,,,,,"3,224",975
9/30/13,Ally Financial Inc.,Banks,ALLY,,,,,,-320,,,0,,,,,,,,,,,-802,,,,,,,,
