period,company,sector,ticker,revenues,cogs,net_income,ebit,ebitda,chg_wc,r_and_d,assets,debt,equity,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,dividends,cash_and_eq,curr_assets,curr_liab,sg_a,op_exp,net_interest_paid,pretax_income,taxes
9/30/14,Accelerize Inc.,,ACLZ,13,3,-1,-1,-1,0,2,5,0,2,76.60%,-11.70%,-10.20%,-62.60%,-26.80%,173.20%,111.60%,134.10%,0.00%,0,1,3,1,9,11,0,-1,0
9/30/14,Accenture plc,Application Software,ACN,"31,875","22,190","2,941","4,282","4,903",-995,0,"17,930",27,"6,285",30.40%,13.40%,10.00%,50.50%,17.70%,77.80%,145.90%,185.30%,0.10%,"-1,255","4,924","11,904","11,062","5,402","5,402",-13,"4,298","1,122"
9/30/14,ACCO BRANDS Corp,Industrial Products,ACCO,"1,765","1,217",77,176,241,27,0,"2,383",921,702,31.00%,10.00%,4.40%,11.00%,3.20%,288.90%,189.10%,239.30%,38.60%,0,54,842,599,347,372,55,92,14
9/30/14,ACCURAY INC,Medical Devices,ARAY,352,221,-44,-26,-5,-6,55,491,202,96,37.40%,-7.40%,-12.60%,-46.30%,-9.00%,63.10%,201.70%,412.50%,41.20%,0,174,360,181,103,158,0,-40,4
9/30/14,ACCURIDE CORP,,ACW,,,,,,,,862,323,279,,,,,,,206.20%,209.20%,37.40%,,38,237,88,,,,,
9/30/14,ACELRX PHARMACEUTICALS INC,Medical Devices,ACRX,30,0,-23,-7,-6,3,26,110,14,73,100.00%,-22.60%,-79.40%,-32.00%,-21.30%,27.20%,1522.40%,50.40%,13.10%,0,104,105,16,10,36,2,-23,0
9/30/14,ACETO CORP,Drug Manufacturers,ACET,520,403,31,48,55,-1,4,340,24,218,22.50%,9.30%,6.00%,14.30%,9.20%,112.80%,262.20%,55.80%,7.20%,-6,44,236,504,65,68,0,48,17
9/30/14,ACHILLION PHARMACEUTICALS INC,,ACHN,0,0,-63,-64,,,51,148,0,138,0.00%,0.00%,0.00%,-45.70%,-42.80%,,1496.20%,6.90%,0.20%,,141,143,13,13,64,-1,-63,0
9/30/14,"Actavis, Inc.",,ACT,,,,,,,,,0,,,,,,,,,,,,,,"2,807",,,,,
9/30/14,"Active Health Foods, Inc.",,AHFD,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/14,ACTIVE POWER INC,,ACPW,75,58,-7,-7,-5,-2,5,35,0,16,23.70%,-9.10%,-9.40%,-43.50%,-20.20%,145.60%,176.40%,115.00%,0.00%,0,10,32,2,20,25,0,-7,0
9/30/14,Activision Blizzard,Application Software,ATVI,"4,290","1,472",727,"1,092","1,191",29,591,"13,360","4,321","7,171",65.70%,25.40%,17.00%,10.10%,5.40%,125.30%,354.50%,86.30%,32.30%,-147,"4,204","5,115","1,639","1,135","1,726",156,936,209
9/30/14,ACTUANT CORP,Industrial Products,ATU,"1,400",853,164,203,264,-88,0,"1,857",390,"1,002",39.10%,14.50%,11.70%,16.30%,8.80%,89.20%,181.50%,85.40%,21.00%,-3,109,543,300,332,344,25,174,33
9/30/14,ACUITY BRANDS INC,Computer Hardware,AYI,"2,394","1,414",176,299,342,6,0,"2,166",359,"1,164",40.90%,12.50%,7.30%,15.10%,8.10%,127.70%,252.20%,86.20%,16.60%,-23,553,"1,186",596,680,680,32,266,90
9/30/14,Acushnet Holdings Corp.,Travel & Leisure,Golf,,,,,,,,,0,,,,,,,,,,,,,,430,,,,,
9/30/14,"ADAMS RESOURCES & ENERGY, INC.",Oil & Gas - Integrated,AE,"3,943",67,19,30,53,42,0,465,0,159,98.30%,0.80%,0.50%,11.90%,4.10%,284.70%,129.20%,192.00%,0.00%,-4,87,368,145,"3,823","3,846",0,30,11
9/30/14,"Adaptive Medias, Inc.",,ADTM,,,,,,,,,0,,,,,,,,,,,,,,5,,,,,
9/30/14,addyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/14,Adeptus Health Inc.,,ADPT,,,,,,,,,0,,,,,,,,,,,,,,59,,,,,
9/30/14,ADESTO TECHNOLOGIES Corp,Semiconductors,IOTS,50,30,-8,-6,,,15,,0,,40.20%,-11.80%,-16.40%,,,,,,,,,,41,11,26,3,-8,0
9/30/14,"ADIAL PHARMACEUTICALS, INC.",Biotechnology,ADIL,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,
9/30/14,adidas Group,Retail - Apparel & Specialty,ADS.DE,"18,910","9,677",892,"1,442","1,916",-649,0,"16,116","3,238","7,461",48.80%,7.60%,4.80%,12.00%,5.60%,10.90%,139.10%,116.00%,14.80%,-426,"1,615","9,400","8,869",0,"8,173",88,"1,284",409
9/30/14,Adient plc,Autos,ADNT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/14,ADOBE SYSTEMS INC,Application Software,ADBE,"4,047",578,272,430,753,124,827,"10,246","1,510","6,611",85.70%,10.60%,6.70%,4.10%,2.60%,249.20%,186.60%,55.00%,14.70%,0,"3,132","3,942","5,314","2,159","3,039",67,338,66
9/30/14,"ADOMANI, INC.",Autos,ADOM,,,,,,,,,0,,,,,,,,,,,,,,3,,,,,
9/30/14,ADT Corp,Computer Hardware,ADT,,,,,,,,,0,,,,,,,,,,,,,,649,,,,,
9/30/14,"ADURO BIOTECH, INC.",Biotechnology,ADRO,1,0,-16,-15,-14,0,11,,0,,100.00%,-1755.60%,-1938.90%,,,92.30%,,,,0,,,31,5,15,1,-16,0
9/30/14,ADVANCE AUTO PARTS INC,Retail - Apparel & Specialty,AAP,"8,246","4,366",440,758,"1,006",-167,0,"7,970","1,868","1,815",47.00%,9.20%,5.30%,24.30%,5.50%,88.70%,124.90%,339.20%,23.40%,-18,67,"4,715","4,372","3,122","3,122",58,702,261
9/30/14,"Advanced Emissions Solutions, Inc.",Industrial Products,ADES,-54,-45,-14,-40,,,3,,0,,17.10%,74.30%,30.00%,,,,,,,,,,40,18,31,2,-16,0
9/30/14,ADVANCED ENERGY INDUSTRIES INC,Computer Hardware,AEIS,299,154,32,52,59,-12,35,653,14,464,48.60%,17.40%,10.70%,6.90%,4.90%,175.30%,340.80%,40.60%,2.10%,0,150,417,110,57,94,0,48,-11
9/30/14,ADVANCED MICRO DEVICES INC,Semiconductors,AMD,"5,608","3,588",43,185,408,-572,"1,168","4,108","2,138",511,36.00%,3.30%,0.80%,8.40%,1.10%,-460.50%,194.40%,703.90%,52.00%,0,902,"2,690","1,764",651,"1,835",180,52,9
9/30/14,AdvanSource Biomaterials Corp,,ASNB,3,1,0,0,0,0,0,3,2,0,63.90%,2.60%,-12.30%,-228.80%,-11.00%,-228.30%,102.90%,1979.10%,68.70%,0,0,1,0,1,2,0,0,0
9/30/14,"Advaxis, Inc.",,ADXS,1,0,-21,-19,-19,-4,7,23,0,23,100.00%,-1853.50%,-2068.80%,-88.90%,-88.90%,107.70%,850.40%,12.20%,0.30%,0,22,23,6,12,20,0,-21,-1
9/30/14,"Adverum Biotechnologies, Inc.",Biotechnology,ADVM,0,0,-7,-5,,,3,,0,,100.00%,-2389.50%,-3280.90%,,,,,,,,,,11,2,5,0,-7,0
9/30/14,Aecom Technology Corp,Engineering & Construction,ACM,"7,973","7,535",244,339,432,27,0,"5,645","1,091","2,190",5.50%,4.30%,3.10%,11.30%,4.40%,118.10%,151.10%,157.70%,19.30%,0,403,"3,024","5,890",98,98,43,353,105
9/30/14,"Aeglea BioTherapeutics, Inc.",Biotechnology,AGLE,,,,,,,,,0,,,,,,,,,,,,,,13,,,,,
9/30/14,AEHR TEST SYSTEMS,Semiconductors,AEHR,19,10,0,0,0,-2,4,11,0,7,50.70%,-1.60%,-1.60%,-4.80%,-2.80%,654.20%,226.40%,72.30%,0.00%,0,2,11,4,7,10,0,0,0
9/30/14,AEP INDUSTRIES INC,,AEPI,975,846,12,25,47,-17,0,416,239,50,13.20%,2.60%,1.30%,24.80%,3.00%,106.90%,205.00%,731.60%,57.40%,0,6,229,115,103,103,19,14,2
9/30/14,AEROCENTURY CORP,Consulting & Outsourcing,ACY,30,0,5,13,20,-10,0,193,0,47,100.00%,43.10%,16.30%,10.50%,2.50%,394.70%,10.70%,315.20%,0.00%,0,5,13,137,1,17,4,8,3
9/30/14,"AEROJET ROCKETDYNE HOLDINGS, INC.",Aerospace & Defense,AJRD,"1,378","1,234",163,18,61,-213,0,"1,755",699,50,10.40%,1.30%,11.80%,328.40%,9.30%,-9.90%,124.20%,3438.90%,39.80%,0,198,596,878,54,126,49,-36,-198
9/30/14,AEROPOSTALE INC,,ARO,"2,379","1,610",162,273,336,-55,0,722,0,357,32.30%,11.50%,6.80%,45.30%,22.40%,38.10%,170.50%,102.20%,0.00%,0,73,401,242,496,496,0,273,111
9/30/14,AeroVironment Inc,Aerospace & Defense,AVAV,232,151,5,0,9,5,29,367,0,325,34.90%,-0.20%,2.10%,1.50%,1.30%,9.50%,804.30%,13.00%,0.00%,0,168,289,42,53,82,-1,6,1
9/30/14,AES CORP,Utilities - Regulated,AES,"16,003","12,711",-26,"3,075","4,346",-797,0,"40,973","21,485","7,719",20.60%,19.20%,2.60%,5.40%,1.00%,297.40%,101.90%,430.80%,52.40%,-125,"2,034","7,989","4,357",217,217,"1,212",856,314
9/30/14,AETNA INC /PA/,Health Care Plans,AET,"44,042",,"1,735","2,984","3,503",-19,,"49,253","8,266","13,669",,6.80%,3.90%,12.70%,3.50%,121.30%,,260.30%,16.80%,-264,"2,082",,,,,,"2,697",963
9/30/14,"AFFILIATED MANAGERS GROUP, INC.",Asset Management,AMG,"2,189",948,361,634,648,63,0,"6,319","1,384","3,787",56.70%,29.00%,30.60%,17.70%,10.60%,73.60%,59.70%,66.90%,21.90%,0,470,888,"2,163",427,607,119,864,194
9/30/14,"Affinion Group Holdings, Inc.",,AGHI,,,,,,-18,,"1,368","2,258","-1,546",,,,,,,73.40%,-188.50%,165.10%,0,20,381,340,,,,,
9/30/14,"Affinion Group, Inc.",Metals & Mining,AGI,"1,550",452,-73,86,313,-38,0,"1,665","1,932","-1,013",70.90%,5.50%,-4.70%,7.20%,-4.40%,-374.80%,77.30%,-264.40%,116.10%,0,97,491,434,785,"1,013",149,-69,3
9/30/14,AFLAC INC,Insurance - Life,AFL,"23,939",,"3,158","5,109","5,109","7,387",,"60,290","4,897","14,620",,21.30%,13.20%,21.60%,5.20%,343.20%,,729.70%,8.10%,-635,"2,543",,,,,,"4,816","1,658"
9/30/14,AGCO CORP /DE,Farm & Construction Machinery,AGCO,"10,717","8,345",579,879,"1,145",-323,348,"8,320","1,133","3,880",22.10%,8.20%,5.40%,14.80%,6.90%,30.30%,157.80%,114.50%,13.60%,-40,194,"4,397","3,055","1,100","1,493",59,772,252
9/30/14,AGILENT TECHNOLOGIES INC,Medical Diagnostics & Research,A,"2,478","1,347",723,174,553,-150,152,"11,026","2,693","5,629",45.60%,7.00%,29.20%,12.80%,6.60%,27.30%,312.80%,95.90%,24.40%,-168,"2,950","5,377","1,118",805,957,108,66,25
9/30/14,AGILYSYS INC,Application Software,AGYS,103,40,-8,-8,-6,-5,24,177,0,131,61.50%,-7.60%,-7.80%,-6.10%,-4.50%,155.50%,282.70%,35.20%,0.20%,0,77,105,53,37,71,0,-9,-3
9/30/14,AGIOS PHARMACEUTICALS INC,Biotechnology,AGIO,26,0,-44,-39,-37,-26,55,201,0,131,100.00%,-152.20%,-154.20%,-30.00%,-19.60%,164.70%,459.60%,53.00%,0.00%,0,167,170,94,10,64,0,-39,1
9/30/14,AGL RESOURCES INC,Utilities - Regulated,GAS,"5,143","2,639",444,967,"1,347",75,0,"15,407","4,233","3,860",48.70%,18.80%,9.00%,12.00%,3.00%,78.70%,95.70%,266.80%,27.50%,-228,122,"2,482",,952,"1,537",172,805,296
9/30/14,AGREE REALTY CORP,,ADC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/14,AIA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/14,AILERON THERAPEUTICS INC,Biotechnology,ALRN,,,,,,,,,0,,,,,,,,,,,,,,5,,,,,
9/30/14,AIR INDUSTRIES GROUP,Aerospace & Defense,AIRI,63,47,4,4,7,-2,0,58,15,31,24.50%,6.20%,6.70%,13.70%,7.20%,127.60%,177.60%,90.50%,26.20%,0,1,40,35,0,11,1,3,-1
9/30/14,AIR LEASE CORP,Consulting & Outsourcing,AL,913,0,212,542,837,44,0,"9,553","5,943","2,584",100.00%,59.40%,23.20%,8.20%,2.20%,-435.90%,160.90%,269.80%,62.20%,-8,256,333,483,76,370,198,326,115
9/30/14,AIR PRODUCTS & CHEMICALS INC /DE/,Chemicals,APD,"10,349","7,585","1,025","1,376","2,311",-141,135,"18,316","6,136","8,198",26.70%,13.30%,10.30%,13.00%,5.80%,17.10%,105.80%,123.40%,33.50%,-613,338,"3,340","2,155","1,077","1,388",132,"1,386",315
9/30/14,Aircastle LTD,Consulting & Outsourcing,AYR,709,0,30,370,655,5,0,"6,252","3,737","1,645",100.00%,52.20%,4.20%,1.80%,0.50%,-149.00%,335.30%,280.00%,59.80%,-52,655,"1,032",241,53,338,244,39,9
9/30/14,"Airgas, Inc.",,ARG,"4,251","1,913",250,514,764,-324,0,"4,946","1,853","1,741",55.00%,12.10%,5.90%,14.40%,5.10%,17.30%,200.30%,184.10%,37.50%,-84,57,"1,131","1,148","1,574","1,825",60,407,157
9/30/14,AK STEEL HOLDING CORP,Steel,AKS,"5,570","5,108",-47,67,276,-58,0,"3,606","1,507",193,8.30%,1.20%,0.30%,9.00%,0.50%,947.10%,153.10%,1771.20%,41.80%,0,45,"1,273","1,129",205,395,127,7,-10
9/30/14,AKAMAI TECHNOLOGIES INC,Application Software,AKAM,"1,663",530,295,436,631,-28,100,"3,651",591,"2,712",68.10%,26.20%,17.70%,10.90%,8.10%,89.90%,461.70%,34.60%,16.20%,0,698,"1,127",570,575,697,-4,437,142
9/30/14,"Akers Biosciences, Inc.",Medical Instruments & Equipment,AKER,3,1,-2,-2,-2,-2,1,18,0,17,63.70%,-71.30%,-70.20%,-14.50%,-13.60%,170.60%,1568.60%,6.70%,0.00%,0,12,15,2,3,5,0,-2,0
9/30/14,AKORN INC,Drug Manufacturers,AKRX,334,152,51,96,114,3,18,463,110,256,54.50%,28.70%,15.20%,20.00%,11.00%,135.30%,237.40%,81.20%,23.70%,0,46,186,169,58,87,9,84,33
9/30/14,ALAMO GROUP INC,Farm & Construction Machinery,ALG,696,535,36,52,61,-13,0,465,1,357,23.20%,7.40%,5.20%,10.20%,7.80%,51.20%,357.40%,30.50%,0.20%,-3,42,364,115,110,110,1,52,16
9/30/14,"Alarm.com Holdings, Inc.",Application Software,ALRM,,,,,,,,,0,,,,,,,,,,,,,,76,,,,,
9/30/14,"ALASKA AIR GROUP, INC.",Airlines,ALK,"5,156","3,546",508,838,"1,108",156,0,"5,838",871,"2,029",31.20%,16.20%,9.80%,25.00%,8.70%,76.80%,111.50%,187.70%,14.90%,-28,"1,330","1,762","2,942",197,832,29,858,323
9/30/14,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,Communication Services,ALSK,349,163,158,32,75,5,0,747,456,135,,,,,,-12.20%,109.70%,452.50%,61.10%,0,43,102,47,111,153,40,215,56
9/30/14,ALBEMARLE CORP,Chemicals,ALB,"2,352","1,506",386,590,700,21,85,"3,559","1,071","1,728",36.00%,25.10%,17.60%,24.00%,11.70%,114.90%,349.10%,106.00%,30.10%,-80,524,"1,477","1,278",172,256,35,503,121
9/30/14,Alcoa Corp,Metals & Mining,AA,,,,,,,,,0,,,,,,,,,,,,,,"2,919",,,,,
9/30/14,ALCOA INC.,Industrial Products,ARNC,"23,032","19,286","-2,285","1,125","2,547",-949,192,"35,742","8,319","13,522",16.30%,4.90%,-9.70%,-16.60%,-6.30%,1.00%,114.10%,164.30%,23.30%,-132,"1,437","6,969","3,520","1,008","2,621",453,"-1,816",428
9/30/14,ALERE INC.,Medical Diagnostics & Research,ALR,"2,609","1,253",-157,153,560,-86,152,,0,,52.00%,5.90%,-5.20%,,,-248.20%,,,,-16,,,679,"1,051","1,202",203,-130,21
9/30/14,"Aleris International, Inc.",,ARS,,,,,,,,,0,,,,,,,,,,,,,,624,,,,,
9/30/14,"Alexander & Baldwin, Inc.",REITs,ALEX,,,,,,88,,"2,284",711,"1,169",,,,,,,74.20%,95.40%,31.10%,-2,3,162,129,,,,,
9/30/14,ALEXANDERS INC,REITs,ALX,196,0,57,98,129,-11,0,"1,458",0,334,100.00%,49.60%,29.00%,17.10%,3.90%,207.60%,39.20%,337.00%,0.00%,-56,348,441,"1,196",5,99,45,55,0
9/30/14,Alexandria Real Estate Equities Inc,REITs,ARE,707,212,125,228,442,-13,0,"8,020","3,501","3,957",70.00%,32.30%,22.20%,4.00%,2.00%,13.80%,8.50%,102.70%,43.60%,-225,67,102,"1,709",52,267,75,153,0
9/30/14,ALEXION PHARMACEUTICALS INC,Biotechnology,ALXN,"1,551",168,253,576,604,110,317,"3,318",145,"2,382",89.10%,37.10%,16.30%,10.60%,7.60%,162.70%,375.50%,39.30%,4.40%,0,"1,515","2,187","1,174",581,"1,052",3,805,320
9/30/14,ALICO INC,Consumer Packaged Goods,ALCO,96,77,17,8,18,-5,0,201,35,142,19.90%,8.30%,17.40%,11.80%,8.30%,83.40%,461.20%,41.40%,17.20%,-4,24,73,23,11,11,2,27,10
9/30/14,Align Technology Inc,Medical Devices,ALGN,660,162,64,94,111,39,44,832,0,634,,,,10.10%,7.70%,159.10%,310.60%,31.30%,0.00%,0,370,545,692,293,404,0,93,29
9/30/14,ALJ REGIONAL HOLDINGS INC,Business Services,ALJJ,,,,,,,,,0,,,,,,,,,,,,,,44,,,,,
9/30/14,Alkermes PLC,Biotechnology,ALKS,576,170,25,97,171,-16,140,"1,578",364,"1,065",70.40%,16.90%,4.30%,2.40%,1.60%,490.10%,565.10%,48.10%,23.10%,0,362,570,340,126,308,48,35,10
9/30/14,Alleghany Corp,Insurance - Property & Casualty,Y,"5,035",0,637,957,,-88,0,"23,494","1,790","7,138",100.00%,19.00%,12.70%,8.90%,2.70%,,32.10%,229.10%,7.60%,0,"3,119","4,075","13,336",33,"4,078",87,870,232
9/30/14,Allegheny Technologies Inc.,Industrial Products,ATI,"4,044","3,791",154,-91,99,232,0,"6,899","1,947","2,995",6.20%,-2.30%,4.00%,5.40%,2.30%,-135.30%,243.70%,130.40%,28.20%,-77,"1,027","2,951",837,276,344,65,-155,-64
9/30/14,Allegiant Travel CO,Airlines,ALGT,996,386,92,155,224,30,0,930,234,377,61.30%,15.50%,9.20%,24.30%,9.90%,24.00%,146.50%,146.50%,25.20%,0,351,426,514,180,456,8,147,55
9/30/14,Allegion plc,Consulting & Outsourcing,ALLE,"2,070","1,208",32,241,287,31,0,"2,001","1,344",-35,41.60%,11.60%,2.20%,-128.00%,2.20%,366.10%,217.00%,-5816.00%,67.20%,-5,227,909,426,483,621,10,223,175
9/30/14,Allergan Inc.,Drug Manufacturers,AGN_old,"4,504",751,621,928,"1,190",113,706,"7,537","1,509","4,844",83.30%,20.60%,13.90%,12.90%,8.30%,157.00%,382.70%,55.60%,20.00%,-61,"1,947","3,106","1,557","1,922","2,825",70,849,225
9/30/14,Allergan plc,Drug Manufacturers,AGN,"2,603","1,645",-750,-369,676,-164,191,"22,726","9,052","9,537",36.80%,-14.20%,-28.80%,-7.90%,-3.30%,-48.80%,134.60%,138.30%,39.80%,0,332,"4,435","5,728",831,"1,327",235,-623,-155
9/30/14,Allete Inc,Utilities - Regulated,ALE,"1,018",438,105,154,272,-4,0,"3,477","1,110","1,343",57.00%,15.10%,10.30%,7.80%,3.00%,-84.00%,133.40%,158.90%,31.90%,-75,97,307,405,268,426,50,133,29
9/30/14,ALLIANCE DATA SYSTEMS CORP,Credit Services,ADS,"4,958","3,004",557,"1,136","1,416",-173,0,"15,193","7,409","1,398",39.40%,22.90%,11.20%,39.90%,3.70%,131.60%,212.30%,986.70%,48.80%,0,635,"11,401","22,246",126,818,258,878,320
9/30/14,ALLIANCE RESOURCE PARTNERS LP,Coal,ARLP,"2,206","1,433",272,444,708,6,0,"2,122",886,851,35.00%,20.10%,17.80%,46.20%,18.50%,98.00%,151.40%,149.30%,41.80%,0,94,322,331,64,329,26,395,1
9/30/14,ALLIANCEBERNSTEIN HOLDING L.P.,Asset Management,AB,,,,,,10,,"1,534",0,"1,533",,,,,,,0.00%,0.10%,0.00%,-143,0,0,1,,,,,
9/30/14,ALLIANT ENERGY CORP,Utilities - Regulated,LNT,"3,370",0,396,567,941,-61,0,"11,117","3,561","3,533",100.00%,16.80%,12.10%,11.50%,3.70%,3.50%,67.60%,214.60%,32.00%,-209,15,936,"1,588","1,684","2,803",174,472,62
9/30/14,Allianz SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/14,ALLIED HEALTHCARE PRODUCTS INC,Medical Devices,AHPI,37,29,-3,-3,-2,0,0,28,0,23,21.60%,-7.70%,-7.00%,-11.20%,-9.30%,98.30%,346.70%,20.40%,0.00%,0,2,16,4,11,11,0,-3,0
9/30/14,ALLIED MOTION TECHNOLOGIES INC,Computer Hardware,AMOT,161,115,5,12,16,-1,10,172,87,51,28.70%,7.50%,3.20%,10.20%,3.00%,186.80%,162.20%,239.70%,50.40%,-1,10,70,45,23,34,3,8,3
9/30/14,Allied World Assurance Co Holdings AG,,AWH,,,,,,"2,036",,"18,131",891,"3,246",,,,,,,38.10%,249.90%,4.90%,0,870,"2,273",,,,,,
