period,company,sector,ticker,revenues,cogs,net_income,ebit,ebitda,chg_wc,r_and_d,assets,debt,equity,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,dividends,cash_and_eq,curr_assets,curr_liab,sg_a,op_exp,net_interest_paid,pretax_income,taxes
9/30/18,"Cloudweb, Inc.",,CLOW,,,,,,0,,,0,,,,,,,,,,,0,,,,"1,427","1,557",83,"1,043",235
9/30/18,CLP Group,,,,,,,,,,,,,,,,,,,,,,,,,,373,588,-5,-368,2
9/30/18,"ClubCorp Holdings, Inc.",Travel & Leisure,MYCC,"1,071",787,-8,91,196,-2,0,"2,172","1,102",162,26.60%,8.50%,-0.70%,-4.70%,-0.40%,-1218.70%,66.00%,1239.10%,50.70%,-34,105,253,384,,,,,
9/30/18,CME Group Inc.,Brokers & Exchanges,CME,"3,645",929,"4,063","2,311","2,519",-193,0,"75,791","2,233","22,412",74.50%,63.40%,111.50%,18.10%,5.40%,93.10%,3153.20%,238.20%,2.90%,"-1,994","1,994","46,907","1,488",,,,,
9/30/18,CMS Energy,Utilities - Regulated,CMS,,,,,,-174,,"23,050","10,317","4,478",,,,,,,88.90%,414.70%,44.80%,-377,182,"2,475","2,784",85,194,75,-5,2
9/30/18,Cna Financial Corp,Insurance - Property & Casualty,CNA,"9,542",0,899,"7,080","7,168",15,0,"56,567","2,858","12,244",100.00%,74.20%,9.40%,7.30%,1.60%,741.90%,143.10%,362.00%,5.10%,-842,"43,973","53,778","37,586",0,405,117,"2,526","-1,537"
9/30/18,COACH INC,Retail - Apparel & Specialty,COH,"5,530","1,929",338,677,929,169,0,"6,588","1,600","3,138",65.10%,12.20%,6.10%,10.80%,5.10%,164.20%,266.10%,109.90%,24.30%,-382,"1,038","2,288",860,0,"2,544",437,870,322
9/30/18,"Cobalt International Energy, Inc.",Oil & Gas - E&P,CIE,17,0,"-2,343","-2,158","-2,136",94,0,"2,230","2,479",-841,100.00%,-12843.70%,-13944.10%,278.50%,-105.10%,116.70%,214.80%,-365.10%,111.20%,0,954,"1,147",534,0,"2,462",161,"1,310",411
9/30/18,COCA COLA BOTTLING CO CONSOLIDATED /DE/,Beverages - Non-Alcoholic,COKE,"4,530","2,956",87,62,243,-115,0,"3,090","1,253",448,34.70%,1.40%,2.10%,20.90%,3.00%,4.40%,144.20%,590.50%,40.50%,-9,8,829,575,"2,925","2,925",73,603,266
9/30/18,COCA COLA CO,Beverages - Non-Alcoholic,KO,"33,143","12,073","2,379","8,096","9,280","2,771",0,"89,593","46,801","20,176",63.60%,24.40%,7.40%,12.20%,2.70%,229.20%,114.70%,344.10%,52.20%,"-6,398","19,354","36,024","31,398",128,"2,175",78,"-2,343",0
9/30/18,"COCA-COLA REFRESHMENTS USA, INC.",Beverages - Non-Alcoholic,CCE,"21,939","13,743",-862,"1,457","2,494",89,0,"16,579","9,080",500,37.40%,6.60%,-3.90%,-172.40%,-5.20%,-265.90%,117.50%,3215.80%,54.80%,-138,656,"5,366","4,565","1,512","1,512",44,45,-49
9/30/18,"Coda Octopus Group, Inc.",Aerospace & Defense,CODA,18,6,3,4,5,1,1,24,6,14,66.40%,21.20%,18.50%,24.10%,13.90%,96.90%,370.60%,74.00%,25.20%,0,7,15,4,"11,424","12,974",197,"7,327","5,085"
9/30/18,"Coeur Mining, Inc.",Metals & Mining,CDE,560,471,-17,16,,52,28,"1,701",411,815,15.90%,2.80%,-3.10%,,,,196.60%,108.70%,24.20%,0,192,450,229,"6,739","6,739",598,"-1,500",-638
9/30/18,COFFEE HOLDING CO INC,Consumer Packaged Goods,JVA,89,75,1,2,3,4,0,38,0,26,16.50%,2.60%,1.70%,5.70%,3.90%,401.90%,283.00%,46.90%,0.40%,0,5,30,11,7,10,0,1,0
9/30/18,"COGENT COMMUNICATIONS HOLDINGS, INC.",Communication Services,CCOI,485,209,6,72,148,-4,0,711,718,-103,56.90%,14.80%,1.20%,-5.70%,0.80%,1233.20%,410.80%,-793.00%,101.10%,-82,247,306,75,31,73,18,-1,44
9/30/18,COGNEX CORP,Computer Hardware,CGNX,766,187,177,259,276,-1,99,"1,288",0,"1,096",75.50%,33.80%,23.10%,16.10%,13.70%,88.40%,559.30%,17.50%,0.00%,-29,405,630,113,12,12,0,2,1
9/30/18,COGNIZANT TECHNOLOGY SOLUTIONS CORP,Application Software,CTSH,"14,810","9,152","1,504","2,481","2,924",186,0,"15,221",873,"10,669",38.20%,16.80%,10.20%,14.10%,9.90%,111.20%,320.90%,42.70%,5.70%,-265,"5,056","9,111","2,839",128,204,45,31,25
9/30/18,COHEN & STEERS INC,Asset Management,CNS,383,0,97,156,156,-88,0,429,0,365,100.00%,40.80%,25.70%,26.90%,23.00%,1.50%,753.90%,17.40%,0.00%,-101,308,383,51,221,320,0,266,90
9/30/18,COHERENT INC,Computer Hardware,COHR,"1,931","1,068",248,426,477,-176,132,"2,188",429,"1,231",44.70%,22.10%,12.80%,20.10%,11.30%,32.50%,327.90%,77.70%,19.60%,0,232,"1,155",352,"2,769","3,177",-110,"2,655","1,153"
9/30/18,"Coherus BioSciences, Inc.",Biotechnology,CHRS,0,0,-196,-190,-187,12,126,188,77,62,0.00%,0.00%,0.00%,-317.10%,-104.10%,89.90%,778.40%,204.60%,40.80%,0,160,173,22,180,226,-6,162,63
9/30/18,COLGATE PALMOLIVE CO,Consumer Packaged Goods,CL,"15,454","6,174","2,024","3,707","4,182",-115,0,"12,676","6,577",243,60.10%,24.00%,14.10%,894.70%,17.20%,101.20%,136.10%,5116.50%,51.90%,"-1,529","1,535","4,639","3,408",294,437,29,386,139
9/30/18,COLLECTORS UNIVERSE INC,Business Services,CLCT,70,28,8,11,12,-2,0,29,0,16,60.00%,15.20%,11.10%,49.00%,27.30%,54.60%,143.60%,79.70%,0.00%,-12,10,18,12,64,190,10,-196,0
9/30/18,"Colony Capital, Inc.",,CLNY,,,,,,,,,,,,,,,,,,,,,,,,"5,400","5,573",102,"3,487","1,313"
9/30/18,"Colony Credit Real Estate, Inc.",,CLNC,,,,,,,,,,,,,,,,,,,,,,,,30,30,0,7,3
9/30/18,"Columbia Financial, Inc.",Banks,CLBK,,,,,,,,"6,345",31,941,,,,,,,,566.90%,0.50%,,67,,,,,,,
9/30/18,"COLUMBIA PROPERTY TRUST, INC.",,CXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/18,Columbia Sportswear Co,Manufacturing - Apparel & Furniture,COLM,"2,466","1,306",105,249,309,111,0,"2,213",0,"1,652",47.00%,10.10%,4.50%,6.80%,5.10%,189.00%,363.60%,33.90%,0.00%,-51,768,"1,649",454,,,,,
9/30/18,COLUMBUS MCKINNON CORP,Farm & Construction Machinery,CMCO,809,550,9,50,85,-18,13,"1,131",,384,32.10%,6.20%,1.10%,2.30%,0.80%,-1109.90%,,,,-4,65,351,194,,,,,
9/30/18,COMARCO INC,Communication Equipment,CMRO,0,0,1,-1,-1,-1,0,1,0,1,0.00%,0.00%,0.00%,120.30%,64.90%,-297.60%,217.30%,85.20%,0.00%,0,1,1,0,911,911,-4,267,154
9/30/18,COMCAST CORP,Communication Services,CMCSA,"85,029","25,355","22,735","18,018","27,706","-1,532",0,"187,462","64,556","70,816",70.20%,21.20%,27.00%,32.40%,12.20%,96.70%,74.30%,164.70%,34.40%,"-2,883","3,428","16,343","21,993",190,220,19,44,26
9/30/18,Comerica Inc.,Banks,CMA,"3,168",,738,"1,279","1,406",47,,"71,567","4,632","7,963",,40.40%,23.40%,9.30%,1.00%,123.20%,,798.70%,6.50%,-180,"1,438",,,2,2,0,1,0
9/30/18,COMMERCE BANCSHARES INC /MO/,Banks,CBSH,"1,220",,310,430,506,-254,,"24,833","1,507","2,718",,35.30%,26.20%,11.80%,1.30%,35.50%,,813.60%,6.10%,-101,438,,,"32,679","42,767","3,220","15,618","-8,713"
9/30/18,"Commercial Vehicle Group, Inc.",Autos,CVGI,755,663,-2,31,47,-28,0,384,167,75,12.30%,4.20%,-0.20%,-2.30%,-0.40%,431.70%,221.90%,414.30%,43.40%,0,52,275,124,,,,"1,234",491
9/30/18,COMMONWEALTH BANKSHARES INC,,CWBS,,,,,,,,,0,,,,,,,,,,,,,,,,,,430,111
9/30/18,Commscope Holding Company Inc,Communication Equipment,COMM,"4,544","2,815",194,504,871,-65,186,"7,150","4,372","1,731",38.00%,11.10%,4.30%,11.20%,2.70%,316.10%,273.30%,313.00%,61.10%,0,473,"2,082",762,60,61,19,14,15
9/30/18,COMMUNICATIONS SYSTEMS INC,Communication Services,JCS,71,53,-11,-10,-8,3,0,55,,44,25.30%,-14.30%,-15.00%,,,47.50%,,,,-1,14,43,11,,,,,
9/30/18,Community Choice Financial Inc.,,CCFI,359,271,-60,-8,7,14,0,370,293,-77,24.50%,-2.20%,-16.70%,78.40%,-16.20%,-15.90%,289.40%,-583.10%,79.30%,0,93,215,74,768,"1,225",243,220,26
9/30/18,Companhia de ConcessÃµes RodoviÃ¡rias,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,0,-11,0
9/30/18,Companhia Paulista de ForÃ§a e Luz,,,,,,,,,,,,,,,,,,,,,,,,,,91,96,47,-57,3
9/30/18,Companhia SiderÃºrgica Nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/18,Compass Diversified Holdings,Conglomerates,CODI,"1,340",861,17,52,,,0,,0,,35.80%,3.90%,4.00%,,,,,,,,,,,,,,,
9/30/18,COMPASS MINERALS INTERNATIONAL INC,Metals & Mining,CMP,"1,364","1,038",43,159,281,-7,0,"2,571","1,363",695,23.90%,11.70%,3.10%,6.20%,1.70%,235.10%,275.20%,270.10%,53.00%,-98,37,738,268,,,,,
9/30/18,Computer Programs & Systems Inc,Application Software,CPSI,,,,,,-24,,325,142,143,,,,,,,160.60%,128.20%,43.70%,-10,2,65,41,338,428,27,14,-39
9/30/18,COMPUTER SCIENCES CORP,,CSC,"7,106","5,185",251,232,999,-423,0,"7,736","2,644","2,032",27.00%,3.30%,3.70%,12.90%,3.40%,60.50%,130.80%,280.70%,34.20%,-430,"1,178","3,412","2,608",167,167,53,103,60
9/30/18,"COMSCORE, INC.",Advertising & Marketing Services,SCOR,,,,,,,,"1,022",8,656,,,,,,,71.70%,55.70%,0.80%,,38,180,250,,,,,
9/30/18,COMTECH TELECOMMUNICATIONS CORP /DE/,Communication Equipment,CMTL,551,330,30,34,68,-18,54,834,183,498,40.20%,6.20%,5.40%,5.90%,3.50%,167.40%,171.70%,67.60%,21.90%,-10,44,262,153,"1,040","1,689",85,10,-62
9/30/18,CONAGRA FOODS INC /DE/,Consumer Packaged Goods,CAG,"7,969","5,621",834,"1,022","1,278",-38,0,"10,485","3,845","3,815",29.50%,12.80%,10.50%,21.90%,8.00%,102.10%,84.10%,174.80%,36.70%,-342,75,"2,047","2,433",,,,,
9/30/18,Concho Resources,Oil & Gas - E&P,CXO,"2,586",408,956,530,"1,676",-23,0,"13,732","2,691","8,915",84.20%,20.50%,37.00%,10.70%,7.00%,-0.20%,49.60%,54.00%,19.60%,0,0,578,"1,165",113,188,10,23,-6
9/30/18,CONDUENT Inc,Business Services,CNDT,"5,780","4,723",152,237,713,27,11,"7,436","2,044","3,641",18.30%,4.10%,2.60%,4.20%,2.00%,494.70%,202.70%,104.20%,27.50%,0,993,"2,661","1,313","1,316","1,326",171,851,112
9/30/18,CONE Midstream Partners LP,Oil & Gas - Midstream,CNNX,234,26,115,143,165,-7,0,927,150,751,89.10%,61.00%,57.30%,17.80%,14.50%,98.00%,102.80%,23.40%,16.10%,-77,3,27,26,244,"1,648",146,881,-75
9/30/18,CONEXANT SYSTEMS INC,,CNXT,,,,,,,,475,194,162,,,,,,,208.40%,193.00%,40.90%,,50,103,49,587,820,137,17,-135
9/30/18,ConforMIS Inc,Medical Instruments & Equipment,CFMS,78,49,-54,-56,-52,5,17,94,30,47,36.90%,-71.50%,-68.60%,-115.20%,-57.10%,98.90%,540.90%,101.70%,31.60%,0,45,70,13,22,73,18,135,0
9/30/18,"Conifer Holdings, Inc.",Insurance - Property & Casualty,CNFR,96,,-20,-19,-19,21,,230,29,51,,-19.80%,-20.40%,-38.00%,-8.50%,-16.50%,,346.60%,12.70%,0,14,,,,,,,
9/30/18,CONNECTURE INC,Health Care Plans,CNXR,82,57,-27,-21,-16,-8,22,82,33,-5,30.50%,-25.50%,-32.40%,483.30%,-32.20%,94.10%,33.90%,-1602.50%,39.40%,0,6,16,46,68,85,2,-53,0
9/30/18,CONNEXUS CORP,,CNXS,,,,,,,,,0,,,,,,,,,,,,,,,,,,-20,0
9/30/18,CONNS INC,Retail - Apparel & Specialty,CONN,,,,,,-292,,"1,797",917,570,,,,,,,483.30%,215.40%,51.10%,0,4,976,202,24,46,3,-27,0
9/30/18,ConocoPhillips,Oil & Gas - E&P,COP,"29,106","12,475",-855,"2,454","9,299",15,934,"73,362","19,703","30,801",57.10%,8.40%,-2.70%,-2.60%,-1.10%,-2573.10%,175.70%,138.20%,26.90%,"-1,305","10,097","16,512","9,397",,,,,
9/30/18,"Consolidated Communications Holdings, Inc.",Communication Services,CNSL,"1,246",528,57,61,,,0,"3,709","2,349",544,57.60%,4.90%,4.60%,10.60%,1.60%,,83.70%,581.60%,63.30%,,11,229,274,,,,,
9/30/18,Consolidated Edison,Utilities - Regulated,ED,"12,169","2,674","1,565","2,716","4,076",434,0,"48,900","16,021","15,661",78.00%,22.30%,12.90%,10.00%,3.20%,243.50%,66.80%,212.20%,32.80%,-814,651,"3,773","5,651",427,"14,177","1,098","-2,615","-1,822"
9/30/18,CONSOLIDATED TOMOKA LAND CO,,CTO,,,,,,,,,,,,,,,,,,,,,,,,299,656,133,-69,-127
9/30/18,"CONSTELLATION BRANDS, INC.",Beverages - Alcoholic,STZ,"7,915","3,938","3,312","2,397","2,718",-146,0,"24,098","9,924","11,535",50.20%,30.30%,42.00%,28.80%,13.80%,45.50%,165.80%,108.90%,41.20%,-478,206,"3,586","2,163",0,"6,779",743,"1,927",362
9/30/18,CONSUMERS BANCORP INC /OH/,,CBKM,18,,3,4,6,-25,,489,26,43,,,,,,-609.50%,,1028.00%,5.30%,-1,9,,,,,,,
9/30/18,CONTANGO OIL & GAS CO,Industrial Products,C993,80,0,-18,-19,27,-8,1,377,79,227,100.00%,-24.40%,-22.10%,-7.80%,-4.70%,-228.90%,33.30%,66.00%,20.90%,0,0,15,46,"1,581","1,581",344,"3,504",180
9/30/18,Continental AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
9/30/18,CONTINENTAL MATERIALS CORP,Industrial Products,CUO,142,115,-4,3,5,0,0,80,0,48,19.10%,2.10%,-2.80%,-8.20%,-4.90%,-2.10%,193.60%,65.50%,0.00%,0,0,49,25,24,99,5,-18,0
9/30/18,"CONTINENTAL RESOURCES, INC",Oil & Gas - E&P,CLR,"3,121",532,789,692,"2,363",1,12,"14,200","6,354","5,131",82.90%,22.20%,25.30%,15.40%,5.60%,150.60%,94.10%,176.70%,44.80%,0,44,"1,252","1,330",,,,,
9/30/18,"CONVERSANT, INC.",,CNVR,505,144,92,154,193,-17,0,787,195,452,71.40%,30.50%,18.30%,20.40%,11.80%,113.80%,235.80%,74.00%,24.80%,0,55,242,103,22,24,0,-4,-1
9/30/18,"Cool Holdings, Inc.",Communication Equipment,IFON,32,28,-9,-9,-9,7,0,29,12,3,11.90%,-27.70%,-28.00%,-313.70%,-31.40%,22.30%,70.90%,899.00%,42.40%,0,0,17,24,209,"1,896",294,156,-633
9/30/18,"COOL TECHNOLOGIES, INC.",Biotechnology,COOL,0,0,-4,-3,,,1,0,1,-3,0.00%,0.00%,0.00%,128.60%,-1275.10%,,2.70%,-110.10%,226.90%,,0,0,4,144,207,25,129,55
9/30/18,COOPER COMPANIES INC,Medical Instruments & Equipment,COO,"2,443",887,128,413,665,189,81,"6,257","2,294","3,227",63.70%,16.90%,5.20%,4.00%,2.00%,378.60%,257.60%,93.90%,36.70%,-3,156,"1,189",461,6,13,1,-9,0
9/30/18,Cooper-Standard Holdings Inc.,Autos,CPS,"3,618","2,947",135,316,455,-17,0,"2,726",758,855,18.60%,8.80%,3.80%,16.20%,5.10%,127.50%,172.50%,218.80%,27.80%,0,516,"1,427",827,1,3,2,-4,0
9/30/18,COPART INC,Autos,CPRT,"1,735",994,378,580,644,32,0,"2,165",400,"1,461",42.70%,33.40%,21.80%,25.90%,17.50%,77.80%,233.20%,48.20%,18.50%,0,204,631,271,933,"1,142",70,316,188
9/30/18,Copel,,,,,,,,,,,,,,,,,,,,,,,,,,341,355,42,213,75
9/30/18,CORCEPT THERAPEUTICS INC,Biotechnology,CORT,159,4,129,53,53,-6,40,221,0,191,97.80%,33.20%,81.10%,67.60%,58.60%,95.40%,420.00%,15.50%,0.00%,0,89,124,30,162,162,21,536,158
9/30/18,CORE MOLDING TECHNOLOGIES INC,Autos,CMT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/18,"CoreCivic, Inc.",,CXW,,,,,,,,,,,,,,,,,,,,,,,,62,103,0,53,-76
9/30/18,"CORELOGIC, INC.",Business Services,CLGX,,,,,,,,"4,077","1,754","1,008",,,,,,,70.20%,304.60%,43.00%,,119,430,613,,,,,
9/30/18,"CorEnergy Infrastructure Trust, Inc.",,CORR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/18,CorePoint Lodging Inc.,,CPLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/18,CoreSite Realty Corp,REITs,COR,482,148,63,125,254,-28,0,"1,626",943,419,69.30%,25.90%,20.90%,24.00%,6.20%,63.20%,48.20%,288.30%,58.00%,-172,5,127,264,,,,,
9/30/18,Cornerstone OnDemand Inc,Application Software,CSOD,519,147,-52,-19,14,25,66,949,540,44,71.70%,-3.70%,-10.00%,-117.90%,-5.50%,-51.50%,134.40%,2048.60%,56.90%,0,642,812,604,,,,,
9/30/18,Cornerworld Corp,,CWRL,1,0,-1,-1,-1,0,0,0,0,-1,57.40%,-97.50%,-94.40%,94.60%,-461.90%,110.60%,20.20%,-120.50%,236.70%,0,0,0,1,56,209,24,101,0
9/30/18,CORNING INC /NY,Computer Hardware,GLW,"10,116","6,096",-497,"1,608","2,766",-175,864,"27,494","5,128","15,770",39.70%,15.90%,-4.90%,-3.10%,-1.80%,275.10%,275.10%,74.30%,18.60%,-651,"4,317","8,827","3,209",325,392,0,-50,2
9/30/18,CORPORATE OFFICE PROPERTIES TRUST,,OFC,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,-1,0
9/30/18,"Corvus Pharmaceuticals, Inc.",Biotechnology,CRVS,0,0,-56,-57,-56,3,46,95,0,85,0.00%,0.00%,0.00%,-65.60%,-58.70%,95.90%,1017.20%,11.70%,0.00%,0,90,91,9,"1,473","2,412",110,"1,657","2,154"
9/30/18,Cosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/18,COSTAR GROUP INC,Real Estate Services,CSGP,"1,012",232,153,190,253,-33,89,"3,095",0,"2,801",77.10%,18.70%,15.10%,5.50%,4.90%,105.00%,623.00%,10.50%,0.00%,0,931,"1,032",166,10,57,-1,-56,0
9/30/18,COSTCO WHOLESALE CORP /NEW,Retail - Defensive,Cost,"139,465","121,178","3,010","4,484","5,931","1,056",0,"39,605","6,492","12,447",13.10%,3.20%,2.20%,24.60%,7.70%,96.20%,101.40%,218.20%,16.40%,"-3,947","7,044","19,693","19,411",,,,,
9/30/18,"Cotiviti Holdings, Inc.",Application Software,COTV,652,260,78,142,225,-43,0,"2,039",775,"1,003",60.10%,21.80%,12.00%,7.80%,3.80%,164.30%,175.90%,103.20%,38.00%,0,137,263,150,483,591,7,185,33
9/30/18,COTT CORP /CN/,Beverages - Non-Alcoholic,COT,"2,294","1,161",396,84,,,0,"3,212","1,295","1,264",49.40%,3.60%,17.60%,31.90%,12.60%,,154.30%,154.10%,40.30%,,212,687,446,"13,736","13,803",164,"4,412","1,354"
9/30/18,COTY INC.,Consumer Packaged Goods,COTY,"9,398","3,608",-169,427,"1,164",-219,0,"22,630","7,524","9,517",61.60%,4.50%,-1.40%,-1.30%,-0.60%,-438.60%,90.30%,137.80%,33.20%,-376,332,"3,651","4,044",167,249,35,94,16
9/30/18,Coupa Software Inc,Application Software,COUP,219,68,-49,-43,-35,18,51,597,169,253,68.90%,-19.60%,-22.50%,-19.50%,-8.30%,52.00%,153.80%,136.20%,28.30%,0,443,508,330,"1,049","1,049",91,-20,-31
9/30/18,Cousins Properties Inc,REITs,CUZ,466,167,216,75,75,-70,0,"4,205","1,093","2,825",64.10%,16.00%,47.20%,7.80%,5.20%,2.20%,76.90%,48.80%,26.00%,-99,149,220,286,"5,010","5,362",265,-153,-25
9/30/18,COVANTA HOLDING CORP,Waste Management,CVA,"1,752","1,271",55,103,,,0,"4,441","2,523",427,27.50%,5.90%,3.10%,12.90%,1.20%,,111.50%,940.00%,56.80%,,46,"1,156","1,037",143,194,6,-47,2
9/30/18,Covestro,,,,,,,,,,,,,,,,,,,,,,,,,,24,204,37,76,0
9/30/18,Covisint Corp,Application Software,COVS,76,35,-15,-15,-8,1,13,102,0,71,54.00%,-19.30%,-19.60%,-20.90%,-14.60%,71.20%,230.10%,43.10%,0.00%,0,40,56,24,112,378,147,-137,-191
9/30/18,COWEN INC.,,COWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/18,CPFL,,,,,,,,,,,,,,,,,,,,,,,,,,43,56,0,-15,0
9/30/18,"CRACKER BARREL OLD COUNTRY STORE, INC",Restaurants,CBRL,"2,963",907,240,294,385,-6,0,"1,568",400,640,69.40%,9.90%,8.10%,37.50%,15.30%,87.00%,105.30%,144.90%,25.50%,-200,174,370,352,,,,,
9/30/18,"CRAFT BREW ALLIANCE, INC.",Beverages - Alcoholic,BREW,211,143,11,8,18,-3,0,188,11,131,32.10%,3.80%,5.50%,8.80%,6.10%,215.70%,152.90%,43.30%,5.80%,0,3,50,33,,,,,
9/30/18,CRANE CO /DE/,Industrial Products,CR,"2,786","1,771",172,409,482,54,0,"3,594",744,"1,349",36.40%,14.70%,6.20%,12.80%,4.80%,182.10%,181.30%,166.50%,20.70%,-78,706,"1,519",838,"1,172","1,762",14,280,39
9/30/18,CRAWFORD & CO,,CRDA,"1,164",842,28,82,123,-52,0,,0,,27.60%,7.00%,2.30%,,,136.80%,,,,-14,,,,60,60,1,7,-4
9/30/18,CRAY INC,,CRAY,446,303,-144,-50,-33,-157,108,520,0,371,32.10%,-11.20%,-32.20%,-38.80%,-27.70%,204.00%,414.60%,40.20%,0.00%,0,142,428,103,0,606,34,368,195
9/30/18,CREE INC,Semiconductors,CREE,"1,494","1,086",-280,-40,114,35,164,"2,638",292,"2,072",27.30%,-2.70%,-18.70%,-13.50%,-10.60%,3.20%,358.50%,27.30%,11.10%,0,387,890,248,240,240,9,42,15
9/30/18,CRISPR Therapeutics AG,Biotechnology,CRSP,40,0,-75,-71,-68,-21,75,374,0,290,100.00%,-178.80%,-189.60%,-25.90%,-20.10%,126.70%,2441.70%,29.00%,0.00%,0,342,351,14,85,193,0,-48,96
9/30/18,Criteo S.A.,Online Media,CRTO,"2,297","1,477",91,138,242,-7,174,"1,531",0,898,35.70%,6.00%,4.20%,10.80%,6.30%,83.70%,159.70%,70.60%,0.00%,0,414,992,621,283,448,0,-317,-38
9/30/18,"Crocs, Inc.",Manufacturing - Apparel & Furniture,CROX,"1,054",518,12,41,72,22,0,604,0,383,50.80%,3.90%,2.70%,7.30%,4.70%,285.40%,242.90%,58.00%,0.00%,-12,172,502,207,36,111,0,-74,2
9/30/18,"CrowdGather, Inc.",,CRWG,,,,,,0,,,0,,,,,,,,,,,0,,,,508,682,0,128,32
9/30/18,Crown Castle International Corp.,Communication Services,CCI,"4,356","1,564",387,"1,124","2,366",221,0,"32,229","16,159","12,339",64.10%,25.80%,10.20%,3.60%,1.40%,299.50%,87.80%,161.20%,50.10%,"-1,539",314,"1,134","1,292",495,495,0,37,9
9/30/18,CROWN CRAFTS INC,Manufacturing - Apparel & Furniture,CRWS,70,50,3,6,7,-3,0,57,9,39,28.10%,7.80%,4.30%,7.70%,5.30%,-480.10%,585.60%,43.90%,16.70%,-3,0,40,7,,,,,
9/30/18,Crown Holdings Inc,Packaging & Containers,CCK,"8,994","7,548",306,"1,079","1,332","-1,424",0,"13,079","7,871","1,112",16.10%,12.00%,4.50%,36.70%,3.10%,-236.30%,183.90%,1076.20%,60.20%,0,"2,201","5,261","2,861",426,"1,668",572,471,26
9/30/18,CRYOLIFE INC,Medical Devices,CRY,190,61,4,8,18,-11,19,590,226,277,67.80%,4.20%,1.90%,1.30%,0.60%,9.70%,417.50%,112.80%,38.40%,0,40,179,43,14,14,0,5,2
9/30/18,CSG SYSTEMS INTERNATIONAL INC,Application Software,CSGS,819,410,59,114,166,-56,119,927,361,350,49.90%,14.00%,7.20%,16.80%,6.30%,69.20%,268.20%,165.00%,39.00%,-28,186,514,192,367,367,246,802,394
9/30/18,CSRA Inc.,Application Software,CSRA,"5,029","4,250",195,306,576,69,0,"4,886","2,799",330,15.50%,6.10%,4.10%,63.00%,4.30%,177.40%,99.10%,1380.60%,57.30%,-67,162,"1,013","1,022",101,121,5,4,0
9/30/18,CSS INDUSTRIES INC,Retail - Apparel & Specialty,CSS,339,251,-3,-7,2,8,0,423,49,293,26.00%,-2.20%,-1.00%,-1.10%,-0.80%,-296.20%,231.90%,44.40%,11.60%,-7,30,273,118,161,295,14,86,27
9/30/18,"CST BRANDS, INC.",Retail - Defensive,CST,"11,160","9,736",154,268,484,5,0,"4,248","1,820","1,540",12.80%,2.40%,1.30%,9.40%,3.40%,22.10%,105.20%,175.70%,42.80%,-19,167,612,582,215,473,124,327,119
9/30/18,"CSW INDUSTRIALS, INC.",Industrial Products,CSWI,326,178,-12,51,58,5,0,341,24,266,45.30%,15.60%,-3.60%,-4.50%,-3.50%,-359.20%,284.40%,28.20%,7.00%,0,12,128,45,113,113,1,-56,-8
9/30/18,CSX CORP,Transportation & Logistics,CSX,"11,408","6,352","5,471","3,741","5,056",35,0,"35,739","11,809","14,721",44.30%,32.80%,48.00%,37.20%,15.30%,100.10%,101.10%,142.80%,33.00%,-708,419,"1,915","1,894",940,"1,156",58,240,95
9/30/18,CTI BIOPHARMA CORP,Biotechnology,CTIC,25,0,-45,-40,,,33,55,14,16,98.60%,-157.20%,-162.40%,-253.80%,-74.40%,,243.70%,241.10%,25.50%,,27,47,19,97,97,2,48,16
9/30/18,CTS CORP,,CTS,436,292,18,45,,,26,549,87,356,33.10%,10.30%,4.00%,4.90%,3.20%,,236.70%,54.20%,15.90%,,121,243,102,0,"1,323",608,"4,189","-2,417"
9/30/18,CTS Eventim,,,,,,,,,,,,,,,,,,,,,,,,,,31,64,2,-41,0
9/30/18,CubeSmart,REITs,CUBE,588,192,155,221,363,-2,0,"3,640","1,537","1,760",67.40%,37.50%,26.70%,8.90%,4.30%,72.10%,2.20%,106.80%,42.20%,-214,3,8,342,74,100,2,43,26
9/30/18,CUBIC CORP /DE/,Aerospace & Defense,CUB,"1,082",732,8,20,66,-20,54,"1,234",226,676,32.30%,1.90%,-3.30%,-5.30%,-2.90%,-20.10%,221.80%,82.60%,18.30%,-7,94,614,277,,,,,
9/30/18,"CULLEN/FROST BANKERS, INC.",Banks,CFR,"1,203",,356,408,546,12,,"31,748","1,383","3,298",,34.00%,30.30%,11.00%,1.10%,133.20%,,862.70%,4.30%,-152,546,,,35,175,61,157,0
9/30/18,CULP INC,,CFI,324,259,21,27,35,-1,0,226,4,166,20.00%,8.50%,6.50%,12.60%,9.20%,97.00%,333.30%,36.30%,1.80%,-7,39,121,36,249,329,9,5,8
