period,company,sector,ticker,revenues,cogs,net_income,ebit,ebitda,chg_wc,r_and_d,assets,debt,equity,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,dividends,cash_and_eq,curr_assets,curr_liab,sg_a,op_exp,net_interest_paid,pretax_income,taxes
9/30/10,ALPHA NETWORK ALLIANCE VENTURES INC.,,ANAV,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,Alphabet,Online Media,GOOG,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,"Alphabet Holding Company, Inc.",,ALPX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,"ALPINE IMMUNE SCIENCES, INC.",Biotechnology,ALPN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,"Alta Mesa Holdings, LP",,ALTMS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,Altair Engineering Inc.,Application Software,ALTR,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,Altera Corp.,,ALTR_delisted,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,"Alteryx, Inc.",Application Software,AYX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,"Altimmune, Inc.",Biotechnology,ALT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,Altisource Asset Management Corp,Asset Management,AAMC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,Altisource Residential Corp,Asset Management,RESI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,Altra Industrial Motion Corp.,Industrial Products,AIMC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,"ALTRIA GROUP, INC.",Tobacco Products,MO,"24,450","15,465","3,711","6,088","6,369",532,0,"37,110","12,194","5,185",36.80%,24.90%,15.20%,71.60%,10.00%,134.80%,86.70%,615.70%,32.90%,"-2,871","1,700","5,506","6,349","2,708","2,897","1,139","5,391","1,678"
9/30/10,AMARU INC,,AMRU,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,AMAZON COM INC,Retail - Apparel & Specialty,AMZN,"30,777","23,787","1,120","1,407","1,917","1,735",0,"14,162",164,"6,397",22.70%,4.60%,3.60%,17.50%,7.90%,224.30%,150.00%,121.40%,1.20%,0,"5,885","9,559","6,375","5,484","5,583",-10,"1,462",352
9/30/10,AMBARELLA INC,Semiconductors,AMBA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,AmBev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/10,Amc Networks Inc,Entertainment,AMCX,974,310,54,243,349,-283,0,,0,,68.10%,24.90%,5.50%,,,-30.60%,,,,0,,,,314,420,79,159,70
9/30/10,AMEDICA Corp,Medical Devices,AMDA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,AMEDISYS INC,Health Care Providers,AMED,"1,556","1,074",145,253,283,18,0,"1,222",203,784,30.90%,16.30%,9.40%,18.60%,11.90%,109.60%,109.40%,55.80%,16.60%,0,82,261,239,172,228,10,245,95
9/30/10,Amerco,Consulting & Outsourcing,UHAL,"2,002",104,53,194,423,66,0,,0,,94.80%,9.70%,3.30%,,,286.70%,,,,-13,,,,"1,022","1,704",93,100,35
9/30/10,AMEREN CORP,Utilities - Regulated,AEE,"7,135","2,799",624,"1,423","2,131",343,0,"23,702","8,165","8,060",60.80%,19.90%,8.80%,7.70%,2.60%,69.50%,166.10%,194.10%,34.40%,-338,622,"2,842","1,711",0,"2,913",508,956,332
9/30/10,AmÃ©rica Latina LogÃ­stica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/10,American Airlines Group Inc.,Airlines,AAL,"20,931","16,652","-1,219",-686,293,405,0,,0,,20.40%,-3.30%,-5.80%,,,49.10%,,,,0,,,,911,"4,965",784,"-1,503",-284
9/30/10,"American Assets Trust, Inc.",,AAT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,AMERICAN BIO MEDICA CORP,Biotechnology,ABMC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,American Campus Communities Inc,REITs,ACC,,,,,,,,"2,235","1,129",939,,,,,,,8.80%,137.90%,50.50%,,66,101,"1,150",,,,,
9/30/10,American Capital Agency Corp,REITs,AGNC,130,0,119,119,119,-16,0,,0,,100.00%,91.20%,91.20%,,,86.40%,,,,-80,,,,6,11,0,119,0
9/30/10,AMERICAN EAGLE OUTFITTERS INC,Retail - Apparel & Specialty,AEO,"2,987","1,780",158,325,,,0,"1,975",35,"1,506",40.40%,10.90%,5.30%,10.50%,8.00%,,322.80%,31.10%,1.80%,,544,"1,046",324,742,882,0,322,101
9/30/10,AMERICAN ELECTRIC POWER CO INC,Utilities - Regulated,AEP,"13,489","4,531","1,357","2,771","4,368","-1,120",0,"48,348","17,624","13,201",66.40%,20.50%,10.10%,10.30%,2.80%,208.60%,89.30%,266.20%,36.40%,-761,853,"4,756","5,327",0,"6,187",962,"1,938",575
9/30/10,AMERICAN EXPRESS CO,Credit Services,AXP,"24,336",,"2,130","2,841","3,911",-751,,"125,145","54,682","14,406",,11.70%,8.80%,14.80%,1.70%,81.40%,,768.70%,43.70%,-924,"1,525",,,,,,"2,841",704
9/30/10,AMERICAN FINANCIAL GROUP INC,Insurance - Property & Casualty,AFG,"4,348",,521,"1,322",,,,,0,,,30.40%,11.70%,,,,,,,,,,,,,,791,283
9/30/10,American Homes 4 Rent,REITs,AMH,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,AMERICAN INTERNATIONAL GROUP INC,Insurance,AIG,"80,687",,"-6,520","8,643","20,480",890,,"863,697","139,429","103,659",,10.70%,-5.90%,-4.60%,-0.50%,-463.30%,,733.20%,16.10%,0,"2,133",,,,,,"-6,150",-633
9/30/10,"American Renal Associates Holdings, Inc.",Medical Diagnostics & Research,ARA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,AMERICAN SOFTWARE INC,Application Software,AMSWA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,AMERICAN SUPERCONDUCTOR CORP /DE/,Computer Hardware,AMSC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/10,AMERICAN TOWER CORP /MA/,Communication Services,AMT,"1,816",435,328,723,"1,157",-33,0,"8,586","4,154","3,430",76.10%,39.80%,18.10%,9.60%,3.80%,213.90%,214.70%,150.30%,48.40%,0,331,771,359,201,659,224,481,153
9/30/10,"American Water Works Company, Inc.",Utilities - Regulated,AWK,"2,307",0,211,615,,,0,,0,,100.00%,26.70%,9.10%,,,,,,,,,,,"1,174","1,692",303,345,122
9/30/10,AMERICAN WOODMARK CORP,Manufacturing - Apparel & Furniture,AMWD,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
