period,company,sector,ticker,revenues,cogs,net_income,ebit,ebitda,chg_wc,r_and_d,assets,debt,equity,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,dividends,cash_and_eq,curr_assets,curr_liab,sg_a,op_exp,net_interest_paid,pretax_income,taxes
9/30/19,ACTUANT CORP,Industrial Products,ATU,655,362,-249,74,,,0,"1,124",460,301,44.70%,11.40%,-38.00%,-82.70%,-22.20%,,243.10%,273.30%,40.90%,,211,730,300,209,218,28,19,11
9/30/19,ACUITY BRANDS INC,Computer Hardware,AYI,"3,673","2,193",330,465,553,37,0,"4,133",363,"1,919",40.30%,12.70%,9.00%,17.20%,8.00%,133.80%,241.90%,65.30%,8.80%,-21,461,"1,442",596,"1,015","1,015",33,425,95
9/30/19,Acushnet Holdings Corp.,Travel & Leisure,Golf,"1,626",789,93,162,202,-14,52,"1,877",516,947,51.50%,10.00%,5.90%,10.10%,5.10%,116.30%,189.00%,98.30%,27.50%,-41,0,813,430,616,675,19,140,44
9/30/19,"ADAMS RESOURCES & ENERGY, INC.",Oil & Gas - Integrated,AE,"1,808",49,7,6,17,29,0,315,4,151,97.30%,0.30%,0.40%,4.50%,2.10%,424.30%,173.40%,108.80%,1.40%,-4,131,252,145,"1,742","1,754",-2,8,2
9/30/19,"Adaptive Medias, Inc.",,ADTM,,,,,,,,1,1,-8,,,,,,,18.60%,-116.50%,44.10%,,0,1,5,,,,,
9/30/19,addyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/19,Adeptus Health Inc.,,ADPT,404,0,85,22,37,-147,0,799,161,345,100.00%,5.60%,36.30%,42.40%,18.30%,-111.50%,286.30%,131.40%,20.10%,0,6,169,59,316,381,8,193,47
9/30/19,ADESTO TECHNOLOGIES Corp,Semiconductors,IOTS,83,47,-21,-11,-4,-7,20,137,30,63,43.20%,-12.80%,-25.70%,-34.20%,-15.60%,66.60%,131.20%,118.70%,21.60%,0,9,53,41,23,47,4,-22,0
9/30/19,"ADIAL PHARMACEUTICALS, INC.",Biotechnology,ADIL,0,0,-14,-9,-9,0,2,11,0,10,0.00%,0.00%,0.00%,-141.90%,-133.60%,66.70%,1704.70%,6.20%,0.00%,0,10,11,1,9,9,1,-14,0
9/30/19,adidas Group,Retail - Apparel & Specialty,ADS.DE,"25,669","12,124","2,196","2,952","3,949",288,0,"21,993","3,826","7,541",52.80%,11.50%,8.60%,29.20%,10.00%,123.00%,131.70%,191.60%,15.20%,-758,"2,801","11,677","8,869","10,671","10,791",46,"2,859",760
9/30/19,Adient plc,Autos,ADNT,,,,,,590,,,0,,,,,,,,,,,-52,,,,,,,,
9/30/19,ADOBE SYSTEMS INC,Application Software,ADBE,"9,552","1,333","2,682","2,832","3,247",387,"1,654","19,506","4,130","9,871",86.00%,29.60%,28.10%,27.20%,13.80%,122.70%,96.60%,97.60%,21.20%,0,"3,226","5,134","5,314","3,612","5,386",110,"2,794",112
9/30/19,"ADOMANI, INC.",Autos,ADOM,5,5,-11,-11,-11,-1,1,11,0,8,2.60%,-227.00%,-220.50%,-145.30%,-102.00%,108.00%,338.20%,42.50%,0.00%,0,8,10,3,11,12,0,-11,0
9/30/19,ADT Corp,Computer Hardware,ADT,"3,596","1,663",282,621,"1,775",22,0,"10,823","5,353","2,924",53.80%,17.30%,7.80%,9.60%,2.60%,110.30%,58.10%,270.10%,49.50%,-142,75,377,649,"1,312","1,312",210,411,129
9/30/19,"ADURO BIOTECH, INC.",Biotechnology,ADRO,15,0,-95,-97,-92,4,76,358,0,135,100.00%,-645.40%,-632.00%,-70.50%,-26.70%,94.30%,927.30%,164.20%,0.00%,0,266,283,31,36,112,-5,-96,-1
9/30/19,ADVANCE AUTO PARTS INC,Retail - Apparel & Specialty,AAP,"9,664","5,415",437,617,850,121,0,"11,268",747,"3,671",44.00%,6.40%,4.50%,11.90%,3.90%,137.50%,136.40%,206.90%,6.60%,-17,748,"5,962","4,372","3,632","3,632",50,574,137
9/30/19,"Advanced Emissions Solutions, Inc.",Industrial Products,ADES,39,20,42,-8,-6,-4,0,194,68,106,49.70%,-20.90%,107.20%,39.80%,21.80%,-48.70%,141.20%,83.00%,35.20%,-20,21,56,40,15,28,4,52,10
9/30/19,ADVANCED ENERGY INDUSTRIES INC,Computer Hardware,AEIS,719,353,147,176,189,-25,76,816,0,607,50.90%,24.40%,20.50%,24.20%,18.00%,80.70%,515.30%,34.40%,0.00%,0,352,568,110,108,190,0,172,25
9/30/19,ADVANCED MICRO DEVICES INC,Semiconductors,AMD,"6,100","3,729",272,309,481,-789,"1,464","4,931","1,094","1,788",38.90%,5.10%,4.50%,15.20%,5.50%,-158.10%,208.40%,175.80%,22.20%,0,"1,194","3,677","1,764",598,"2,062",117,244,-30
9/30/19,AdvanSource Biomaterials Corp,,ASNB,0,0,0,0,0,0,0,0,0,0,73.80%,22.40%,10.00%,-228.80%,11.20%,132.90%,112.10%,-2141.80%,66.60%,0,0,0,0,0,0,0,0,0
9/30/19,"Adverum Biotechnologies, Inc.",Biotechnology,ADVM,1,0,-70,-71,-69,-3,47,221,0,188,100.00%,-5074.60%,-5008.30%,-37.20%,-31.60%,105.60%,1820.30%,17.50%,0.00%,0,189,193,11,,,,,
9/30/19,Aecom Technology Corp,Engineering & Construction,ACM,"20,531","19,792",274,595,858,-175,0,"14,737","3,892","4,395",3.60%,2.90%,1.70%,7.70%,2.30%,163.40%,122.90%,235.30%,26.40%,0,593,"7,241","5,890",25,72,0,-71,-1
9/30/19,"Aeglea BioTherapeutics, Inc.",Biotechnology,AGLE,0,0,-62,-64,-63,9,50,117,5,100,0.00%,0.00%,0.00%,-62.20%,-52.80%,89.00%,844.40%,17.90%,4.10%,0,106,110,13,144,144,225,378,39
9/30/19,AEHR TEST SYSTEMS,Semiconductors,AEHR,22,14,-4,-3,-3,-2,4,22,0,15,38.10%,-14.90%,-18.90%,-27.00%,-18.80%,120.90%,465.00%,44.10%,0.00%,0,5,18,4,14,64,-2,-62,0
9/30/19,AEP INDUSTRIES INC,,AEPI,"1,096",905,29,67,96,7,0,393,136,113,17.40%,6.10%,2.60%,25.40%,7.30%,239.80%,175.70%,246.60%,34.50%,-4,4,202,115,8,12,0,-4,0
9/30/19,AEROCENTURY CORP,Consulting & Outsourcing,ACY,30,0,-10,13,26,4,0,214,162,40,100.00%,44.40%,-32.30%,-24.50%,-4.50%,-241.60%,29.00%,441.40%,75.50%,0,8,40,137,124,124,20,47,18
9/30/19,"AEROJET ROCKETDYNE HOLDINGS, INC.",Aerospace & Defense,AJRD,"1,896","1,549",137,271,343,0,0,"2,490",625,421,18.30%,14.30%,7.20%,32.60%,5.50%,180.90%,140.50%,491.10%,25.10%,0,735,"1,234",878,3,17,10,-11,-1
9/30/19,AEROPOSTALE INC,,ARO,"1,481","1,165",-119,-73,,,0,380,0,-105,21.30%,-5.00%,-8.00%,113.70%,-31.40%,,105.60%,-462.60%,0.00%,,25,255,242,44,76,24,189,51
9/30/19,AeroVironment Inc,Aerospace & Defense,AVAV,343,199,61,58,65,-29,30,499,0,456,41.80%,16.90%,17.70%,13.30%,12.20%,22.30%,1045.50%,9.50%,0.00%,0,294,437,42,389,389,15,-118,1
9/30/19,AES CORP,Utilities - Regulated,AES,"10,646","8,143",671,"2,321","3,316",-5,0,"33,471","19,710","6,539",23.50%,21.80%,9.60%,15.60%,3.00%,57.70%,134.40%,411.90%,58.90%,-348,"1,804","5,855","4,357",55,85,-4,73,14
9/30/19,AETNA INC /PA/,Health Care Plans,AET,"61,233",,"3,665","5,309","5,915","-2,935",,"57,103","8,157","18,563",,8.70%,6.00%,19.80%,6.50%,32.40%,,207.60%,14.30%,-654,"6,769",,,182,182,727,"1,374",592
9/30/19,"AFFILIATED MANAGERS GROUP, INC.",Asset Management,AMG,"2,378",987,244,767,789,-4,0,"8,219","1,830","4,969",58.50%,32.20%,22.40%,10.70%,6.50%,109.90%,44.70%,65.40%,22.30%,0,566,966,"2,163",,,,"5,024","1,343"
9/30/19,"Affinion Group Holdings, Inc.",,AGHI,700,331,302,64,113,3,0,682,"1,573","-1,289",52.70%,9.10%,43.30%,-23.50%,44.50%,38.10%,99.60%,-152.90%,230.70%,0,85,339,340,418,624,81,714,181
9/30/19,"Affinion Group, Inc.",Metals & Mining,AGI,956,330,22,139,192,-11,0,795,"1,836","-1,530",65.50%,14.50%,2.40%,-1.50%,2.90%,766.20%,81.00%,-152.00%,230.90%,0,34,352,434,257,305,197,-172,0
9/30/19,AFLAC INC,Insurance - Life,AFL,"21,758",,"2,920","4,205","4,205",848,,"140,406","5,778","23,462",,19.30%,13.40%,12.40%,2.10%,136.60%,,498.40%,4.10%,-793,"4,337",,,434,487,108,30,7
9/30/19,AGCO CORP /DE,Farm & Construction Machinery,AGCO,"9,340","7,315",326,539,822,-33,349,"8,204","1,879","3,019",21.70%,5.80%,3.50%,10.80%,4.00%,140.10%,129.70%,171.80%,22.90%,-47,293,"3,961","3,055",,,,"3,983","1,063"
9/30/19,AGILENT TECHNOLOGIES INC,Medical Diagnostics & Research,A,"5,019","2,269","1,117",955,"1,171",-136,400,"9,022","1,798","5,125",54.80%,19.00%,22.30%,21.80%,12.40%,94.40%,341.00%,76.00%,19.90%,-199,"2,155","3,812","1,118","1,067","1,487",47,406,119
9/30/19,AGILYSYS INC,Application Software,AGYS,136,65,-10,-10,-7,2,35,167,0,104,52.10%,-7.40%,-7.20%,-9.40%,-5.80%,58.90%,136.20%,60.80%,0.10%,0,37,81,59,"1,395","1,795",32,952,-165
9/30/19,AGIOS PHARMACEUTICALS INC,Biotechnology,AGIO,94,1,-346,-362,-355,-35,341,858,0,688,98.50%,-384.00%,-366.60%,-50.30%,-40.30%,114.90%,656.40%,24.90%,0.00%,0,585,614,94,44,90,0,-12,0
9/30/19,AGL RESOURCES INC,Utilities - Regulated,GAS,,,,,,,,,0,,,,,,,,,,,,,,,114,455,-16,-346,0
9/30/19,AGREE REALTY CORP,,ADC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/19,AIA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/19,AILERON THERAPEUTICS INC,Biotechnology,ALRN,0,0,-31,-31,,0,18,22,0,13,,,,-242.60%,-139.20%,,311.20%,74.40%,0.00%,0,13,14,5,,,,,
9/30/19,AIR INDUSTRIES GROUP,Aerospace & Defense,AIRI,,,,,,1,,53,32,10,,,,,,,113.40%,418.00%,59.30%,0,1,40,35,14,31,0,-31,0
9/30/19,AIR LEASE CORP,Consulting & Outsourcing,AL,"1,765",0,538,"1,056","1,661",-36,0,"19,179","11,870","5,174",100.00%,59.80%,30.50%,10.40%,2.80%,-365.00%,61.70%,270.70%,61.90%,-46,286,298,483,,,,,
9/30/19,AIR PRODUCTS & CHEMICALS INC /DE/,Chemicals,APD,,,,,,-328,,"19,532","3,820","11,727",,,,,,,228.10%,66.60%,19.60%,-980,"2,697","4,915","2,155",104,709,364,674,135
9/30/19,Aircastle LTD,Consulting & Outsourcing,AYR,854,0,248,467,778,36,0,"7,871","4,761","2,009",100.00%,54.70%,29.00%,12.30%,3.10%,-68.80%,270.50%,291.90%,60.50%,-89,153,652,241,,,,,
9/30/19,"Airgas, Inc.",,ARG,"5,314","2,302",338,617,969,7,0,"6,135","2,588","2,045",56.70%,11.60%,6.30%,16.50%,5.50%,104.40%,120.60%,200.00%,42.20%,-175,56,"1,384","1,148",76,387,235,262,6
9/30/19,AK STEEL HOLDING CORP,Steel,AKS,"6,818","5,911",186,364,617,-54,0,"4,516","1,994",430,13.30%,5.30%,3.60%,56.80%,5.40%,170.90%,195.00%,951.40%,44.10%,0,49,"2,201","1,129","2,043","2,396",60,530,192
9/30/19,AKAMAI TECHNOLOGIES INC,Application Software,AKAM,"2,752",959,352,448,886,-75,247,"5,183",884,"3,283",65.10%,16.30%,12.80%,10.70%,6.80%,147.80%,319.20%,57.90%,17.10%,0,"1,119","1,818",570,323,543,152,238,-6
9/30/19,"Akers Biosciences, Inc.",Medical Instruments & Equipment,AKER,,,,,,1,,6,0,4,,,,,,,324.50%,37.50%,0.00%,0,4,5,2,"1,064","1,345",19,407,55
9/30/19,AKORN INC,Drug Manufacturers,AKRX,676,459,-455,-167,-85,55,43,"1,437",822,366,32.10%,-24.60%,-67.40%,-124.50%,-31.70%,13.10%,326.10%,292.90%,57.20%,0,184,550,169,,,,,
9/30/19,ALAMO GROUP INC,Farm & Construction Machinery,ALG,"1,033",774,74,102,119,-95,0,852,180,521,25.10%,9.90%,7.20%,14.20%,8.70%,-26.90%,463.00%,63.40%,21.20%,-5,39,532,115,289,384,51,-483,-28
9/30/19,"Alarm.com Holdings, Inc.",Application Software,ALRM,440,156,20,9,31,7,95,480,66,292,64.50%,2.10%,4.50%,6.80%,4.20%,186.30%,318.10%,64.10%,13.80%,0,122,241,76,157,157,5,95,21
9/30/19,"ALASKA AIR GROUP, INC.",Airlines,ALK,"8,264","6,039",437,775,"1,173",158,0,"10,912","2,103","3,751",26.90%,9.40%,5.30%,11.70%,4.00%,51.00%,60.70%,190.90%,19.30%,-158,"1,236","1,787","2,942",157,274,3,9,-11
9/30/19,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,Communication Services,ALSK,232,108,9,24,58,9,0,455,170,170,,,,,,305.60%,138.60%,168.20%,37.40%,0,13,65,47,317,"1,467",40,809,198
9/30/19,ALBEMARLE CORP,Chemicals,ALB,"3,385","2,190",695,674,873,-49,64,"7,871","1,820","3,864",35.30%,19.90%,22.20%,19.40%,9.60%,-14.90%,155.50%,103.70%,23.10%,-145,465,"1,987","1,278",67,101,13,11,2
9/30/19,Alcoa Corp,Metals & Mining,AA,"13,403","10,081",227,"2,310","3,043",-794,31,"15,938","1,802","7,394",24.80%,17.20%,6.50%,11.80%,5.50%,129.10%,141.60%,115.50%,11.30%,0,"1,113","4,134","2,919",458,522,51,810,162
9/30/19,ALCOA INC.,Industrial Products,ARNC,"14,014","11,397",642,"1,334","1,910","-1,306",103,"18,693","6,330","5,585",18.70%,9.50%,4.60%,11.50%,3.40%,-60.80%,187.00%,234.70%,33.90%,-119,"2,277","6,581","3,520",248,"1,012",122,"1,597",726
9/30/19,ALERE INC.,Medical Diagnostics & Research,ALR,"2,325","1,253",-277,-65,,,112,"5,557","2,907","1,766",46.10%,-2.80%,-11.00%,-14.50%,-4.60%,,203.60%,214.70%,52.30%,,492,"1,384",679,604,"1,283",378,868,226
9/30/19,"Aleris International, Inc.",,ARS,,,,,,,,"2,327",695,683,,,,,,,200.70%,240.80%,29.90%,,106,"1,253",624,"1,025","1,137",177,-236,69
9/30/19,"Alexander & Baldwin, Inc.",REITs,ALEX,,,,,,115,,"2,225",778,"1,216",,,,,,,139.60%,83.00%,35.00%,-157,11,181,129,,,,,
9/30/19,ALEXANDERS INC,REITs,ALX,233,0,33,101,139,-16,0,"1,481",0,285,100.00%,43.20%,14.10%,11.50%,2.20%,374.50%,24.50%,419.60%,0.00%,-92,283,294,"1,196",,,,,
9/30/19,Alexandria Real Estate Equities Inc,REITs,ARE,"1,327",381,364,378,856,-192,0,"14,465","5,478","7,895",71.30%,28.50%,30.30%,5.10%,2.80%,-60.40%,16.40%,83.20%,37.90%,-386,234,282,"1,723",5,132,45,57,0
9/30/19,ALEXION PHARMACEUTICALS INC,Biotechnology,ALXN,"4,131",374,78,"1,595","2,000",-434,730,"13,932","2,957","9,165",90.90%,38.60%,1.90%,0.90%,0.60%,1531.10%,288.30%,52.00%,21.20%,0,"1,564","3,385","1,174",,,,,
9/30/19,ALICO INC,Consumer Packaged Goods,ALCO,122,72,22,35,49,8,0,400,166,183,41.40%,28.40%,17.70%,11.80%,5.40%,184.30%,188.90%,118.00%,41.60%,-2,4,44,23,"1,199","2,337",81,"1,544",74
9/30/19,Align Technology Inc,Medical Devices,ALGN,"1,966",519,400,467,521,19,129,"2,052",0,"1,253",,,,31.90%,19.50%,64.70%,188.20%,63.80%,0.00%,0,735,"1,302",692,16,16,8,28,7
9/30/19,ALJ REGIONAL HOLDINGS INC,Business Services,ALJJ,356,277,-5,10,,,0,234,94,86,22.30%,2.70%,-1.40%,-5.70%,-2.10%,,137.50%,173.20%,40.40%,,3,60,44,852,981,-9,458,58
9/30/19,Alkermes PLC,Biotechnology,ALKS,"1,094",176,-139,-99,5,-6,425,"1,825",279,"1,171",83.90%,-9.10%,-12.70%,-11.90%,-7.60%,59.70%,289.40%,55.80%,15.30%,0,539,983,340,70,70,11,-1,4
9/30/19,Alleghany Corp,Insurance - Property & Casualty,Y,"5,465",0,308,480,,-289,0,"25,793","1,676","8,412",100.00%,8.80%,6.10%,3.90%,1.30%,,,206.60%,6.50%,0,"3,301","4,419","13,336",526,"1,017",6,-127,12
9/30/19,Allegheny Technologies Inc.,Industrial Products,ATI,"4,047","3,416",222,362,519,46,0,"5,502","1,542","1,992",15.60%,8.90%,5.90%,11.90%,4.30%,175.10%,268.50%,176.20%,28.00%,0,382,"2,247",837,27,"7,143",93,387,56
9/30/19,Allegiant Travel CO,Airlines,ALGT,"1,667",446,162,243,,,0,"2,499","1,272",690,73.30%,14.60%,9.70%,23.40%,6.50%,,96.40%,262.00%,50.90%,,396,495,514,268,268,101,248,11
9/30/19,Allegion plc,Consulting & Outsourcing,ALLE,"2,732","1,558",435,526,612,-11,0,"2,810","1,445",654,43.00%,19.20%,15.90%,66.60%,15.50%,117.70%,215.30%,329.70%,51.40%,-79,284,916,426,487,978,45,199,38
9/30/19,Allergan Inc.,Drug Manufacturers,AGN_old,"7,238",842,"1,524","2,009","2,257",-193,"1,192","12,416","2,157","7,763",88.40%,27.80%,21.10%,19.70%,12.30%,88.20%,441.20%,59.90%,17.40%,-60,"4,966","6,871","1,557",648,648,54,475,40
9/30/19,Allergan plc,Drug Manufacturers,AGN,"15,787","2,191","-5,143","-3,407","3,342","-1,292","3,071","101,788","23,798","65,131",86.10%,-21.60%,-32.20%,-7.80%,-5.00%,-70.70%,113.10%,56.30%,23.40%,"-1,050","1,907","6,475","5,728","2,837","4,386",62,"1,989",457
9/30/19,Allete Inc,Utilities - Regulated,ALE,"1,499",695,174,201,412,58,0,"5,165","1,486","2,156",53.60%,13.40%,11.60%,8.10%,3.40%,99.00%,82.50%,139.60%,28.80%,-115,69,334,405,"4,522","17,003",866,"-6,857","-1,771"
