period,company,sector,ticker,revenues,cogs,net_income,ebit,ebitda,chg_wc,r_and_d,assets,debt,equity,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,dividends,cash_and_eq,curr_assets,curr_liab,sg_a,op_exp,net_interest_paid,pretax_income,taxes
9/30/15,AEROPOSTALE INC,,ARO,"2,387","1,768",61,98,162,7,0,787,0,422,25.90%,4.10%,2.50%,14.40%,7.70%,108.90%,208.90%,86.40%,0.00%,0,170,482,231,522,522,1,97,36
9/30/15,AeroVironment Inc,Aerospace & Defense,AVAV,246,157,4,1,10,25,30,386,0,341,36.10%,0.60%,1.60%,1.10%,1.00%,802.30%,709.80%,13.40%,0.00%,0,204,310,44,57,88,-1,5,1
9/30/15,AES CORP,Utilities - Regulated,AES,"15,846","12,939",969,"2,716","3,953",-632,0,"37,997","20,401","7,358",18.40%,17.10%,8.40%,18.10%,3.50%,50.30%,116.10%,416.40%,53.70%,-178,"1,919","7,642","6,582",191,191,"1,094","1,660",413
9/30/15,AETNA INC /PA/,Health Care Plans,AET,"56,415",,"2,178","4,032","4,663",713,,"53,026","7,913","14,982",,7.10%,3.90%,14.60%,4.10%,162.30%,,253.90%,14.90%,-315,"1,707",,,,,,"3,607","1,422"
9/30/15,"AFFILIATED MANAGERS GROUP, INC.",Asset Management,AMG,"2,511","1,031",434,815,832,210,0,"7,698","1,895","4,289",59.00%,32.50%,30.60%,17.90%,10.00%,101.20%,43.40%,79.50%,24.60%,0,551,977,"2,251",486,665,107,"1,014",246
9/30/15,"Affinion Group Holdings, Inc.",,AGHI,,,,,,71,,"1,020","2,273","-1,971",,,,,,,65.80%,-151.70%,222.90%,0,32,370,562,,,,,
9/30/15,"Affinion Group, Inc.",Metals & Mining,AGI,"1,460",458,-100,105,269,-39,0,"1,467","1,921","-1,152",68.70%,7.20%,-6.90%,8.70%,-6.80%,-217.90%,76.30%,-227.30%,131.00%,0,63,449,589,734,898,154,-87,13
9/30/15,AFLAC INC,Insurance - Life,AFL,"22,728",,"2,951","4,808","4,808","3,505",,"51,497","5,282","18,347",,21.10%,13.00%,16.10%,5.70%,229.50%,,552.80%,10.30%,-654,"4,658",,,,,,"4,491","1,540"
9/30/15,AGCO CORP /DE,Farm & Construction Machinery,AGCO,"9,093","7,194",341,595,870,92,324,"7,265","1,508","3,108",20.90%,6.50%,3.70%,10.80%,4.60%,164.00%,176.40%,133.80%,20.80%,-41,339,"3,670","2,081",940,"1,305",55,435,152
9/30/15,AGILENT TECHNOLOGIES INC,Medical Diagnostics & Research,A,"4,041","2,067",365,423,745,-256,352,"7,412","1,656","4,161",48.90%,10.50%,9.00%,8.80%,4.90%,92.30%,389.20%,78.10%,22.30%,-155,"2,197","3,620",930,"1,199","1,551",75,272,16
9/30/15,AGILYSYS INC,Application Software,AGYS,111,48,-9,-7,-5,7,26,169,0,125,56.70%,-6.10%,-7.90%,-7.00%,-5.10%,6.80%,228.40%,35.40%,0.10%,0,62,84,37,39,69,0,-9,0
9/30/15,AGIOS PHARMACEUTICALS INC,Biotechnology,AGIO,65,0,-54,-54,-53,-19,100,492,0,424,100.00%,-82.80%,-81.90%,-12.60%,-10.90%,138.00%,588.60%,15.90%,0.00%,0,342,360,61,19,119,0,-54,0
9/30/15,AGL RESOURCES INC,Utilities - Regulated,GAS,"17,511","6,032","1,856","4,250","6,550",884,0,"14,756","4,036","3,989",65.50%,24.30%,11.00%,48.20%,13.00%,61.80%,80.00%,246.80%,27.40%,"-1,871",25,"1,638","2,047",-42,"7,229",830,"2,755",880
9/30/15,AGREE REALTY CORP,,ADC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,AIA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,AILERON THERAPEUTICS INC,Biotechnology,ALRN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/15,AIR INDUSTRIES GROUP,Aerospace & Defense,AIRI,71,56,-1,1,5,-6,0,79,37,30,21.00%,1.70%,-1.10%,-2.60%,-1.00%,202.90%,105.70%,164.00%,47.70%,0,1,47,44,0,14,2,-1,0
9/30/15,AIR LEASE CORP,Consulting & Outsourcing,AL,"1,083",0,214,651,"1,000",61,0,"11,145","6,955","2,785",100.00%,60.10%,19.80%,7.70%,1.90%,-429.20%,69.40%,300.20%,62.40%,-13,210,227,327,82,432,233,330,116
9/30/15,AIR PRODUCTS & CHEMICALS INC /DE/,Chemicals,APD,"10,123","7,171","1,037","1,701","2,657",44,144,"17,672","5,863","8,009",29.20%,16.80%,10.30%,13.10%,5.90%,121.80%,106.30%,120.60%,33.20%,-667,215,"3,102","2,919",978,"1,251",110,"1,438",380
9/30/15,Aircastle LTD,Consulting & Outsourcing,AYR,819,0,101,463,763,-3,0,"6,175","3,745","1,720",100.00%,56.60%,12.30%,5.90%,1.60%,-258.80%,171.20%,258.90%,60.60%,-66,170,444,259,56,355,238,112,14
9/30/15,"Airgas, Inc.",,ARG,"4,746","2,175",313,573,843,-180,0,"5,321","2,161","1,750",54.20%,12.10%,6.60%,17.90%,5.90%,46.10%,137.00%,204.00%,40.60%,-95,45,"1,274",930,"1,728","1,998",66,492,179
9/30/15,AK STEEL HOLDING CORP,Steel,AKS,"6,506","6,008",-97,47,269,-245,0,"4,828","2,422",-77,7.60%,0.70%,-0.50%,44.30%,-0.70%,189.20%,174.00%,-6370.10%,50.20%,0,70,"1,958","1,125",247,451,145,-26,8
9/30/15,AKAMAI TECHNOLOGIES INC,Application Software,AKAM,"2,037",641,339,491,755,-22,133,"3,987",610,"2,982",68.50%,24.10%,16.60%,11.40%,8.50%,101.70%,461.00%,33.70%,15.30%,0,713,"1,242",269,741,906,9,480,141
9/30/15,"Akers Biosciences, Inc.",Medical Instruments & Equipment,AKER,3,1,-5,-6,-5,-1,1,13,0,12,70.50%,-164.40%,-161.20%,-44.90%,-41.00%,115.30%,848.40%,9.60%,0.00%,0,7,10,1,7,8,0,-5,0
9/30/15,AKORN INC,Drug Manufacturers,AKRX,692,350,42,144,242,-10,36,"1,976","1,121",442,49.40%,20.90%,6.10%,9.50%,2.10%,548.20%,353.50%,347.00%,56.70%,0,129,544,154,106,198,47,66,24
9/30/15,ALAMO GROUP INC,Farm & Construction Machinery,ALG,874,678,41,64,78,-19,0,647,209,331,22.50%,7.30%,4.70%,12.50%,6.40%,75.30%,427.70%,95.50%,32.20%,-3,37,412,96,132,132,5,61,20
9/30/15,"Alarm.com Holdings, Inc.",Application Software,ALRM,176,70,1,19,,,26,,0,,60.30%,10.80%,7.00%,,,,,,,,,,,57,87,0,18,6
9/30/15,"ALASKA AIR GROUP, INC.",Airlines,ALK,"5,368","3,577",605,932,"1,226",-21,0,"6,064",803,"2,127",33.40%,17.40%,11.30%,28.40%,10.00%,32.80%,98.10%,185.10%,13.20%,-68,"1,217","1,639","1,671",205,965,22,"1,295",490
9/30/15,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,Communication Services,ALSK,315,181,-3,0,32,8,0,730,429,135,,,,,,130.40%,85.30%,440.40%,58.80%,0,32,84,98,101,134,34,-5,-2
9/30/15,ALBEMARLE CORP,Chemicals,ALB,"2,730","1,896",120,329,468,46,92,"9,795","4,013","3,247",30.50%,12.00%,5.30%,4.40%,1.50%,244.50%,115.80%,201.60%,41.00%,-86,261,"1,687","1,456",413,505,68,194,19
9/30/15,Alcoa Corp,Metals & Mining,AA,"13,147","10,548",-256,"1,167","2,121",-618,95,,0,,19.80%,8.90%,-2.60%,,,-223.30%,,,,0,,,,383,"1,432",309,-63,284
9/30/15,ALCOA INC.,Industrial Products,ARNC,"12,542","10,349",268,864,"2,236","-1,632",123,"37,363","8,852","14,791",17.50%,6.90%,1.40%,1.20%,0.50%,-445.80%,143.80%,152.60%,23.70%,-161,"1,877","7,848","5,458",770,"1,329",442,113,174
9/30/15,ALERE INC.,Medical Diagnostics & Research,ALR,"2,526","1,240",-136,166,,,184,"7,100","3,876","2,032",50.90%,6.60%,-4.50%,-5.60%,-1.60%,,213.40%,249.40%,54.60%,,321,"1,409",660,936,"1,120",284,-122,-28
9/30/15,"Aleris International, Inc.",,ARS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/15,"Alexander & Baldwin, Inc.",REITs,ALEX,,,,,,31,,"2,322",706,"1,215",,,,,,,91.60%,91.10%,30.40%,-8,3,168,183,,,,,
9/30/15,ALEXANDERS INC,REITs,ALX,201,0,68,97,129,-48,0,"1,418",0,348,100.00%,48.10%,33.80%,19.50%,4.80%,113.30%,31.70%,307.10%,0.00%,-66,253,340,"1,070",5,104,32,67,0
9/30/15,Alexandria Real Estate Equities Inc,REITs,ARE,808,249,66,254,501,-60,0,"8,737","4,314","3,775",69.20%,31.40%,12.00%,2.60%,1.10%,73.90%,8.70%,131.40%,49.40%,-239,76,124,"1,422",58,305,100,90,0
9/30/15,ALEXION PHARMACEUTICALS INC,Biotechnology,ALXN,"2,234",174,657,916,963,158,514,"4,202",165,"3,302",92.20%,41.00%,29.40%,19.90%,15.60%,-47.30%,460.80%,27.30%,3.90%,0,"1,962","2,796",607,805,"1,489",25,629,398
9/30/15,ALICO INC,Consumer Packaged Goods,ALCO,165,125,23,24,34,5,0,470,211,183,24.20%,14.50%,14.00%,12.60%,4.90%,120.10%,392.50%,156.30%,44.90%,-1,10,79,20,16,16,7,43,20
9/30/15,Align Technology Inc,Medical Devices,ALGN,762,183,146,194,211,9,53,988,0,753,,,,19.40%,14.80%,104.20%,325.60%,31.20%,0.00%,0,455,657,202,332,385,0,190,45
9/30/15,ALJ REGIONAL HOLDINGS INC,Business Services,ALJJ,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/15,Alkermes PLC,Biotechnology,ALKS,619,176,-30,-87,11,5,272,"1,919",356,"1,397",71.60%,-14.10%,-4.90%,-2.10%,-1.60%,-34.50%,671.50%,37.40%,18.50%,0,631,877,131,200,530,11,-14,16
9/30/15,Alleghany Corp,Insurance - Property & Casualty,Y,"5,103",0,600,921,,453,0,"23,561","1,765","7,638",100.00%,18.00%,11.80%,7.90%,2.50%,,36.10%,208.50%,7.50%,0,"3,591","4,427","12,255",50,"4,182",91,829,228
9/30/15,Allegheny Technologies Inc.,Industrial Products,ATI,"4,223","3,845",-3,106,283,-165,0,"6,572","1,516","2,721",9.00%,2.50%,0.20%,0.40%,0.10%,-1035.40%,276.50%,141.50%,23.10%,-77,270,"2,482",898,273,273,109,2,-9
9/30/15,Allegiant Travel CO,Airlines,ALGT,"1,137",388,87,201,284,40,0,"1,235",589,294,65.90%,17.60%,7.60%,29.30%,7.00%,-6.90%,118.10%,320.00%,47.70%,-42,359,427,362,222,548,20,137,51
9/30/15,Allegion plc,Consulting & Outsourcing,ALLE,"2,118","1,265",175,326,375,-14,0,"2,016","1,265",19,40.30%,15.40%,8.20%,933.00%,8.60%,130.70%,210.20%,10796.80%,62.70%,-35,291,969,461,527,527,54,268,84
9/30/15,Allergan Inc.,Drug Manufacturers,AGN_old,"4,919",722,1,628,885,-68,805,"8,308","2,205","4,781",85.30%,12.80%,0.10%,0.10%,0.10%,10359.20%,261.30%,73.80%,26.50%,-61,"2,740","3,994","1,528","2,627","3,570",71,171,166
9/30/15,Allergan plc,Drug Manufacturers,AGN,"4,677","1,705","-1,631","-2,567",261,-432,"1,030","52,758","15,531","28,336",63.50%,-54.90%,-34.90%,-5.80%,-3.10%,-5.00%,135.50%,86.20%,29.40%,0,251,"7,111","5,248","2,267","5,539",404,"-2,998",-514
9/30/15,Allete Inc,Utilities - Regulated,ALE,"1,137",480,125,189,325,-6,0,"4,361","1,377","1,611",57.80%,16.60%,11.00%,7.80%,2.90%,-231.00%,100.70%,170.70%,31.60%,-84,146,419,416,287,468,55,162,37
9/30/15,ALLIANCE DATA SYSTEMS CORP,Credit Services,ADS,"6,177","3,683",490,"1,110","1,566",-294,0,"20,301","10,072","2,185",40.40%,18.00%,8.10%,23.00%,2.50%,151.80%,236.10%,829.20%,49.60%,0,977,"14,098","5,972",152,"1,383",309,801,300
9/30/15,ALLIANCE RESOURCE PARTNERS LP,Coal,ARLP,"2,301","1,409",359,544,819,-56,0,"2,285",838,"1,015",38.70%,23.60%,21.60%,49.00%,21.80%,89.40%,81.00%,125.10%,36.70%,0,25,341,421,73,347,32,497,0
9/30/15,ALLIANCEBERNSTEIN HOLDING L.P.,Asset Management,AB,,,,,,-1,,"1,628",0,"1,628",,,,,,,0.00%,0.00%,0.00%,-183,0,0,0,,,,,
9/30/15,ALLIANT ENERGY CORP,Utilities - Regulated,LNT,"3,295",0,372,542,935,67,0,"12,080","3,831","3,799",100.00%,16.50%,11.60%,10.10%,3.20%,-4.70%,89.30%,218.00%,31.70%,-230,98,913,"1,023","1,608","2,753",182,429,44
9/30/15,Allianz SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
