period,company,sector,ticker,revenues,cogs,net_income,ebit,ebitda,chg_wc,r_and_d,assets,debt,equity,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,dividends,cash_and_eq,curr_assets,curr_liab,sg_a,op_exp,net_interest_paid,pretax_income,taxes
9/30/09,AGILENT TECHNOLOGIES INC,Medical Diagnostics & Research,A,"5,182","2,430",363,447,,,679,,0,,53.10%,8.60%,7.00%,,,,,,,,,,,"1,626","2,305",43,441,78
9/30/09,AGILYSYS INC,Application Software,AGYS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AGIOS PHARMACEUTICALS INC,Biotechnology,AGIO,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AGL RESOURCES INC,Utilities - Regulated,GAS,"2,716","1,463",278,569,,,0,,0,,46.10%,20.90%,11.00%,,,,,,,,,,,483,684,108,468,170
9/30/09,AGREE REALTY CORP,,ADC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/09,AIA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/09,AILERON THERAPEUTICS INC,Biotechnology,ALRN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AIR INDUSTRIES GROUP,Aerospace & Defense,AIRI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AIR LEASE CORP,Consulting & Outsourcing,AL,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AIR PRODUCTS & CHEMICALS INC /DE/,Chemicals,APD,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Aircastle LTD,Consulting & Outsourcing,AYR,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"Airgas, Inc.",,ARG,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AK STEEL HOLDING CORP,Steel,AKS,"7,644","6,491",4,67,281,-94,0,"4,682",633,971,15.10%,0.90%,0.10%,0.50%,0.10%,704.40%,272.80%,382.30%,13.50%,-22,563,"2,003",734,224,"1,086",36,-6,-11
9/30/09,AKAMAI TECHNOLOGIES INC,Application Software,AKAM,814,231,145,218,,,41,,0,,71.60%,26.80%,17.80%,,,,,,,,,,,310,365,-19,235,90
9/30/09,"Akers Biosciences, Inc.",Medical Instruments & Equipment,AKER,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AKORN INC,Drug Manufacturers,AKRX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALAMO GROUP INC,Farm & Construction Machinery,ALG,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"Alarm.com Holdings, Inc.",Application Software,ALRM,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"ALASKA AIR GROUP, INC.",Airlines,ALK,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,Communication Services,ALSK,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALBEMARLE CORP,Chemicals,ALB,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Alcoa Corp,Metals & Mining,AA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALCOA INC.,Industrial Products,ARNC,"26,901","22,175",-74,"2,079","3,313","-1,036",246,"37,822","10,578","14,332",17.60%,7.70%,0.50%,1.00%,0.40%,-1005.40%,112.00%,163.90%,28.00%,-556,762,"8,150","7,279","1,167","2,647",407,792,342
9/30/09,ALERE INC.,Medical Diagnostics & Research,ALR,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"Aleris International, Inc.",,ARS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"Alexander & Baldwin, Inc.",REITs,ALEX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALEXANDERS INC,REITs,ALX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Alexandria Real Estate Equities Inc,REITs,ARE,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALEXION PHARMACEUTICALS INC,Biotechnology,ALXN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALICO INC,Consumer Packaged Goods,ALCO,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Align Technology Inc,Medical Devices,ALGN,304,79,80,16,28,-7,26,,0,,,,,,,88.10%,,,,0,,,,177,210,-3,17,-63
9/30/09,ALJ REGIONAL HOLDINGS INC,Business Services,ALJJ,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Alkermes PLC,Biotechnology,ALKS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Alleghany Corp,Insurance - Property & Casualty,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Allegheny Technologies Inc.,Industrial Products,ATI,"5,310","4,158",566,869,988,-14,0,"4,170",510,"2,029",21.70%,16.40%,10.80%,28.30%,13.80%,28.60%,278.10%,105.50%,12.20%,-71,470,"1,929",694,283,283,4,868,294
9/30/09,Allegiant Travel CO,Airlines,ALGT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Allegion plc,Consulting & Outsourcing,ALLE,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Allergan Inc.,Drug Manufacturers,AGN_old,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Allergan plc,Drug Manufacturers,AGN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Allete Inc,Utilities - Regulated,ALE,801,306,83,122,178,-9,0,,0,,61.90%,15.20%,10.40%,,,-187.20%,,,,-50,,,,318,374,26,126,43
9/30/09,ALLIANCE DATA SYSTEMS CORP,Credit Services,ADS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALLIANCE RESOURCE PARTNERS LP,Coal,ARLP,"1,157",870,88,144,249,30,0,,0,,24.70%,12.40%,11.60%,,,78.30%,,,,0,,,,37,142,18,134,0
9/30/09,ALLIANCEBERNSTEIN HOLDING L.P.,Asset Management,AB,0,0,245,0,0,-3,0,,0,,0.00%,0.00%,0.00%,,,-15.20%,,,,-301,,,,0,0,0,279,34
9/30/09,ALLIANT ENERGY CORP,Utilities - Regulated,LNT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Allianz SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/09,ALLIED HEALTHCARE PRODUCTS INC,Medical Devices,AHPI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALLIED MOTION TECHNOLOGIES INC,Computer Hardware,AMOT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Allied World Assurance Co Holdings AG,,AWH,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Allison Transmission Holdings Inc,Autos,ALSN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",Application Software,MDRX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALLSTATE CORP,Insurance - Property & Casualty,ALL,"29,190",,"-2,301","-3,169",,,,,0,,,-10.90%,-7.90%,,,,,,,,,,,,,,"-3,583","-1,282"
9/30/09,Ally Financial Inc.,Banks,ALLY,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"ALNYLAM PHARMACEUTICALS, INC.",Biotechnology,ALNY,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"Alon USA Energy, Inc.",Oil & Gas - Refining & Marketing,ALJ,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALPHA & OMEGA SEMICONDUCTOR Ltd,Semiconductors,AOSL,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ALPHA NETWORK ALLIANCE VENTURES INC.,,ANAV,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Alphabet,Online Media,GOOG,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"Alphabet Holding Company, Inc.",,ALPX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"ALPINE IMMUNE SCIENCES, INC.",Biotechnology,ALPN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"Alta Mesa Holdings, LP",,ALTMS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Altair Engineering Inc.,Application Software,ALTR,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Altera Corp.,,ALTR_delisted,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"Alteryx, Inc.",Application Software,AYX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"Altimmune, Inc.",Biotechnology,ALT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Altisource Asset Management Corp,Asset Management,AAMC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Altisource Residential Corp,Asset Management,RESI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Altra Industrial Motion Corp.,Industrial Products,AIMC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"ALTRIA GROUP, INC.",Tobacco Products,MO,"22,196","13,565","3,160","5,714","5,985",-290,0,"35,880","11,959","3,755",38.90%,25.70%,14.20%,84.20%,8.80%,119.90%,69.80%,855.50%,33.30%,"-2,648","1,030","5,008","7,170","2,811","2,917","1,042","4,783","1,622"
9/30/09,AMARU INC,,AMRU,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMAZON COM INC,Retail - Apparel & Specialty,AMZN,"21,692","16,790",743,926,"1,269","1,224",0,"8,972",116,"3,585",22.60%,4.30%,3.40%,20.70%,8.30%,256.50%,140.40%,150.30%,1.30%,0,"4,001","6,369","4,537","3,888","3,976",-7,993,249
9/30/09,AMBARELLA INC,Semiconductors,AMBA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AmBev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/09,Amc Networks Inc,Entertainment,AMCX,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMEDICA Corp,Medical Devices,AMDA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMEDISYS INC,Health Care Providers,AMED,"1,316",918,97,176,,,0,,0,,30.20%,13.40%,7.40%,,,,,,,,,,,166,222,18,158,61
9/30/09,Amerco,Consulting & Outsourcing,UHAL,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMEREN CORP,Utilities - Regulated,AEE,"7,869","3,542",644,"1,376","2,081",-46,0,"22,671","8,108","7,179",55.00%,17.50%,8.20%,9.00%,2.80%,-29.20%,84.80%,215.80%,35.80%,-534,92,"2,608","3,077",0,"2,951",440,971,327
9/30/09,AmÃ©rica Latina LogÃ­stica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/09,American Airlines Group Inc.,Airlines,AAL,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"American Assets Trust, Inc.",,AAT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERICAN BIO MEDICA CORP,Biotechnology,ABMC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,American Campus Communities Inc,REITs,ACC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,American Capital Agency Corp,REITs,AGNC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERICAN EAGLE OUTFITTERS INC,Retail - Apparel & Specialty,AEO,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERICAN ELECTRIC POWER CO INC,Utilities - Regulated,AEP,"14,440","5,755","1,380","2,532","4,015",-443,0,"45,155","17,959","10,771",60.20%,17.50%,9.60%,12.90%,3.10%,206.10%,60.00%,319.20%,39.80%,-669,738,"3,775","6,297",0,"6,153",900,"2,015",642
9/30/09,AMERICAN EXPRESS CO,Credit Services,AXP,"28,365",,"2,699","3,581","4,293","-2,435",,"126,074","69,034","11,841",,12.60%,9.50%,22.80%,2.10%,7.30%,,964.70%,54.80%,-836,"1,574",,,,,,"3,581",710
9/30/09,AMERICAN FINANCIAL GROUP INC,Insurance - Property & Casualty,AFG,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,American Homes 4 Rent,REITs,AMH,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERICAN INTERNATIONAL GROUP INC,Insurance,AIG,"-7,556",,"-97,249","-80,406",,,,,0,,,1064.10%,1294.20%,,,,,,,,,,,,,,"-98,281","-7,449"
9/30/09,"American Renal Associates Holdings, Inc.",Medical Diagnostics & Research,ARA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERICAN SOFTWARE INC,Application Software,AMSWA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERICAN SUPERCONDUCTOR CORP /DE/,Computer Hardware,AMSC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERICAN TOWER CORP /MA/,Communication Services,AMT,"1,650",403,261,624,"1,035",-41,0,"8,486","4,444","3,091",75.60%,37.80%,15.90%,8.50%,3.10%,227.60%,206.30%,174.60%,52.40%,0,333,718,348,197,623,233,389,139
9/30/09,"American Water Works Company, Inc.",Utilities - Regulated,AWK,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERICAN WOODMARK CORP,Manufacturing - Apparel & Furniture,AMWD,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"AmeriCann, Inc.",Drug Manufacturers,AMCI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERICOLD REALTY TRUST,,ART,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERIGAS PARTNERS LP,Utilities - Regulated,APU,,,,,,,,"1,630",863,438,,,,,,,117.80%,272.00%,53.00%,,46,300,255,,,,,
9/30/09,AMERIPRISE FINANCIAL INC,Asset Management,AMP,"6,918",0,-36,476,743,112,0,"95,577","2,027","6,467",100.00%,6.90%,-1.30%,-1.40%,-0.10%,-1181.10%,56.20%,1377.90%,2.10%,-143,"33,750","48,948","87,083","4,384","6,442",109,-423,-333
9/30/09,Ameris Bancorp,,ABCB,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMERISOURCEBERGEN CORP,Medical Distribution,ABC,"70,202","68,113",488,886,977,195,0,"12,736","1,191","2,784",3.00%,1.30%,0.70%,17.50%,3.80%,145.50%,106.40%,357.40%,9.30%,-58,913,"9,138","8,587","1,127","1,203",57,802,306
9/30/09,AMETEK INC/,Industrial Products,AME,"2,531","1,730",247,433,496,-107,0,"3,056","1,112","1,288",31.60%,17.10%,9.80%,19.20%,8.10%,91.20%,213.30%,137.30%,36.40%,-26,91,955,448,323,368,64,366,119
9/30/09,AMGEN INC,Biotechnology,AMGN,"15,003","2,296","4,052","5,214","6,287",427,"3,030","36,427",,"20,885",84.70%,34.80%,27.00%,,,125.40%,,,,0,"9,552","15,221","4,886","4,169","7,493",551,"5,015",963
9/30/09,"AMI JAMES BRANDS, INC.",,AJBI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMICUS THERAPEUTICS INC,Biotechnology,FOLD,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"AMKOR TECHNOLOGY, INC.",Semiconductors,AMKR,"2,659","2,097",-457,562,872,96,0,,0,,21.10%,21.10%,-17.20%,,,-123.50%,,,,0,,,,0,0,116,-426,32
9/30/09,AMN HEALTHCARE SERVICES INC,,AHS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,AMPHENOL CORP /DE/,Computer Hardware,APH,"3,236","2,187",419,632,,,0,"2,994",786,"1,369",32.40%,19.50%,13.30%,31.40%,14.30%,,210.40%,118.80%,26.30%,,215,"1,336",635,417,417,40,593,163
9/30/09,AMTECH SYSTEMS INC,Semiconductors,ASYS,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,"Amtrust Financial Services, Inc.",Insurance - Property & Casualty,AFSI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ANADARKO PETROLEUM CORP,Oil & Gas - E&P,APC,"14,079","1,657","3,260","4,741","7,935",617,"1,369","48,923","10,600","19,156",88.20%,33.70%,23.30%,17.10%,6.70%,123.60%,92.00%,155.40%,21.70%,-170,"2,360","5,095","5,536","1,666","7,681",732,"5,368","2,148"
9/30/09,ANALOG DEVICES INC,Semiconductors,ADI,"2,104",904,286,374,520,-76,470,"3,280",375,"2,458",57.10%,17.80%,13.60%,11.60%,8.70%,105.10%,666.70%,33.40%,11.40%,-233,"1,724","2,360",354,356,827,-22,342,56
9/30/09,"Anaplan, Inc.",,PLAN,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,ANAVEX LIFE SCIENCES CORP.,Biotechnology,AVXL,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
9/30/09,Anchorage International Holdings Corp.,,AHCP,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
